scenario,batch_index,user_index,bs_index,path_index,delay_s,path_energy,relative_to_link_max_energy,fraction_of_link_energy
uma,0,0,16,16,1.0,0.0,0.0,0.0
uma,0,0,16,17,1.0,0.0,0.0,0.0
uma,0,0,16,18,1.0,0.0,0.0,0.0
uma,0,0,16,19,1.0,0.0,0.0,0.0
uma,0,0,16,20,1.0,0.0,0.0,0.0
uma,0,0,16,21,1.0,0.0,0.0,0.0
uma,0,0,16,22,1.0,0.0,0.0,0.0
uma,0,0,16,23,1.0,0.0,0.0,0.0
uma,0,0,18,16,1.0,0.0,0.0,0.0
uma,0,0,18,17,1.0,0.0,0.0,0.0
uma,0,0,18,18,1.0,0.0,0.0,0.0
uma,0,0,18,19,1.0,0.0,0.0,0.0
uma,0,0,18,20,1.0,0.0,0.0,0.0
uma,0,0,18,21,1.0,0.0,0.0,0.0
uma,0,0,18,22,1.0,0.0,0.0,0.0
uma,0,0,18,23,1.0,0.0,0.0,0.0
uma,0,1,0,16,1.0,0.0,0.0,0.0
uma,0,1,0,17,1.0,0.0,0.0,0.0
uma,0,1,0,18,1.0,0.0,0.0,0.0
uma,0,1,0,19,1.0,0.0,0.0,0.0
uma,0,1,0,20,1.0,0.0,0.0,0.0
uma,0,1,0,21,1.0,0.0,0.0,0.0
uma,0,1,0,22,1.0,0.0,0.0,0.0
uma,0,1,0,23,1.0,0.0,0.0,0.0
uma,0,1,1,16,1.0,0.0,0.0,0.0
uma,0,1,1,17,1.0,0.0,0.0,0.0
uma,0,1,1,18,1.0,0.0,0.0,0.0
uma,0,1,1,19,1.0,0.0,0.0,0.0
uma,0,1,1,20,1.0,0.0,0.0,0.0
uma,0,1,1,21,1.0,0.0,0.0,0.0
uma,0,1,1,22,1.0,0.0,0.0,0.0
uma,0,1,1,23,1.0,0.0,0.0,0.0
uma,0,1,3,16,1.0,0.0,0.0,0.0
uma,0,1,3,17,1.0,0.0,0.0,0.0
uma,0,1,3,18,1.0,0.0,0.0,0.0
uma,0,1,3,19,1.0,0.0,0.0,0.0
uma,0,1,3,20,1.0,0.0,0.0,0.0
uma,0,1,3,21,1.0,0.0,0.0,0.0
uma,0,1,3,22,1.0,0.0,0.0,0.0
uma,0,1,3,23,1.0,0.0,0.0,0.0
uma,0,1,5,16,1.0,0.0,0.0,0.0
uma,0,1,5,17,1.0,0.0,0.0,0.0
uma,0,1,5,18,1.0,0.0,0.0,0.0
uma,0,1,5,19,1.0,0.0,0.0,0.0
uma,0,1,5,20,1.0,0.0,0.0,0.0
uma,0,1,5,21,1.0,0.0,0.0,0.0
uma,0,1,5,22,1.0,0.0,0.0,0.0
uma,0,1,5,23,1.0,0.0,0.0,0.0
uma,0,1,6,16,1.0,0.0,0.0,0.0
uma,0,1,6,17,1.0,0.0,0.0,0.0
uma,0,1,6,18,1.0,0.0,0.0,0.0
uma,0,1,6,19,1.0,0.0,0.0,0.0
uma,0,1,6,20,1.0,0.0,0.0,0.0
uma,0,1,6,21,1.0,0.0,0.0,0.0
uma,0,1,6,22,1.0,0.0,0.0,0.0
uma,0,1,6,23,1.0,0.0,0.0,0.0
uma,0,1,9,16,1.0,0.0,0.0,0.0
uma,0,1,9,17,1.0,0.0,0.0,0.0
uma,0,1,9,18,1.0,0.0,0.0,0.0
uma,0,1,9,19,1.0,0.0,0.0,0.0
uma,0,1,9,20,1.0,0.0,0.0,0.0
uma,0,1,9,21,1.0,0.0,0.0,0.0
uma,0,1,9,22,1.0,0.0,0.0,0.0
uma,0,1,9,23,1.0,0.0,0.0,0.0
uma,0,1,10,16,1.0,0.0,0.0,0.0
uma,0,1,10,17,1.0,0.0,0.0,0.0
uma,0,1,10,18,1.0,0.0,0.0,0.0
uma,0,1,10,19,1.0,0.0,0.0,0.0
uma,0,1,10,20,1.0,0.0,0.0,0.0
uma,0,1,10,21,1.0,0.0,0.0,0.0
uma,0,1,10,22,1.0,0.0,0.0,0.0
uma,0,1,10,23,1.0,0.0,0.0,0.0
uma,0,1,11,16,1.0,0.0,0.0,0.0
uma,0,1,11,17,1.0,0.0,0.0,0.0
uma,0,1,11,18,1.0,0.0,0.0,0.0
uma,0,1,11,19,1.0,0.0,0.0,0.0
uma,0,1,11,20,1.0,0.0,0.0,0.0
uma,0,1,11,21,1.0,0.0,0.0,0.0
uma,0,1,11,22,1.0,0.0,0.0,0.0
uma,0,1,11,23,1.0,0.0,0.0,0.0
uma,0,1,12,16,1.0,0.0,0.0,0.0
uma,0,1,12,17,1.0,0.0,0.0,0.0
uma,0,1,12,18,1.0,0.0,0.0,0.0
uma,0,1,12,19,1.0,0.0,0.0,0.0
uma,0,1,12,20,1.0,0.0,0.0,0.0
uma,0,1,12,21,1.0,0.0,0.0,0.0
uma,0,1,12,22,1.0,0.0,0.0,0.0
uma,0,1,12,23,1.0,0.0,0.0,0.0
uma,0,1,13,16,1.0,0.0,0.0,0.0
uma,0,1,13,17,1.0,0.0,0.0,0.0
uma,0,1,13,18,1.0,0.0,0.0,0.0
uma,0,1,13,19,1.0,0.0,0.0,0.0
uma,0,1,13,20,1.0,0.0,0.0,0.0
uma,0,1,13,21,1.0,0.0,0.0,0.0
uma,0,1,13,22,1.0,0.0,0.0,0.0
uma,0,1,13,23,1.0,0.0,0.0,0.0
uma,0,1,16,16,1.0,0.0,0.0,0.0
uma,0,1,16,17,1.0,0.0,0.0,0.0
uma,0,1,16,18,1.0,0.0,0.0,0.0
uma,0,1,16,19,1.0,0.0,0.0,0.0
uma,0,1,16,20,1.0,0.0,0.0,0.0
uma,0,1,16,21,1.0,0.0,0.0,0.0
uma,0,1,16,22,1.0,0.0,0.0,0.0
uma,0,1,16,23,1.0,0.0,0.0,0.0
uma,0,1,18,16,1.0,0.0,0.0,0.0
uma,0,1,18,17,1.0,0.0,0.0,0.0
uma,0,1,18,18,1.0,0.0,0.0,0.0
uma,0,1,18,19,1.0,0.0,0.0,0.0
uma,0,1,18,20,1.0,0.0,0.0,0.0
uma,0,1,18,21,1.0,0.0,0.0,0.0
uma,0,1,18,22,1.0,0.0,0.0,0.0
uma,0,1,18,23,1.0,0.0,0.0,0.0
uma,0,2,5,16,1.0,0.0,0.0,0.0
uma,0,2,5,17,1.0,0.0,0.0,0.0
uma,0,2,5,18,1.0,0.0,0.0,0.0
uma,0,2,5,19,1.0,0.0,0.0,0.0
uma,0,2,5,20,1.0,0.0,0.0,0.0
uma,0,2,5,21,1.0,0.0,0.0,0.0
uma,0,2,5,22,1.0,0.0,0.0,0.0
uma,0,2,5,23,1.0,0.0,0.0,0.0
uma,0,2,6,16,1.0,0.0,0.0,0.0
uma,0,2,6,17,1.0,0.0,0.0,0.0
uma,0,2,6,18,1.0,0.0,0.0,0.0
uma,0,2,6,19,1.0,0.0,0.0,0.0
uma,0,2,6,20,1.0,0.0,0.0,0.0
uma,0,2,6,21,1.0,0.0,0.0,0.0
uma,0,2,6,22,1.0,0.0,0.0,0.0
uma,0,2,6,23,1.0,0.0,0.0,0.0
uma,0,2,9,16,1.0,0.0,0.0,0.0
uma,0,2,9,17,1.0,0.0,0.0,0.0
uma,0,2,9,18,1.0,0.0,0.0,0.0
uma,0,2,9,19,1.0,0.0,0.0,0.0
uma,0,2,9,20,1.0,0.0,0.0,0.0
uma,0,2,9,21,1.0,0.0,0.0,0.0
uma,0,2,9,22,1.0,0.0,0.0,0.0
uma,0,2,9,23,1.0,0.0,0.0,0.0
uma,0,2,11,16,1.0,0.0,0.0,0.0
uma,0,2,11,17,1.0,0.0,0.0,0.0
uma,0,2,11,18,1.0,0.0,0.0,0.0
uma,0,2,11,19,1.0,0.0,0.0,0.0
uma,0,2,11,20,1.0,0.0,0.0,0.0
uma,0,2,11,21,1.0,0.0,0.0,0.0
uma,0,2,11,22,1.0,0.0,0.0,0.0
uma,0,2,11,23,1.0,0.0,0.0,0.0
uma,0,2,15,16,1.0,0.0,0.0,0.0
uma,0,2,15,17,1.0,0.0,0.0,0.0
uma,0,2,15,18,1.0,0.0,0.0,0.0
uma,0,2,15,19,1.0,0.0,0.0,0.0
uma,0,2,15,20,1.0,0.0,0.0,0.0
uma,0,2,15,21,1.0,0.0,0.0,0.0
uma,0,2,15,22,1.0,0.0,0.0,0.0
uma,0,2,15,23,1.0,0.0,0.0,0.0
uma,0,2,18,16,1.0,0.0,0.0,0.0
uma,0,2,18,17,1.0,0.0,0.0,0.0
uma,0,2,18,18,1.0,0.0,0.0,0.0
uma,0,2,18,19,1.0,0.0,0.0,0.0
uma,0,2,18,20,1.0,0.0,0.0,0.0
uma,0,2,18,21,1.0,0.0,0.0,0.0
uma,0,2,18,22,1.0,0.0,0.0,0.0
uma,0,2,18,23,1.0,0.0,0.0,0.0
uma,0,2,19,16,1.0,0.0,0.0,0.0
uma,0,2,19,17,1.0,0.0,0.0,0.0
uma,0,2,19,18,1.0,0.0,0.0,0.0
uma,0,2,19,19,1.0,0.0,0.0,0.0
uma,0,2,19,20,1.0,0.0,0.0,0.0
uma,0,2,19,21,1.0,0.0,0.0,0.0
uma,0,2,19,22,1.0,0.0,0.0,0.0
uma,0,2,19,23,1.0,0.0,0.0,0.0
uma,0,4,0,16,1.0,0.0,0.0,0.0
uma,0,4,0,17,1.0,0.0,0.0,0.0
uma,0,4,0,18,1.0,0.0,0.0,0.0
uma,0,4,0,19,1.0,0.0,0.0,0.0
uma,0,4,0,20,1.0,0.0,0.0,0.0
uma,0,4,0,21,1.0,0.0,0.0,0.0
uma,0,4,0,22,1.0,0.0,0.0,0.0
uma,0,4,0,23,1.0,0.0,0.0,0.0
uma,0,4,3,16,1.0,0.0,0.0,0.0
uma,0,4,3,17,1.0,0.0,0.0,0.0
uma,0,4,3,18,1.0,0.0,0.0,0.0
uma,0,4,3,19,1.0,0.0,0.0,0.0
uma,0,4,3,20,1.0,0.0,0.0,0.0
uma,0,4,3,21,1.0,0.0,0.0,0.0
uma,0,4,3,22,1.0,0.0,0.0,0.0
uma,0,4,3,23,1.0,0.0,0.0,0.0
uma,0,4,5,16,1.0,0.0,0.0,0.0
uma,0,4,5,17,1.0,0.0,0.0,0.0
uma,0,4,5,18,1.0,0.0,0.0,0.0
uma,0,4,5,19,1.0,0.0,0.0,0.0
uma,0,4,5,20,1.0,0.0,0.0,0.0
uma,0,4,5,21,1.0,0.0,0.0,0.0
uma,0,4,5,22,1.0,0.0,0.0,0.0
uma,0,4,5,23,1.0,0.0,0.0,0.0
uma,0,4,6,16,1.0,0.0,0.0,0.0
uma,0,4,6,17,1.0,0.0,0.0,0.0
uma,0,4,6,18,1.0,0.0,0.0,0.0
uma,0,4,6,19,1.0,0.0,0.0,0.0
uma,0,4,6,20,1.0,0.0,0.0,0.0
uma,0,4,6,21,1.0,0.0,0.0,0.0
uma,0,4,6,22,1.0,0.0,0.0,0.0
uma,0,4,6,23,1.0,0.0,0.0,0.0
uma,0,4,7,16,1.0,0.0,0.0,0.0
uma,0,4,7,17,1.0,0.0,0.0,0.0
uma,0,4,7,18,1.0,0.0,0.0,0.0
uma,0,4,7,19,1.0,0.0,0.0,0.0
uma,0,4,7,20,1.0,0.0,0.0,0.0
uma,0,4,7,21,1.0,0.0,0.0,0.0
uma,0,4,7,22,1.0,0.0,0.0,0.0
uma,0,4,7,23,1.0,0.0,0.0,0.0
uma,0,4,11,16,1.0,0.0,0.0,0.0
uma,0,4,11,17,1.0,0.0,0.0,0.0
uma,0,4,11,18,1.0,0.0,0.0,0.0
uma,0,4,11,19,1.0,0.0,0.0,0.0
uma,0,4,11,20,1.0,0.0,0.0,0.0
uma,0,4,11,21,1.0,0.0,0.0,0.0
uma,0,4,11,22,1.0,0.0,0.0,0.0
uma,0,4,11,23,1.0,0.0,0.0,0.0
uma,0,4,12,16,1.0,0.0,0.0,0.0
uma,0,4,12,17,1.0,0.0,0.0,0.0
uma,0,4,12,18,1.0,0.0,0.0,0.0
uma,0,4,12,19,1.0,0.0,0.0,0.0
uma,0,4,12,20,1.0,0.0,0.0,0.0
uma,0,4,12,21,1.0,0.0,0.0,0.0
uma,0,4,12,22,1.0,0.0,0.0,0.0
uma,0,4,12,23,1.0,0.0,0.0,0.0
uma,0,4,14,16,1.0,0.0,0.0,0.0
uma,0,4,14,17,1.0,0.0,0.0,0.0
uma,0,4,14,18,1.0,0.0,0.0,0.0
uma,0,4,14,19,1.0,0.0,0.0,0.0
uma,0,4,14,20,1.0,0.0,0.0,0.0
uma,0,4,14,21,1.0,0.0,0.0,0.0
uma,0,4,14,22,1.0,0.0,0.0,0.0
uma,0,4,14,23,1.0,0.0,0.0,0.0
uma,0,4,15,16,1.0,0.0,0.0,0.0
uma,0,4,15,17,1.0,0.0,0.0,0.0
uma,0,4,15,18,1.0,0.0,0.0,0.0
uma,0,4,15,19,1.0,0.0,0.0,0.0
uma,0,4,15,20,1.0,0.0,0.0,0.0
uma,0,4,15,21,1.0,0.0,0.0,0.0
uma,0,4,15,22,1.0,0.0,0.0,0.0
uma,0,4,15,23,1.0,0.0,0.0,0.0
uma,0,4,17,16,1.0,0.0,0.0,0.0
uma,0,4,17,17,1.0,0.0,0.0,0.0
uma,0,4,17,18,1.0,0.0,0.0,0.0
uma,0,4,17,19,1.0,0.0,0.0,0.0
uma,0,4,17,20,1.0,0.0,0.0,0.0
uma,0,4,17,21,1.0,0.0,0.0,0.0
uma,0,4,17,22,1.0,0.0,0.0,0.0
uma,0,4,17,23,1.0,0.0,0.0,0.0
uma,0,4,20,16,1.0,0.0,0.0,0.0
uma,0,4,20,17,1.0,0.0,0.0,0.0
uma,0,4,20,18,1.0,0.0,0.0,0.0
uma,0,4,20,19,1.0,0.0,0.0,0.0
uma,0,4,20,20,1.0,0.0,0.0,0.0
uma,0,4,20,21,1.0,0.0,0.0,0.0
uma,0,4,20,22,1.0,0.0,0.0,0.0
uma,0,4,20,23,1.0,0.0,0.0,0.0
uma,0,6,2,16,1.0,0.0,0.0,0.0
uma,0,6,2,17,1.0,0.0,0.0,0.0
uma,0,6,2,18,1.0,0.0,0.0,0.0
uma,0,6,2,19,1.0,0.0,0.0,0.0
uma,0,6,2,20,1.0,0.0,0.0,0.0
uma,0,6,2,21,1.0,0.0,0.0,0.0
uma,0,6,2,22,1.0,0.0,0.0,0.0
uma,0,6,2,23,1.0,0.0,0.0,0.0
uma,0,6,3,16,1.0,0.0,0.0,0.0
uma,0,6,3,17,1.0,0.0,0.0,0.0
uma,0,6,3,18,1.0,0.0,0.0,0.0
uma,0,6,3,19,1.0,0.0,0.0,0.0
uma,0,6,3,20,1.0,0.0,0.0,0.0
uma,0,6,3,21,1.0,0.0,0.0,0.0
uma,0,6,3,22,1.0,0.0,0.0,0.0
uma,0,6,3,23,1.0,0.0,0.0,0.0
uma,0,6,4,16,1.0,0.0,0.0,0.0
uma,0,6,4,17,1.0,0.0,0.0,0.0
uma,0,6,4,18,1.0,0.0,0.0,0.0
uma,0,6,4,19,1.0,0.0,0.0,0.0
uma,0,6,4,20,1.0,0.0,0.0,0.0
uma,0,6,4,21,1.0,0.0,0.0,0.0
uma,0,6,4,22,1.0,0.0,0.0,0.0
uma,0,6,4,23,1.0,0.0,0.0,0.0
uma,0,6,5,16,1.0,0.0,0.0,0.0
uma,0,6,5,17,1.0,0.0,0.0,0.0
uma,0,6,5,18,1.0,0.0,0.0,0.0
uma,0,6,5,19,1.0,0.0,0.0,0.0
uma,0,6,5,20,1.0,0.0,0.0,0.0
uma,0,6,5,21,1.0,0.0,0.0,0.0
uma,0,6,5,22,1.0,0.0,0.0,0.0
uma,0,6,5,23,1.0,0.0,0.0,0.0
uma,0,6,6,16,1.0,0.0,0.0,0.0
uma,0,6,6,17,1.0,0.0,0.0,0.0
uma,0,6,6,18,1.0,0.0,0.0,0.0
uma,0,6,6,19,1.0,0.0,0.0,0.0
uma,0,6,6,20,1.0,0.0,0.0,0.0
uma,0,6,6,21,1.0,0.0,0.0,0.0
uma,0,6,6,22,1.0,0.0,0.0,0.0
uma,0,6,6,23,1.0,0.0,0.0,0.0
uma,0,6,7,16,1.0,0.0,0.0,0.0
uma,0,6,7,17,1.0,0.0,0.0,0.0
uma,0,6,7,18,1.0,0.0,0.0,0.0
uma,0,6,7,19,1.0,0.0,0.0,0.0
uma,0,6,7,20,1.0,0.0,0.0,0.0
uma,0,6,7,21,1.0,0.0,0.0,0.0
uma,0,6,7,22,1.0,0.0,0.0,0.0
uma,0,6,7,23,1.0,0.0,0.0,0.0
uma,0,6,8,16,1.0,0.0,0.0,0.0
uma,0,6,8,17,1.0,0.0,0.0,0.0
uma,0,6,8,18,1.0,0.0,0.0,0.0
uma,0,6,8,19,1.0,0.0,0.0,0.0
uma,0,6,8,20,1.0,0.0,0.0,0.0
uma,0,6,8,21,1.0,0.0,0.0,0.0
uma,0,6,8,22,1.0,0.0,0.0,0.0
uma,0,6,8,23,1.0,0.0,0.0,0.0
uma,0,6,13,16,1.0,0.0,0.0,0.0
uma,0,6,13,17,1.0,0.0,0.0,0.0
uma,0,6,13,18,1.0,0.0,0.0,0.0
uma,0,6,13,19,1.0,0.0,0.0,0.0
uma,0,6,13,20,1.0,0.0,0.0,0.0
uma,0,6,13,21,1.0,0.0,0.0,0.0
uma,0,6,13,22,1.0,0.0,0.0,0.0
uma,0,6,13,23,1.0,0.0,0.0,0.0
uma,0,6,15,16,1.0,0.0,0.0,0.0
uma,0,6,15,17,1.0,0.0,0.0,0.0
uma,0,6,15,18,1.0,0.0,0.0,0.0
uma,0,6,15,19,1.0,0.0,0.0,0.0
uma,0,6,15,20,1.0,0.0,0.0,0.0
uma,0,6,15,21,1.0,0.0,0.0,0.0
uma,0,6,15,22,1.0,0.0,0.0,0.0
uma,0,6,15,23,1.0,0.0,0.0,0.0
uma,0,6,16,16,1.0,0.0,0.0,0.0
uma,0,6,16,17,1.0,0.0,0.0,0.0
uma,0,6,16,18,1.0,0.0,0.0,0.0
uma,0,6,16,19,1.0,0.0,0.0,0.0
uma,0,6,16,20,1.0,0.0,0.0,0.0
uma,0,6,16,21,1.0,0.0,0.0,0.0
uma,0,6,16,22,1.0,0.0,0.0,0.0
uma,0,6,16,23,1.0,0.0,0.0,0.0
uma,0,6,17,16,1.0,0.0,0.0,0.0
uma,0,6,17,17,1.0,0.0,0.0,0.0
uma,0,6,17,18,1.0,0.0,0.0,0.0
uma,0,6,17,19,1.0,0.0,0.0,0.0
uma,0,6,17,20,1.0,0.0,0.0,0.0
uma,0,6,17,21,1.0,0.0,0.0,0.0
uma,0,6,17,22,1.0,0.0,0.0,0.0
uma,0,6,17,23,1.0,0.0,0.0,0.0
uma,0,6,18,16,1.0,0.0,0.0,0.0
uma,0,6,18,17,1.0,0.0,0.0,0.0
uma,0,6,18,18,1.0,0.0,0.0,0.0
uma,0,6,18,19,1.0,0.0,0.0,0.0
uma,0,6,18,20,1.0,0.0,0.0,0.0
uma,0,6,18,21,1.0,0.0,0.0,0.0
uma,0,6,18,22,1.0,0.0,0.0,0.0
uma,0,6,18,23,1.0,0.0,0.0,0.0
uma,0,7,2,16,1.0,0.0,0.0,0.0
uma,0,7,2,17,1.0,0.0,0.0,0.0
uma,0,7,2,18,1.0,0.0,0.0,0.0
uma,0,7,2,19,1.0,0.0,0.0,0.0
uma,0,7,2,20,1.0,0.0,0.0,0.0
uma,0,7,2,21,1.0,0.0,0.0,0.0
uma,0,7,2,22,1.0,0.0,0.0,0.0
uma,0,7,2,23,1.0,0.0,0.0,0.0
uma,0,7,5,16,1.0,0.0,0.0,0.0
uma,0,7,5,17,1.0,0.0,0.0,0.0
uma,0,7,5,18,1.0,0.0,0.0,0.0
uma,0,7,5,19,1.0,0.0,0.0,0.0
uma,0,7,5,20,1.0,0.0,0.0,0.0
uma,0,7,5,21,1.0,0.0,0.0,0.0
uma,0,7,5,22,1.0,0.0,0.0,0.0
uma,0,7,5,23,1.0,0.0,0.0,0.0
uma,0,7,7,16,1.0,0.0,0.0,0.0
uma,0,7,7,17,1.0,0.0,0.0,0.0
uma,0,7,7,18,1.0,0.0,0.0,0.0
uma,0,7,7,19,1.0,0.0,0.0,0.0
uma,0,7,7,20,1.0,0.0,0.0,0.0
uma,0,7,7,21,1.0,0.0,0.0,0.0
uma,0,7,7,22,1.0,0.0,0.0,0.0
uma,0,7,7,23,1.0,0.0,0.0,0.0
uma,0,7,8,16,1.0,0.0,0.0,0.0
uma,0,7,8,17,1.0,0.0,0.0,0.0
uma,0,7,8,18,1.0,0.0,0.0,0.0
uma,0,7,8,19,1.0,0.0,0.0,0.0
uma,0,7,8,20,1.0,0.0,0.0,0.0
uma,0,7,8,21,1.0,0.0,0.0,0.0
uma,0,7,8,22,1.0,0.0,0.0,0.0
uma,0,7,8,23,1.0,0.0,0.0,0.0
uma,0,7,11,16,1.0,0.0,0.0,0.0
uma,0,7,11,17,1.0,0.0,0.0,0.0
uma,0,7,11,18,1.0,0.0,0.0,0.0
uma,0,7,11,19,1.0,0.0,0.0,0.0
uma,0,7,11,20,1.0,0.0,0.0,0.0
uma,0,7,11,21,1.0,0.0,0.0,0.0
uma,0,7,11,22,1.0,0.0,0.0,0.0
uma,0,7,11,23,1.0,0.0,0.0,0.0
uma,0,7,12,16,1.0,0.0,0.0,0.0
uma,0,7,12,17,1.0,0.0,0.0,0.0
uma,0,7,12,18,1.0,0.0,0.0,0.0
uma,0,7,12,19,1.0,0.0,0.0,0.0
uma,0,7,12,20,1.0,0.0,0.0,0.0
uma,0,7,12,21,1.0,0.0,0.0,0.0
uma,0,7,12,22,1.0,0.0,0.0,0.0
uma,0,7,12,23,1.0,0.0,0.0,0.0
uma,0,7,15,16,1.0,0.0,0.0,0.0
uma,0,7,15,17,1.0,0.0,0.0,0.0
uma,0,7,15,18,1.0,0.0,0.0,0.0
uma,0,7,15,19,1.0,0.0,0.0,0.0
uma,0,7,15,20,1.0,0.0,0.0,0.0
uma,0,7,15,21,1.0,0.0,0.0,0.0
