user_index,user_id,serving_bs_index,serving_sector_id,desired_signal_w,inter_cell_interference_w,noise_w,sinr_linear,sinr_db,spectral_efficiency_bps_hz
43,E3_SITE_15_SEC_2_UE_1,43,E3_SITE_15_SEC_2,2.2309369629436304e-10,2.7902868904305933e-10,1.9952623149688827e-12,0.793860079243348,-1.002560368265437,0.8430673646974348
44,E3_SITE_15_SEC_3_UE_1,44,E3_SITE_15_SEC_3,4.763912246456836e-13,3.1985475466150826e-12,1.9952623149688827e-12,0.09172288499995218,-10.375222936732948,0.12660669950663458
45,E3_SITE_16_SEC_1_UE_1,45,E3_SITE_16_SEC_1,5.4372925432921715e-12,2.3072641887333933e-12,1.9952623149688827e-12,1.2637441137465257,1.016591457516933,1.1787108898425942
46,E3_SITE_16_SEC_2_UE_1,46,E3_SITE_16_SEC_2,4.5878012500111254e-10,5.895756105545047e-11,1.9952623149688827e-12,7.526806793067446,8.766107681956123,3.0920055672992492
47,E3_SITE_16_SEC_3_UE_1,47,E3_SITE_16_SEC_3,6.766161936289095e-11,2.4080598626241567e-12,1.9952623149688827e-12,15.366038784805973,11.865619250388466,4.032633270879938
48,E3_SITE_17_SEC_1_UE_1,48,E3_SITE_17_SEC_1,2.2976774649574594e-10,2.5220608934617417e-10,1.9952623149688827e-12,0.9038808999018709,-0.4388879067840763,0.9289432315370244
49,E3_SITE_17_SEC_2_UE_1,49,E3_SITE_17_SEC_2,2.1883740652928196e-10,1.19277365762116e-11,1.9952623149688827e-12,15.717691873688535,11.963887707035056,4.063303770521146
50,E3_SITE_17_SEC_3_UE_1,50,E3_SITE_17_SEC_3,8.459173465868997e-12,9.248600149613928e-13,1.9952623149688827e-12,2.896855854004917,4.619268854806885,1.9623105667241805
51,E3_SITE_18_SEC_1_UE_1,51,E3_SITE_18_SEC_1,9.384881760610142e-10,5.2504987024803995e-09,1.9952623149688827e-12,0.1786747747548486,-7.479367567168637,0.23716569832242287
52,E3_SITE_18_SEC_2_UE_1,52,E3_SITE_18_SEC_2,2.1833572450002947e-10,6.986920764173732e-11,1.9952623149688827e-12,3.0381595332375366,4.82610574854501,2.013697907515408
53,E3_SITE_18_SEC_3_UE_1,53,E3_SITE_18_SEC_3,2.7649611116301043e-13,8.914705453867688e-13,1.9952623149688827e-12,0.09578167587316878,-10.1871756846169,0.1319603835987051
54,E3_SITE_19_SEC_1_UE_1,54,E3_SITE_19_SEC_1,2.3230544154984045e-09,3.337574661088638e-11,1.9952623149688827e-12,65.67679254974018,18.17411935037654,6.05911280083316
55,E3_SITE_19_SEC_2_UE_1,55,E3_SITE_19_SEC_2,8.971097475996004e-11,5.777524292316372e-12,1.9952623149688827e-12,11.541674729095996,10.622688307290746,3.6486581034769303
56,E3_SITE_19_SEC_3_UE_1,56,E3_SITE_19_SEC_3,3.3683637476467077e-12,2.1809060633815047e-12,1.9952623149688827e-12,0.8065679930695783,-0.9335901603663931,0.8532515539224871
