coast_distance_km,p452_time_percentage,polarization_label,bs_gain_case,earth_station_pattern_type,min_required_short_backoff_db,max_required_short_backoff_db,median_required_short_backoff_db,min_required_long_backoff_db,max_required_long_backoff_db,median_required_long_backoff_db
5.0,0.01,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,20.289353173528767,39.6637716610156,23.493668911676124,37.28935317352877,56.6637716610156,40.493668911676124
5.0,0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,10.106125825790002,29.480544313276837,13.31044156393736,27.106125825790002,46.48054431327684,30.31044156393736
5.0,0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,13.106125825790002,32.48054431327684,16.31044156393736,30.106125825790002,49.48054431327684,33.31044156393736
5.0,0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,40.83933899319425,60.213757480681096,44.043654731341604,57.83933899319425,77.2137574806811,61.043654731341604
5.0,0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,43.83933899319425,63.213757480681096,47.043654731341604,60.83933899319425,80.2137574806811,64.0436547313416
5.0,0.1,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,16.75693934007576,36.131357827562596,19.961255078223104,33.75693934007576,53.131357827562596,36.961255078223104
5.0,0.1,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,19.75693934007576,39.131357827562596,22.961255078223104,36.75693934007576,56.131357827562596,39.961255078223104
5.0,0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,9.573711992336996,28.948130479823845,12.778027730484354,26.573711992336996,45.948130479823845,29.778027730484354
5.0,0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,12.573711992336996,31.948130479823845,15.778027730484354,29.573711992336996,48.948130479823845,32.778027730484354
5.0,0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,40.83933899319425,60.213757480681096,44.043654731341604,57.83933899319425,77.2137574806811,61.043654731341604
5.0,0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,43.83933899319425,63.213757480681096,47.043654731341604,60.83933899319425,80.2137574806811,64.0436547313416
5.0,0.1,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,16.75693934007576,36.131357827562596,19.961255078223104,33.75693934007576,53.131357827562596,36.961255078223104
5.0,0.1,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,19.75693934007576,39.131357827562596,22.961255078223104,36.75693934007576,56.131357827562596,39.961255078223104
5.0,0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,9.573711992336996,28.948130479823845,12.778027730484354,26.573711992336996,45.948130479823845,29.778027730484354
5.0,0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,12.573711992336996,31.948130479823845,15.778027730484354,29.573711992336996,48.948130479823845,32.778027730484354
5.0,1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,40.30692666002824,59.68134514751512,43.51124239817561,57.30692666002824,76.68134514751512,60.51124239817561
5.0,1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,43.30692666002825,62.68134514751512,46.51124239817561,60.30692666002825,79.68134514751512,63.51124239817561
5.0,1.0,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,16.224527006909753,35.59894549439662,19.428842745057125,33.22452700690975,52.59894549439662,36.428842745057125
5.0,1.0,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,19.224527006909753,38.59894549439662,22.428842745057125,36.22452700690975,55.59894549439662,39.428842745057125
5.0,1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,9.041299659171003,28.41571814665788,12.24561539731836,26.041299659171003,45.41571814665788,29.24561539731836
5.0,1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,12.041299659171003,31.41571814665788,15.24561539731836,29.041299659171003,48.41571814665788,32.24561539731836
5.0,1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,40.30692666002824,59.68134514751512,43.51124239817561,57.30692666002824,76.68134514751512,60.51124239817561
5.0,1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,43.30692666002825,62.68134514751512,46.51124239817561,60.30692666002825,79.68134514751512,63.51124239817561
5.0,1.0,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,16.224527006909753,35.59894549439662,19.428842745057125,33.22452700690975,52.59894549439662,36.428842745057125
5.0,1.0,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,19.224527006909753,38.59894549439662,22.428842745057125,36.22452700690975,55.59894549439662,39.428842745057125
5.0,1.0,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,9.041299659171003,28.41571814665788,12.24561539731836,26.041299659171003,45.41571814665788,29.24561539731836
5.0,1.0,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,12.041299659171003,31.41571814665788,15.24561539731836,29.041299659171003,48.41571814665788,32.24561539731836
5.0,10.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,39.780232281324245,59.15465076881111,42.9845480194716,56.780232281324245,76.15465076881111,59.9845480194716
5.0,10.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,42.780232281324245,62.15465076881111,45.9845480194716,59.780232281324245,79.15465076881111,62.9845480194716
5.0,10.0,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,15.69783262820576,35.072251115692595,18.902148366353103,32.69783262820576,52.072251115692595,35.9021483663531
5.0,10.0,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,18.69783262820576,38.072251115692595,21.902148366353103,35.69783262820576,55.072251115692595,38.9021483663531
5.0,10.0,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,8.514605280466995,27.88902376795386,11.718921018614367,25.514605280466995,44.88902376795386,28.718921018614367
5.0,10.0,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,11.514605280466995,30.88902376795386,14.718921018614367,28.514605280466995,47.88902376795386,31.718921018614367
5.0,10.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,39.780232281324245,59.15465076881111,42.9845480194716,56.780232281324245,76.15465076881111,59.9845480194716
5.0,10.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,42.780232281324245,62.15465076881111,45.9845480194716,59.780232281324245,79.15465076881111,62.9845480194716
5.0,10.0,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,15.69783262820576,35.072251115692595,18.902148366353103,32.69783262820576,52.072251115692595,35.9021483663531
5.0,10.0,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,18.69783262820576,38.072251115692595,21.902148366353103,35.69783262820576,55.072251115692595,38.9021483663531
5.0,10.0,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,8.514605280466995,27.88902376795386,11.718921018614367,25.514605280466995,44.88902376795386,28.718921018614367
5.0,10.0,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,11.514605280466995,30.88902376795386,14.718921018614367,28.514605280466995,47.88902376795386,31.718921018614367
5.0,20.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,39.65043864953924,59.02485713702612,42.8547543876866,56.65043864953924,76.02485713702612,59.8547543876866
5.0,20.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,42.65043864953924,62.02485713702612,45.85475438768661,59.65043864953924,79.02485713702612,62.85475438768661
5.0,20.0,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,15.568038996420754,34.94245748390762,18.772354734568125,32.56803899642075,51.94245748390762,35.772354734568125
5.0,20.0,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,18.568038996420754,37.94245748390762,21.772354734568125,35.56803899642075,54.94245748390762,38.772354734568125
5.0,20.0,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,8.384811648682003,27.75923013616888,11.589127386829361,25.384811648682003,44.75923013616888,28.58912738682936
5.0,20.0,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,11.384811648682003,30.75923013616888,14.589127386829361,28.384811648682003,47.75923013616888,31.58912738682936
5.0,20.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,39.65043864953924,59.02485713702612,42.8547543876866,56.65043864953924,76.02485713702612,59.8547543876866
5.0,20.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,42.65043864953924,62.02485713702612,45.85475438768661,59.65043864953924,79.02485713702612,62.85475438768661
5.0,20.0,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,15.568038996420754,34.94245748390762,18.772354734568125,32.56803899642075,51.94245748390762,35.772354734568125
5.0,20.0,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,18.568038996420754,37.94245748390762,21.772354734568125,35.56803899642075,54.94245748390762,38.772354734568125
5.0,20.0,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,8.384811648682003,27.75923013616888,11.589127386829361,25.384811648682003,44.75923013616888,28.58912738682936
5.0,20.0,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,11.384811648682003,30.75923013616888,14.589127386829361,28.384811648682003,47.75923013616888,31.58912738682936
5.0,50.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,39.402374441516244,58.77679292900311,42.6066901796636,56.402374441516244,75.77679292900311,59.6066901796636
5.0,50.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,42.402374441516244,61.77679292900311,45.6066901796636,59.402374441516244,78.77679292900311,62.6066901796636
5.0,50.0,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,15.319974788397744,34.69439327588459,18.5242905265451,32.319974788397744,51.69439327588459,35.5242905265451
5.0,50.0,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,18.319974788397744,37.69439327588459,21.5242905265451,35.319974788397744,54.69439327588459,38.5242905265451
5.0,50.0,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,8.136747440658993,27.511165928145857,11.341063178806365,25.136747440658993,44.51116592814586,28.341063178806365
5.0,50.0,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,11.136747440658993,30.511165928145857,14.341063178806365,28.136747440658993,47.51116592814586,31.341063178806365
5.0,50.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,39.402374441516244,58.77679292900311,42.6066901796636,56.402374441516244,75.77679292900311,59.6066901796636
5.0,50.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,42.402374441516244,61.77679292900311,45.6066901796636,59.402374441516244,78.77679292900311,62.6066901796636
5.0,50.0,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,15.319974788397744,34.69439327588459,18.5242905265451,32.319974788397744,51.69439327588459,35.5242905265451
5.0,50.0,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,18.319974788397744,37.69439327588459,21.5242905265451,35.319974788397744,54.69439327588459,38.5242905265451
5.0,50.0,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,8.136747440658993,27.511165928145857,11.341063178806365,25.136747440658993,44.51116592814586,28.341063178806365
5.0,50.0,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,11.136747440658993,30.511165928145857,14.341063178806365,28.136747440658993,47.51116592814586,31.341063178806365
