txrx,freq_mhz,channel_bw_mhz,occ_bw_khz,emission_desig,modulation,on_1p25_grid,plan_bw_match,conformity,congestion,envelope,lat,lon,ground_elev_m,height_agl_m,struct_height_m,azimuth_deg,elev_angle_deg,ant_gain_dbi,hpbw_deg,f2b_db,ant_pattern,ant_manufacturer,ant_model,polarization,tx_power_w,tx_erp_dbw,total_losses_db,rx_unfaded_dbw,rx_thresh_ber1e3_dbw,station_loc,call_sign,auth_number,licensee_name,in_service_date,flag_gain_zero,flag_hpbw_zero,ovl_fc8000_7950-8050_mhz,ovl_fc7850_7800-7900_mhz
RX,8040.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,M,A,44.21625,-79.17238333,281.0,51.0,91.0,7.98388242307575,-0.0666554964910294,40.8,1.5,,A,"Andrew, Div of CommScope",HX6-7W,G,,,1.3,-67.96,-87.5,UXBRIDGE (12680 REGIONAL RD 1) ON,CIN670,010069413-006,Backhaul Network Services Inc.,2025-09-18,False,False,25.0,0.0
RX,7970.0,10.0,10000.0,10M0D7WET,128-QAM,True,1.25|10,A,,B,43.6425,-79.38722222,81.0,328.0,500.0,58.5,-0.496,37.0,2.0,,A,Radio Waves Inc.,HP4-8,B,,,0.4,-77.0,-104.2,TORONTO (CN TOWER) ON,VFE222,010029903-001,Metrolinx,2013-07-16,False,False,10.0,0.0
RX,7950.0,10.0,10000.0,10M0D1D,64-QAM,True,1.25|10|30,A,,B,44.03186111,-79.13677778,348.0,72.0,124.0,159.916909291086,-0.785162021241849,40.3,2.2,,A,"Andrew, Div of CommScope",HP6-71W,B,,,2.1,-68.14,-110.5,Coppin's Corners (3189 Brock Rd) ON,CFV881,010710780-001,Metrolinx,2018-05-01,False,False,5.0,0.0
RX,7950.0,30.0,30000.0,30M0D1D,16-QAM,True,1.25|10|30,B,,B,43.45472222,-79.68222222,99.0,25.0,25.5,48.6077697989728,0.416573583261257,41.0,1.2,,A,"Andrew, Div of CommScope",UHX6-77,A,,,3.7,-69.44,-112.0,Oakville (155 Cornwall Rd) ON,CFV893,010701789-002,Metrolinx,2018-07-01,False,False,15.0,0.0
RX,7950.0,30.0,30000.0,30M0D1D,16-QAM,True,1.25|10|30,A,,B,43.46027778,-80.13194444,323.0,75.5,80.0,272.062968481691,-0.0854687315435891,40.3,2.2,,A,"Andrew, Div of CommScope",HP6-71W,B,,,0.5,-65.64,-112.0,Aberfoyle (7471 McLean Rd.) ON,CFW265,010711915-001,Metrolinx,2017-08-01,False,False,15.0,0.0
RX,7950.0,30.0,30000.0,30M0D1D,16-QAM,True,1.25|10|30,A,,B,43.2175,-79.665,86.0,55.0,80.0,295.391249093448,0.261039040145001,40.3,2.2,,A,"Andrew, Div of CommScope",HP6-71W,B,,,1.0,-65.14,-112.0,Stoney Creek (345 Lewis Rd) ON,CFW201,010705042-001,Metrolinx,2017-08-01,False,False,15.0,0.0
RX,7920.0,30.0,30000.0,30M0D1D,16-QAM,True,1.25|10|30,A,,B,43.46027778,-80.13194444,323.0,75.5,80.0,135.740153891765,-0.333276870314321,40.3,2.2,,A,"Andrew, Div of CommScope",HP6-71W,A,,,0.5,-65.13,-112.0,Aberfoyle (7471 McLean Rd) ON,CFW265,010711913-001,Metrolinx,2017-08-01,False,False,0.0,0.0
RX,7920.0,30.0,30000.0,30M0D1D,16-QAM,True,1.25|10|30,A,,B,44.03194444,-79.13666667,348.0,97.0,124.0,132.632211041365,-0.707610934132378,40.3,2.2,,A,"Andrew, Div of CommScope",HP6-71W,B,,,0.5,-65.53,-112.0,Uxbridge (3189 Brock Rd) ON,CFV881,010710879-001,Metrolinx,2017-08-01,False,False,0.0,0.0
RX,7920.0,30.0,30000.0,30M0D1D,16-QAM,True,1.25|10|30,A,,B,44.03194444,-79.13666667,348.0,97.0,124.0,282.430351498279,-0.265775440515781,40.3,2.2,,A,"Andrew, Div of CommScope",HP6-71W,B,,,0.5,-63.52,-112.0,Uxbridge (3189 Brock Rd) ON,CFV881,010710877-001,Metrolinx,2017-08-01,False,False,0.0,0.0
RX,7890.0,30.0,27400.0,27M4D7W,1024-QAM,True,1.25|10|30,A,L,B,44.09472222,-80.12075,493.0,48.0,60.0,347.554415253602,0.0262487830414758,41.0,1.2,,A,"Andrew, Div of CommScope",UHX6-77,G,,,0.8,-66.01,-93.5,Mulmur (300 Hwy 89) ON,VEL895,010814000-003,Backhaul Network Services Inc.,2021-01-15,False,False,0.0,25.0
RX,7890.0,30.0,27400.0,27M4D7W,1024-QAM,True,1.25|10|30,A,L,B,44.20327778,-78.87522222,275.0,60.0,90.0,317.919894998258,0.0680620417890168,43.4,1.4,,A,"Andrew, Div of CommScope",HPX8-77,G,,,1.3,-62.97,-93.5,PORT PERRY (23050 CROZIER LANE) ON,CFI225,010687764-003,Backhaul Network Services Inc.,2022-09-22,False,False,0.0,25.0
RX,7860.0,30.0,30000.0,30M0D1D,16-QAM,True,1.25|10|30,B,,B,43.45472222,-79.68222222,99.0,25.0,25.5,48.6077697989728,0.416573583261257,41.0,1.2,,A,"Andrew, Div of CommScope",UHX6-77,B,,,3.7,-69.44,-112.0,Oakville (155 Cornwall Rd) ON,CFV893,010701789-002,Metrolinx,2018-07-01,False,False,0.0,30.0
RX,7830.0,30.0,27500.0,27M5D7WET,128-QAM,True,1.25|10|30,A,,B,44.14580556,-79.83725,227.0,80.0,90.0,341.923,-0.166,41.1,1.6,,A,RFS (Celwave/Cablewave/Phelps Dodge),UXA6-78B,G,,,4.48,-67.72,-101.0,Alliston (4697 Industrial Pkwy) ON,CIN540,010068395-003,TELUS Communications Inc.,2015-04-01,False,False,0.0,30.0
RX,7800.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,44.39277778,-80.26222222,507.0,72.3,96.0,187.12154324466,-0.128436701053212,42.9,1.1,,A,"Andrew, Div of CommScope",USX8-7W,G,,,4.8,-68.1,-86.0,COLLINGWOOD (N/O RR91 & RR31) ON,XJV210,010030901-004,Backhaul Network Services Inc.,2022-03-30,False,False,0.0,15.0
RX,7800.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,44.29366667,-78.40338889,270.0,61.5,70.0,345.851268866051,-0.0220305155153755,42.9,1.1,,A,"Andrew, Div of CommScope",USX8-7W,G,,,4.8,-68.24,-86.0,PETERBOROUGH (1871 PARKHILL ROAD W) ON,VFE626,010779843-003,Backhaul Network Services Inc.,2022-03-31,False,False,0.0,15.0
RX,7800.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,43.96211111,-78.42594444,173.0,78.0,91.0,311.578078212773,0.419185114143061,45.3,1.0,,A,"Andrew, Div of CommScope",HPX10-77,G,,,1.3,-67.32,-87.5,Port Hope (3384 Roseberry Hill Rd) ON,XKU589,010068766-006,Backhaul Network Services Inc.,2024-05-30,False,False,0.0,15.0
RX,7800.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,M,A,43.41388889,-80.06083333,279.0,55.1,64.0,235.333491157718,-0.0803787146158963,41.0,1.2,,A,"Andrew, Div of CommScope",UHX6-77,G,,,4.3,-63.0,-86.0,Freelton (Hwy 6) ON,XKX933,010072188-004,Backhaul Network Services Inc.,2021-09-01,False,False,0.0,15.0
RX,7800.0,30.0,30000.0,30M0D7WET,64-QAM,True,1.25|10|30,A,,B,43.92833333,-79.05944444,186.0,46.5,48.0,97.9051595998672,-0.458546116914597,41.0,1.2,,A,"Andrew, Div of CommScope",UHX6-77,G,,,0.8,-55.06,-103.5,PICKERING (2585 CONCESSION RD 6) ON,VEL662,010074535-002,Backhaul Network Services Inc.,2014-10-29,False,False,0.0,15.0
RX,7800.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,44.32253056,-79.15154722,267.0,63.5,135.0,187.99842671835,-0.0138365368622914,40.8,1.5,,A,"Andrew, Div of CommScope",HX6-7W,G,,,1.3,-67.96,-87.5,PEFFERLAW (400 DURHAM REGIONAL RD 12) ON,VEM464,010069413-006,Backhaul Network Services Inc.,2025-09-18,False,False,0.0,15.0
RX,7800.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,44.09472222,-80.12075,493.0,49.5,60.0,318.372085984565,-0.0102834445139688,42.9,1.2,,A,"Andrew, Div of CommScope",HPX8-71W,G,,,4.8,-68.0,-86.0,Primrose (507023 ON-89) ON,VEL895,010033147-005,Backhaul Network Services Inc.,2022-03-30,False,False,0.0,15.0
RX,7800.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,44.26878333,-78.34088056,191.0,50.0,66.0,210.881441144526,0.0944033748233932,40.6,1.5,,A,"Andrew, Div of CommScope",USX6-7W,G,,,4.8,-68.0,-86.0,PETERBOROUGH (1049 CRAWFORD DR) ON,VDS257,010032427-004,Backhaul Network Services Inc.,2022-02-01,False,False,0.0,15.0
RX,7800.0,30.0,30000.0,30M0D7WET,128-QAM,True,1.25|10|30,A,,B,43.36194444,-79.86583333,259.0,67.0,106.0,183.5,-0.365,43.4,1.4,,A,"Andrew, Div of CommScope",HPX8-77,A,,,2.2,-67.5,-101.0,BURLINGTON (1245 DUNDAS ST) ON,XKU501,010031831-001,Rogers Communications Canada Inc.,2010-08-27,False,False,0.0,15.0
RX,7800.0,30.0,30000.0,30M0D7WET,256-QAM,True,1.25|10|30,A,,B,44.11305556,-80.02083333,380.0,86.0,100.0,73.0,-0.912,41.0,1.2,,A,"Andrew, Div of CommScope",UHX6-77,A,,,2.3,-65.1,-97.5,ROSEMONT(.4 KM S RD 18 / HWY 89 )ON,VEM675,010031803-001,Rogers Communications Canada Inc.,2014-04-01,False,False,0.0,15.0
RX,7800.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,M,A,44.11205556,-78.91669444,277.0,50.4,76.0,340.771894944341,-0.00107379887190539,43.5,1.0,,A,"Andrew, Div of CommScope",UHX8-77GD,G,,,4.8,-68.0,-86.0,Port Perry (Head Rd / Island Rd) ON,VAD464,010031733-003,Backhaul Network Services Inc.,2022-02-01,False,False,0.0,15.0
RX,7800.0,10.0,10000.0,10M0D7WET,64-QAM,True,1.25|10|30,A,,B,43.63058333,-80.12344444,378.0,57.0,100.0,254.157450974706,-0.151455176978262,41.0,1.2,,A,"Andrew, Div of CommScope",UHX6-77,A,,,2.3,-67.0,-106.0,ROCKWOOD (8547 WELLINGTON RD 50) ON,VEL985,010031111-004,Rogers Communications Canada Inc.,2016-08-09,False,False,0.0,5.0
RX,7797.5,5.0,5000.0,5M00D7WET,128-QAM,True,1.25|5,A,,B,43.89555556,-78.77611111,130.0,35.0,37.0,82.6,-0.004,41.0,1.2,,A,"Andrew, Div of CommScope",UHX6-77,A,,,1.2,-63.4,-107.0,COURTICE (1696 BLOOR ST) ON,VEA898,010032121-001,Rogers Communications Canada Inc.,2013-04-01,False,False,0.0,0.0
RX,7770.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,44.26878333,-78.34088056,191.0,50.0,66.0,210.881441144526,0.0944033748233932,40.6,1.5,,A,"Andrew, Div of CommScope",USX6-7W,G,,,4.8,-68.0,-86.0,PETERBOROUGH (1049 CRAWFORD DR) ON,VDS257,010032427-004,Backhaul Network Services Inc.,2022-02-01,False,False,0.0,0.0
RX,7770.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,44.39277778,-80.26222222,507.0,72.3,96.0,187.12154324466,-0.128436701053212,42.9,1.1,,A,"Andrew, Div of CommScope",USX8-7W,G,,,4.8,-68.1,-86.0,COLLINGWOOD (N/O RR91 & RR31) ON,XJV210,010030901-004,Backhaul Network Services Inc.,2022-03-30,False,False,0.0,0.0
RX,7770.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,M,A,43.41388889,-80.06083333,279.0,55.1,64.0,235.333491157718,-0.0803787146158963,41.0,1.2,,A,"Andrew, Div of CommScope",UHX6-77,G,,,4.3,-63.0,-86.0,Freelton (Hwy 6) ON,XKX933,010072188-004,Backhaul Network Services Inc.,2021-09-01,False,False,0.0,0.0
RX,7770.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,44.29366667,-78.40338889,270.0,61.5,70.0,345.851268866051,-0.0220305155153755,42.9,1.1,,A,"Andrew, Div of CommScope",USX8-7W,G,,,4.8,-68.24,-86.0,PETERBOROUGH (1871 PARKHILL ROAD W) ON,VFE626,010779843-003,Backhaul Network Services Inc.,2022-03-31,False,False,0.0,0.0
RX,7770.0,30.0,30000.0,30M0D1D,16-QAM,True,1.25|10|30,A,,B,44.03166667,-79.13666667,338.0,49.0,122.0,200.676147591649,-0.437795698170456,40.3,2.2,,A,"Andrew, Div of CommScope",HP6-71W,B,,,0.5,-66.54,-112.0,Uxbridge (3189 Brock Rd) ON,VFE228,010705422-001,Metrolinx,2017-08-01,False,False,0.0,0.0
RX,7770.0,30.0,30000.0,30M0D1D,16-QAM,True,1.25|10|30,A,,B,43.2175,-79.665,86.0,60.0,80.0,337.184493688452,-0.053515923881547,40.3,2.2,,A,"Andrew, Div of CommScope",HP6-71W,B,,,2.1,-66.24,-112.0,Stoney Creek (345 Lewis Rd) ON,CFW201,010701780-001,Metrolinx,2017-08-01,False,False,0.0,0.0
RX,7770.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,43.96211111,-78.42594444,173.0,78.0,91.0,311.578078212773,0.419185114143061,45.3,1.0,,A,"Andrew, Div of CommScope",HPX10-77,G,,,1.3,-67.32,-87.5,Port Hope (3384 Roseberry Hill Rd) ON,XKU589,010068766-006,Backhaul Network Services Inc.,2024-05-30,False,False,0.0,0.0
RX,7770.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,44.09472222,-80.12075,493.0,49.5,60.0,318.372085984565,-0.0102834445139688,42.9,1.2,,A,"Andrew, Div of CommScope",HPX8-71W,G,,,4.8,-68.0,-86.0,Primrose (507023 ON-89) ON,VEL895,010033147-005,Backhaul Network Services Inc.,2022-03-30,False,False,0.0,0.0
