txrx,freq_mhz,channel_bw_mhz,occ_bw_khz,emission_desig,modulation,on_1p25_grid,plan_bw_match,conformity,congestion,envelope,lat,lon,ground_elev_m,height_agl_m,struct_height_m,azimuth_deg,elev_angle_deg,ant_gain_dbi,hpbw_deg,f2b_db,ant_pattern,ant_manufacturer,ant_model,polarization,tx_power_w,tx_erp_dbw,total_losses_db,rx_unfaded_dbw,rx_thresh_ber1e3_dbw,station_loc,call_sign,auth_number,licensee_name,in_service_date,flag_gain_zero,flag_hpbw_zero,ovl_fc8000_7950-8050_mhz,ovl_fc7850_7800-7900_mhz
TX,8220.0,30.0,30000.0,30M0D7W,128-QAM,True,1.25|10|30,A,L,B,48.65580556,-90.25533333,493.0,40.4,63.0,103.032720168136,-0.148762134646156,40.8,0.4,,A,RFS (Celwave/Cablewave/Phelps Dodge),DAX6-77B,A,0.13,24.79103,5.0,,,Shebandowan (2970 Hwy 11) ON,VEK933,010036327-002,TBAYtel - Fixed,2021-01-18,False,False,0.0,0.0
TX,8220.0,30.0,30000.0,30M0D7WET,256-QAM,True,1.25|10|30,A,L,B,48.71738889,-93.07744444,351.0,86.9,100.0,242.988886986535,-0.222205435284123,45.3,1.0,,A,RFS (Celwave/Cablewave/Phelps Dodge),DAX10-77A,B,0.1,26.4116,6.74,,,Nickel Lake (Hwy 11/Hwy 502) ON,CGX337,010763331-001,TBAYtel - Fixed,2021-01-01,False,False,0.0,0.0
TX,8220.0,30.0,30000.0,30M0D1D,16-QAM,True,1.25|10|30,A,,B,43.46027778,-80.13194444,323.0,75.5,80.0,135.740153891765,-0.333276870314321,40.3,2.2,,A,"Andrew, Div of CommScope",HP6-71W,A,0.316227766016838,32.6516,0.5,,,Aberfoyle (7471 McLean Rd) ON,CFW265,010711913-001,Metrolinx,2017-08-01,False,False,0.0,0.0
TX,8220.0,30.0,30000.0,30M0D1D,16-QAM,True,1.25|10|30,A,,B,44.03194444,-79.13666667,348.0,97.0,124.0,132.632211041365,-0.707610934132378,40.3,2.2,,A,"Andrew, Div of CommScope",HP6-71W,B,0.316227766016838,32.6516,0.5,,,Uxbridge (3189 Brock Rd) ON,CFV881,010710879-001,Metrolinx,2017-08-01,False,False,0.0,0.0
TX,8220.0,30.0,30000.0,30M0D1D,16-QAM,True,1.25|10|30,A,,B,44.03194444,-79.13666667,348.0,97.0,124.0,282.430351498279,-0.265775440515781,40.3,2.2,,A,"Andrew, Div of CommScope",HP6-71W,B,0.316227766016838,32.6516,0.5,,,Uxbridge (3189 Brock Rd) ON,CFV881,010710877-001,Metrolinx,2017-08-01,False,False,0.0,0.0
TX,8220.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,45.40777778,-80.20305556,193.0,60.0,91.0,116.159010938836,0.0130576249317885,41.0,1.2,,A,"Andrew, Div of CommScope",UHX6-77,G,0.2512,28.0518,4.8,,,CARLING (15 ALVES RD) ON,VFG628,010074297-003,Backhaul Network Services Inc.,2022-03-31,False,False,0.0,0.0
TX,8220.0,30.0,30000.0,30M0D7WET,256-QAM,True,1.25|10|30,A,,B,49.05222222,-90.49,487.0,90.0,100.0,200.359629982486,-0.167264464008018,45.4,1.0,,A,RFS (Celwave/Cablewave/Phelps Dodge),DA10-77A,B,1.2589,34.95151,9.3,,,UPSALA ON,CIO380,010036401-002,TBAYtel - Fixed,2018-03-19,False,False,0.0,0.0
TX,8220.0,30.0,30000.0,30M0D7WET,256-QAM,True,1.25|10|30,B,,B,48.7175,-93.0775,351.0,84.0,100.0,81.7625681135597,-0.105966776099953,43.3,1.6,,A,"Andrew, Div of CommScope",HP8-77,B,1.2589,33.15151,9.0,,,NICKEL LAKE ON,VEK939,010036337-002,TBAYtel - Fixed,2018-03-13,False,False,0.0,0.0
TX,8220.0,30.0,30000.0,30M0D7WET,256-QAM,True,1.25|10|30,A,,B,48.72805556,-92.09166667,457.0,39.0,100.0,275.337826350849,-0.231707090193934,45.2,1.2,,A,"Andrew, Div of CommScope",HP10-77GE,B,1.2589,37.55151,6.5,,,FLANDERS ON,VEK937,010036335-002,TBAYtel - Fixed,2018-03-12,False,False,0.0,0.0
TX,8220.0,30.0,30000.0,30M0D7WET,256-QAM,True,1.25|10|30,B,,B,48.72805556,-92.09166667,457.0,26.0,100.0,91.3315927430386,0.0433643639546728,45.2,1.2,,A,"Andrew, Div of CommScope",HP10-77GE,B,1.2589,37.75151,6.3,,,FLANDERS ON,VEK937,010036333-002,TBAYtel - Fixed,2018-03-12,False,False,0.0,0.0
TX,8220.0,30.0,30000.0,30M0D7WET,256-QAM,True,1.25|10|30,B,,B,48.685,-91.15916667,452.0,48.0,100.0,277.269242932172,0.0461825497869429,43.3,1.6,,A,"Andrew, Div of CommScope",HP8-77,B,1.2589,35.15151,7.0,,,QUETICO NORTH ON,VEK935,010036331-002,TBAYtel - Fixed,2018-03-12,False,False,0.0,0.0
TX,8220.0,30.0,30000.0,30M0D7WET,256-QAM,True,1.25|10|30,B,,B,48.685,-91.15916667,452.0,59.0,100.0,96.2585977875798,0.0445079416683681,45.2,1.2,,A,"Andrew, Div of CommScope",HP10-77GE,B,1.2589,36.15151,7.9,,,QUETICO NORTH ON,VEK935,010036329-002,TBAYtel - Fixed,2018-03-12,False,False,0.0,0.0
TX,8220.0,30.0,30000.0,30M0D7W,128-QAM,True,1.25|10|30,A,L,B,48.51891667,-89.44966667,492.0,46.3,59.0,285.265998156807,-0.207342486179526,45.3,1.0,,A,RFS (Celwave/Cablewave/Phelps Dodge),DAX10-77A,B,1.26,37.55531,6.6,,,Intola (373 Intola Rd) ON,VEK931,010036325-002,TBAYtel - Fixed,2021-01-18,False,False,0.0,0.0
TX,8220.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,44.79425,-76.68713889,226.0,66.0,122.0,75.8171509137181,-0.166991541380316,42.9,1.1,,A,"Andrew, Div of CommScope",USX8-7W,G,0.0616595001861482,27.3516,1.3,,,SHARBOT LAKE (HWY 7/ MCQUAID RD) ON,VAD432,010031695-006,Backhaul Network Services Inc.,2022-06-20,False,False,0.0,0.0
TX,8190.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,47.409625,-79.666825,304.0,82.0,97.5,359.437055470912,-0.223541625866222,42.9,1.1,,A,"Andrew, Div of CommScope",USX8-7W,G,0.0630957344480193,27.4516,1.3,,,HAILEYBURY(LOT 1 CONCESSION 9) ON,CIZ932,011101087-002,Backhaul Network Services Inc.,2025-09-01,False,False,0.0,0.0
TX,8190.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,44.98700833,-78.09309444,462.0,54.0,106.0,83.3545340261698,-0.210725712320124,40.6,1.5,,A,"Andrew, Div of CommScope",USX6-7W,G,0.0794328234724281,26.1516,1.3,,,Paudash Lake (1165 Gander Road) ON,VBE670,011077878-002,Backhaul Network Services Inc.,2025-04-28,False,False,0.0,0.0
TX,8190.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,45.2945,-79.09411111,395.0,58.0,80.0,272.286103981028,-0.264066334022627,40.6,1.5,,A,"Andrew, Div of CommScope",USX6-7W,G,0.0501187233627272,24.1516,1.3,,,Britannia (Britannia Rd / South Portage Rd) ON,CKY207,010069535-005,Backhaul Network Services Inc.,2025-04-23,False,False,0.0,0.0
TX,8190.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,45.55547222,-77.40455556,176.0,68.0,100.0,316.058890522001,-0.0986496938183192,40.6,1.5,,A,"Andrew, Div of CommScope",USX6-7W,G,0.0794328234724281,26.1516,1.3,,,KILLALOE (171 WATER ST) ON,VFG406,011067416-002,Backhaul Network Services Inc.,2024-11-15,False,False,0.0,0.0
TX,8190.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,45.57066667,-75.21666667,60.0,33.0,100.0,62.1970567277329,0.350949768582925,43.5,1.0,,A,"Andrew, Div of CommScope",UHX8-77GD,G,0.158489319246111,28.5516,4.8,,,"Clarence-Rockland, ON (8132 County Road 17)",VEL799,010043499-006,Backhaul Network Services Inc.,2025-11-21,False,False,0.0,0.0
TX,8190.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,44.58783333,-78.16455556,291.0,75.5,107.0,41.2194522328252,-0.0582428298053077,42.9,1.1,,A,"Andrew, Div of CommScope",USX8-7W,G,0.125892541179417,30.4516,1.3,,,HARCOURT (5914 HWY 28) ON,VAD497,010999508-002,Backhaul Network Services Inc.,2023-12-08,False,False,0.0,0.0
TX,8190.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,45.81872222,-77.15435833,150.0,96.1,107.0,314.654813247257,-0.139369315979368,42.9,1.2,,A,"Andrew, Div of CommScope",HPX8-71W,G,0.5012,32.95171,4.8,,,PEMBROKE (219 TV TOWER RD) ON,VAD404,010031777-006,Backhaul Network Services Inc.,2022-09-30,False,False,0.0,0.0
TX,8190.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,45.30547222,-74.73633333,101.0,70.0,91.5,223.219161838807,-0.0489706387136652,40.8,1.5,,A,"Andrew, Div of CommScope",HX6-7W,G,0.794328234724281,32.8516,4.8,,,ALEXANDRIA (19319 KENYON CONCESSION 5 RD) ON,CHQ546,010992490-002,Backhaul Network Services Inc.,2023-07-10,False,False,0.0,0.0
TX,8190.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,44.76416667,-77.61611111,310.0,67.0,122.0,334.909123174623,0.0989226696148895,42.9,1.1,,A,"Andrew, Div of CommScope",USX8-7W,G,0.125892541179417,30.4516,1.3,,,MADOC (20100 HWY 62) ON,CHX391,010968454-002,Backhaul Network Services Inc.,2023-07-24,False,False,0.0,0.0
TX,8190.0,30.0,27400.0,27M4D7W,512-QAM,True,1.25|10|30,A,L,B,44.84516667,-76.54394444,210.0,50.0,93.0,87.6793319032617,-0.254259829083862,40.6,1.5,,A,"Andrew, Div of CommScope",USX6-7W,G,0.251188643150958,28.1516,4.3,,,MABERLY (472 MABERLY ELPHIN ROAD),CHQ283,011001735-002,Backhaul Network Services Inc.,2023-07-10,False,False,0.0,0.0
TX,8190.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,45.81875,-77.15433333,150.0,65.0,107.0,167.884743258258,-0.0242509851484469,42.9,1.1,,A,"Andrew, Div of CommScope",USX8-7W,G,0.0794328234724281,28.4516,1.3,,,Pembroke (219 TV Tower Rd) ON,VAD404,010968504-002,Backhaul Network Services Inc.,2023-05-17,False,False,0.0,0.0
TX,8190.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,,B,45.27944444,-79.76833333,270.0,79.3,107.0,190.117601368189,-0.102087761761644,41.0,1.2,,A,"Andrew, Div of CommScope",UHX6-77,G,0.1007,24.08189,4.8,,,HUMPHREY (357 HWY 141) ON,VBE645,010069315-003,Backhaul Network Services Inc.,2022-03-31,False,False,0.0,0.0
TX,8190.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,44.42972222,-76.49694444,146.0,75.0,85.0,161.878646535692,-0.276089146633819,43.4,1.4,,A,"Andrew, Div of CommScope",HPX8-77,G,0.166,28.65268,4.8,,,SOUTH FRONTENAC (1100 RUTILEGE RD) ON,CFI227,010687795-003,Rogers Communications Canada Inc.,2022-02-14,False,False,0.0,0.0
TX,8190.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,44.59380556,-75.72816667,123.0,48.5,61.0,219.764956244125,-0.0911562248865209,40.6,1.5,,A,"Andrew, Div of CommScope",USX6-7W,G,0.501,30.64998,4.8,,,BROCKVILLE (2566 CHEMICAL RD) ON,XKX900,010030847-006,Backhaul Network Services Inc.,2022-02-18,False,False,0.0,0.0
TX,8190.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,42.14972222,-82.64388889,190.0,65.0,89.0,34.8066503360843,-0.14826801020296,43.5,1.0,,A,"Andrew, Div of CommScope",UHX8-77GD,G,0.2512,31.0518,4.3,,,ALBUNA (ROAD 10/ALBUNA TOWNLINE) ON,VFE296,010030783-007,Backhaul Network Services Inc.,2021-09-01,False,False,0.0,0.0
TX,8190.0,30.0,30000.0,30M0D7WET,64-QAM,True,1.25|10|30,A,L,B,45.53833333,-79.92138889,259.0,86.0,106.0,196.899901342959,-0.182115598277936,41.0,1.2,,A,"Andrew, Div of CommScope",UHX6-77,A,0.25,28.531,4.3,,,MCKELLAR (897 HWY 124) ON,VFE961,010069429-004,Backhaul Network Services Inc.,2020-07-01,False,False,0.0,0.0
TX,8190.0,30.0,27400.0,27M4D7W,1024-QAM,True,1.25|10|30,A,L,B,44.09472222,-80.12075,493.0,48.0,60.0,347.554415253602,0.0262487830414758,41.0,1.2,,A,"Andrew, Div of CommScope",UHX6-77,G,0.1,28.0516,0.8,,,Mulmur (300 Hwy 89) ON,VEL895,010814000-003,Backhaul Network Services Inc.,2021-01-15,False,False,0.0,0.0
TX,8190.0,30.0,30000.0,30M0D7WET,64-QAM,True,1.25|10|30,A,L,B,41.81608333,-82.63583333,173.0,45.0,45.0,355.284209550151,-0.00347851083444218,40.8,2.0,,A,"Andrew, Div of CommScope",HP6-77,B,1.995,31.15103,10.5,,,Scudder (218 Harris Garno Rd) ON,CIN867,010037585-004,TELUS Communications Inc.,2020-10-19,False,False,0.0,0.0
TX,8190.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,42.772025,-81.00161111,13.0,34.0,45.0,244.925536960716,0.173162222367835,41.0,1.2,,A,"Andrew, Div of CommScope",UHX6-77,G,0.19952,27.05146,4.8,,,AYLMER (48371 TALBOT LINE) ON,CFR479,010773820-003,Backhaul Network Services Inc.,2022-03-30,False,False,0.0,0.0
TX,8190.0,30.0,27400.0,27M4D7W,1024-QAM,True,1.25|10|30,A,L,B,44.20327778,-78.87522222,275.0,60.0,90.0,317.919894998258,0.0680620417890168,43.4,1.4,,A,"Andrew, Div of CommScope",HPX8-77,G,0.0630957344480193,27.9516,1.3,,,PORT PERRY (23050 CROZIER LANE) ON,CFI225,010687764-003,Backhaul Network Services Inc.,2022-09-22,False,False,0.0,0.0
TX,8190.0,30.0,30000.0,30M0D7WET,256-QAM,True,1.25|10|30,A,,B,44.5925,-79.44777778,276.0,14.0,30.0,248.455161167577,0.37419962226958,40.6,1.6,,A,"Andrew, Div of CommScope",VHLPX6-7W,A,0.1,28.4516,0.0,,,Orillia (Harvie Settlement Rd) ON,CKY231,010676339-001,Point to Point Communications,2016-07-01,False,False,0.0,0.0
TX,8190.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,45.13097222,-76.18352778,147.0,86.0,127.0,205.128438136091,-0.115293403215513,43.5,1.0,,A,"Andrew, Div of CommScope",UHX8-77GD,G,0.427,32.85588,4.8,,,Carleton Place (174 Ramsay Concession 5A) ON,XJV292,010031647-005,Backhaul Network Services Inc.,2021-11-16,False,False,0.0,0.0
TX,8190.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,44.28805556,-76.63111111,120.0,66.5,80.0,89.111201143837,-0.0876939659908899,40.6,1.5,,A,"Andrew, Div of CommScope",USX6-7W,G,0.324,28.75705,4.8,,,KINGSTON (3650 SMITH ROAD) ON,VEA914,010094960-007,Backhaul Network Services Inc.,2022-02-11,False,False,0.0,0.0
TX,8190.0,30.0,30000.0,30M0D7WET,512-QAM,True,1.25|10|30,A,,B,44.32888889,-78.29972222,244.0,81.0,100.0,82.0196829652356,-0.141816681901087,41.0,1.2,,A,"Andrew, Div of CommScope",UHX6-77,B,0.063,25.54501,1.3,,,PETERBOROUGH (1925 TELEVISIONRD)ON,XKU584,010076496-004,Backhaul Network Services Inc.,2018-05-30,False,False,0.0,0.0
TX,8190.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,42.55995833,-82.19573333,182.0,49.5,89.0,191.456567875038,-0.107212244645617,42.9,1.2,,A,"Andrew, Div of CommScope",HPX8-71W,G,0.1,25.9516,4.8,,,DRESDEN (25838 LINDSAY RD) ON,VEM267,010033213-006,Backhaul Network Services Inc.,2022-03-11,False,False,0.0,0.0
TX,8190.0,30.0,30000.0,30M0D7WET,128-QAM,True,1.25|10|30,A,,B,49.39916667,-94.07777778,341.0,78.0,100.0,343.875213886115,-0.025786156447927,41.1,1.6,,A,RFS (Celwave/Cablewave/Phelps Dodge),DAX6-78B,B,1.2589,35.55151,4.4,,,"SIOUX NARROWS HWY 71/TOMAHAWK RD,ON",VEM910,010036369-002,TBAYtel - Fixed,2018-03-13,False,False,0.0,0.0
TX,8190.0,30.0,28000.0,28M0D7WET,128-QAM,True,1.25|10|30,A,,B,49.39916667,-94.07777778,341.0,40.4,100.0,163.141430660223,0.186989884377103,41.1,1.6,,A,RFS (Celwave/Cablewave/Phelps Dodge),DAX6-78B,A,0.25,27.011,5.92,,,Sioux Narrows (Hwy 71/Tomahawk Rd) ON,VEM910,010036367-002,TBAYtel - Fixed,2018-08-06,False,False,0.0,0.0
TX,8190.0,30.0,28000.0,28M0D7WET,128-QAM,True,1.25|10|30,A,,B,48.93555556,-93.81111111,390.0,70.1,90.0,337.49030245559,-0.127931034773904,43.6,1.2,,A,RFS (Celwave/Cablewave/Phelps Dodge),DAX8-78A,A,0.25,29.531,5.9,,,Burditt Lake (402 Dump Rd/Hwy 615) ON,VEM224,010036361-003,TBAYtel - Fixed,2018-08-29,False,False,0.0,0.0
TX,8160.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,47.409625,-79.666825,304.0,82.0,97.5,359.437055470912,-0.223541625866222,42.9,1.1,,A,"Andrew, Div of CommScope",USX8-7W,G,0.0630957344480193,27.4516,1.3,,,HAILEYBURY(LOT 1 CONCESSION 9) ON,CIZ932,011101087-002,Backhaul Network Services Inc.,2025-09-01,False,False,0.0,0.0
TX,8160.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,45.55547222,-77.40455556,176.0,68.0,100.0,316.058890522001,-0.0986496938183192,40.6,1.5,,A,"Andrew, Div of CommScope",USX6-7W,G,0.0794328234724281,26.1516,1.3,,,KILLALOE (171 WATER ST) ON,VFG406,011067416-002,Backhaul Network Services Inc.,2024-11-15,False,False,0.0,0.0
TX,8160.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,44.747,-75.98783333,125.0,59.0,91.5,11.9605011480385,-0.102427926775265,42.9,1.1,,A,"Andrew, Div of CommScope",USX8-7W,G,0.125892541179417,30.4516,1.3,,,Toledo (416 CR-29) ON,CHL596,011021463-002,Backhaul Network Services Inc.,2024-06-03,False,False,0.0,0.0
TX,8160.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,44.86533333,-79.32636111,260.0,43.0,66.0,180.735809484442,-0.0520119687376317,43.5,1.0,,A,"Andrew, Div of CommScope",UHX8-77GD,G,0.398107170553497,32.5516,4.8,,,Gravenhurst (1016 Beiers Rd) ON,XKX939,010069273-006,Backhaul Network Services Inc.,2024-11-22,False,False,0.0,0.0
TX,8160.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,42.67111111,-80.66722222,208.0,73.0,100.0,106.955453603527,-0.109460577704735,42.9,1.1,,A,"Andrew, Div of CommScope",HX8-7W,G,0.501187233627272,33.4516,4.3,,,FROGMORE (495 BEACH LANE) ON,CFW865,010070232-005,Backhaul Network Services Inc.,2024-02-02,False,False,0.0,0.0
TX,8160.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,44.76416667,-77.61611111,310.0,67.0,122.0,334.909123174623,0.0989226696148895,42.9,1.1,,A,"Andrew, Div of CommScope",USX8-7W,G,0.125892541179417,30.4516,1.3,,,MADOC (20100 HWY 62) ON,CHX391,010968454-002,Backhaul Network Services Inc.,2023-07-24,False,False,0.0,0.0
TX,8160.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,44.56416667,-79.19111111,233.0,68.2,100.0,61.465553252194,0.051062087364724,42.9,1.1,,A,"Andrew, Div of CommScope",HX8-7W,G,0.125892541179417,30.4516,1.3,,,Brechin (2309 Conc Rd 6) ON,CJL854,010968457-002,Backhaul Network Services Inc.,2023-07-18,False,False,0.0,0.0
TX,8160.0,30.0,27400.0,27M4D7W,512-QAM,True,1.25|10|30,A,L,B,44.84516667,-76.54394444,210.0,50.0,93.0,87.6793319032617,-0.254259829083862,40.6,1.5,,A,"Andrew, Div of CommScope",USX6-7W,G,0.251188643150958,28.1516,4.3,,,MABERLY (472 MABERLY ELPHIN ROAD),CHQ283,011001735-002,Backhaul Network Services Inc.,2023-07-10,False,False,0.0,0.0
TX,8160.0,30.0,27400.0,27M4D7W,4096-QAM,True,1.25|10|30,A,L,B,45.81875,-77.15433333,150.0,65.0,107.0,167.884743258258,-0.0242509851484469,42.9,1.1,,A,"Andrew, Div of CommScope",USX8-7W,G,0.0794328234724281,28.4516,1.3,,,Pembroke (219 TV Tower Rd) ON,VAD404,010968504-002,Backhaul Network Services Inc.,2023-05-17,False,False,0.0,0.0
