pattern,design_case,paired_short_case,method,null_depth_cap_db,residual_coupling_uplift_db,long_violation_seconds,long_maximum_excess_db,eligible_floor_violation_user_intervals,eligible_floor_violation_user_seconds,total_normalized_floor_shortfall,minimum_floor_ratio,mean_moving_pf_utility,minimum_moving_pf_utility,final_moving_pf_utility,mean_total_network_retention,minimum_total_network_retention,mean_protected_network_retention,minimum_protected_network_retention,minimum_active_eligible_rate_bps_hz,p05_active_eligible_rate_bps_hz,maximum_finite_sector_backoff_db,sector_mute_interval_count,intervals_with_any_sector_mute,mean_muted_sector_count,maximum_muted_sector_count,mean_backed_off_sector_count,maximum_backed_off_sector_count,maximum_envelope_ratio,mean_local_cost_table_build_ms,fallback_payload_bytes_per_update,paired_short_violation_seconds,paired_short_maximum_excess_db,runtime_seconds
multiple,long_multiple,short_multiple,sector_selective,65.0,3.0,0,-0.0012919874186798446,0,0,0.0,1.0010085449535242,95.62151726325808,6.117524776555566,51.04493969352853,0.9923867497342811,0.9892013540818777,0.9244418441763276,0.8940400825693083,0.10449348962152302,0.31605382245939545,12.0,232,71,1.9661016949152543,10,7.406779661016949,12,0.9997025531490299,1.7368726015990694,228,0,-14.426723365660031,0.27482374699320644
multiple,long_multiple,short_multiple,uniform,65.0,3.0,0,1.928654933106574e-15,19,95,0.17426342788600485,0.9898194467736495,93.77925193138367,3.9504993844584524,48.78873226076994,0.9854774054485699,0.9747906822733445,0.8548941824512744,0.7497379115275814,0.10098757093619261,0.31596962769944986,4.531686248058962,0,0,0.0,0,57.0,57,1.0000000000000002,0.0,228,0,-14.21958097303088,0.04516565101221204
multiple,long_multiple,short_multiple,sector_selective,67.0,0.0,0,-0.00010237362752926544,0,0,0.0,1.0010079445262046,95.76746760792588,6.150099962285532,50.94027545845086,0.9955270578414294,0.9895880799971535,0.9553530913233367,0.899581146046882,0.10449248238352785,0.3160397609535873,7.0,38,6,0.3220338983050847,9,0.9491525423728814,10,0.9999764278789605,1.764349196938861,228,0,-14.215000337520642,0.27187376900110394
multiple,long_multiple,short_multiple,uniform,67.0,0.0,0,9.64327466553287e-16,0,0,0.0,1.001007575458202,95.69304355942475,6.074925202354781,50.873601946416144,0.9956780968455803,0.9912099539657979,0.9567395303674595,0.9127380081388682,0.10448849575153793,0.3160394937641771,0.7179884181539508,0,0,0.0,0,35.26271186440678,57,1.0,0.0,228,0,-14.211976407853161,0.046044089016504586
multiple,long_multiple,short_multiple,sector_selective,67.0,1.0,0,-0.006441115100942961,0,0,0.0,1.0010080301836122,95.79679248384855,6.261556267706732,51.083239991182886,0.9938256616658575,0.9895027846642385,0.9388161823955605,0.8987585062670402,0.10449248238352785,0.3160398051924768,9.0,177,20,1.5,9,3.0254237288135593,11,0.9985883568114009,1.7922831999169568,228,0,-14.402078017028789,0.2840141060296446
multiple,long_multiple,short_multiple,uniform,67.0,1.0,0,1.928654933106574e-15,0,0,0.0,1.0010071275582844,95.16826788829978,5.50283461472717,50.27156861491419,0.9928230961043873,0.987287996634121,0.9282254269363258,0.8738033077488085,0.10350972724997261,0.3160228285316995,1.7179884181539518,0,0,0.0,0,56.516949152542374,57,1.0,0.0,228,0,-14.205060632836762,0.04490144504234195
multiple,long_multiple,short_multiple,sector_selective,67.0,3.0,0,-0.00022783261122913263,0,0,0.0,1.0010082398871794,95.6533389552144,6.140994364912852,51.05684985868817,0.9926535622558899,0.9892012759968785,0.927103449452044,0.895850574317413,0.10449267021935342,0.31604359746654553,12.0,229,69,1.9406779661016949,9,6.686440677966102,11,0.9999475409785911,1.7799441372162772,228,0,-14.382584504247223,0.28125705395359546
multiple,long_multiple,short_multiple,uniform,67.0,3.0,0,1.928654933106574e-15,19,95,0.1612622922762677,0.9904945893906886,93.90212385027934,4.042752642719192,48.83953751809477,0.9860557647175316,0.9786001203659299,0.8606519419199088,0.7875555924062964,0.10105645320876516,0.31597139213130643,3.7179884181539515,0,0,0.0,0,57.0,57,1.0000000000000002,0.0,228,0,-14.205060632836762,0.0452476009959355
single,long_single,short_single,sector_selective,60.0,0.0,0,-0.0007717740386162653,0,0,0.0,1.0000978034460954,95.8602867457932,6.254612637080884,51.053074441678596,0.9931473022937141,0.9876254406174412,0.9320448964577945,0.8771532372044094,0.10444100611836887,0.3498054553043654,12.0,215,40,1.8220338983050848,9,4.779661016949152,14,0.9998223082494014,1.7802769434638321,228,0,-14.35695638179775,0.28091548301745206
single,long_single,short_single,uniform,60.0,0.0,0,1.928654933106574e-15,3,15,0.027514429729352155,0.9858712019071131,94.61574523164049,5.227517630573261,50.36083262044683,0.9904914392560038,0.9630706552413768,0.9050662035773461,0.6333889300209506,0.10378443302008072,0.31603021133143433,6.910924372714754,0,0,0.0,0,56.516949152542374,57,1.0000000000000002,0.0,228,0,-14.302131829109044,0.04520021198550239
single,long_single,short_single,sector_selective,60.0,1.0,0,-0.0032544542079996053,0,0,0.0,1.0000978034460954,95.8530506823368,6.214228765327884,51.02639069657232,0.9923516342797594,0.981466251782267,0.9240998770182668,0.8160087239771886,0.1044410829637048,0.3500861000258722,12.0,237,41,2.0084745762711864,9,7.1440677966101696,23,0.9992509149298936,1.7740430050900489,228,0,-14.414925495866637,0.28101409802911803
single,long_single,short_single,uniform,60.0,1.0,0,1.928654933106574e-15,7,35,0.10435893610215807,0.9714630036272073,93.98175855730672,4.50968423690298,49.684740978137015,0.9871321461695215,0.9580515986628313,0.8715293039480172,0.5835629254012409,0.10269906364532419,0.3160088597342236,7.910924372714754,0,0,0.0,0,57.0,57,1.0000000000000002,0.0,228,0,-14.302131829109044,0.04526222898857668
single,long_single,short_single,sector_selective,60.0,3.0,0,-5.277826898426414e-05,3,15,0.19113321025344987,0.9362889299155167,95.52366630530751,6.133222529758126,50.888447693457984,0.9891943464734073,0.9437159527788507,0.8926276847502272,0.4412477418874658,0.10896074360480759,0.3510154917470831,12.0,354,89,3.0,12,12.898305084745763,57,0.9999878474283034,1.816977906609112,228,0,-14.33346000988859,0.28653086198028177
single,long_single,short_single,uniform,60.0,3.0,0,1.928654933106574e-15,46,230,0.8678652700342329,0.947675463609857,92.586808171443,2.921768006693502,48.1627382453744,0.9797790146965747,0.9481547423100283,0.7981198707171929,0.4853132239606878,0.10001583868473227,0.31595010623028896,9.910924372714755,0,0,0.0,0,57.0,57,1.0000000000000002,0.0,228,0,-14.302131829109044,0.04539705900242552
single,long_single,short_single,sector_selective,65.0,0.0,0,-0.000703256174559815,0,0,0.0,1.0009520028710803,95.76309662241468,6.197070685385861,50.9951380245491,0.9945192101899099,0.989644187407733,0.9455526272112297,0.9001222798499776,0.10443805642976485,0.31603966361654456,12.0,118,15,1.0,9,2.2542372881355934,10,0.9998380823916613,1.783787831269457,228,0,-14.224099105219032,0.2797742289840244
single,long_single,short_single,uniform,65.0,0.0,0,1.928654933106574e-15,0,0,0.0,1.0009502659927616,95.43349318267055,5.901998488327907,50.77284135026462,0.9944591840754305,0.9823416401958927,0.9445894891641616,0.8246990239287362,0.10429223832361571,0.31603779990866626,2.8750080589853195,0,0,0.0,0,50.23728813559322,57,1.0,0.0,228,0,-14.2346638402367,0.04541856900323182
single,long_single,short_single,sector_selective,65.0,1.0,0,-0.0002545952115183928,0,0,0.0,1.0009522444290975,95.74341996759436,6.2239780362903465,51.04971713437459,0.9934661172576887,0.9896018861272158,0.9352170155927125,0.89971430071557,0.10443805642976485,0.31604473764416063,12.0,191,34,1.61864406779661,9,4.262711864406779,11,0.9999413790043986,1.805582661892019,228,0,-14.340195326459796,0.28446490701753646
single,long_single,short_single,uniform,65.0,1.0,0,9.64327466553287e-16,0,0,0.0,1.000949541322628,94.86963722454949,5.275990706606191,50.144553915341305,0.9914152636523935,0.9778297512978728,0.9141936550581214,0.7799078577886067,0.10329308347184682,0.316021560081583,3.875008058985319,0,0,0.0,0,56.516949152542374,57,1.0000000000000002,0.0,228,0,-14.229324489509445,0.045364523015450686
single,long_single,short_single,sector_selective,65.0,3.0,0,-2.4507387016630787e-05,0,0,0.0,1.0000978034460954,95.66974624460005,6.080729514689327,50.96364794065304,0.9921036717915471,0.9881182546650497,0.9215916455574367,0.8820455819366356,0.10443831185761202,0.3363344296037261,12.0,241,73,2.042372881355932,10,7.703389830508475,15,0.9999943569815206,1.7811960961977493,228,0,-14.332877193926926,0.28145886497804895
single,long_single,short_single,uniform,65.0,3.0,0,2.8929823996598604e-15,19,95,0.2010532776846708,0.9879537007798043,93.56705421402248,3.786246971961827,48.69682425309383,0.9844878572516224,0.9682291204441268,0.8450269199144785,0.684598894881977,0.10079721586030829,0.31596963294724656,5.875008058985319,0,0,0.0,0,57.0,57,1.0000000000000002,0.0,228,0,-14.229324489509445,0.0459033899824135
single,long_single,short_single,sector_selective,67.0,0.0,0,-0.0004926864999488778,0,0,0.0,1.0009517999937927,95.76237133364255,6.160771736966054,50.9530703457991,0.9950162618337065,0.9896441093129922,0.9503858318845173,0.900121526657062,0.10443727692156245,0.3160397904953643,6.0,81,9,0.6864406779661016,9,1.4576271186440677,10,0.9998865611756398,1.7826220931256411,228,0,-14.235794832112557,0.27499330398859456
single,long_single,short_single,uniform,67.0,0.0,0,1.928654933106574e-15,0,0,0.0,1.0009509996033965,95.60215514880062,6.012038690171353,50.83590400511572,0.9952659154687983,0.9878909213646433,0.952624224190445,0.8797887613770363,0.10438046293650102,0.3160389727663126,1.5581579003712127,0,0,0.0,0,39.610169491525426,57,1.0,0.0,228,0,-14.221836793603927,0.045502963999751955
single,long_single,short_single,sector_selective,67.0,1.0,0,-0.0003367579044167885,0,0,0.0,1.0009519516600858,95.77061731078274,6.244620901179453,51.06007505180813,0.9936722614399823,0.9896293547137506,0.937274238082161,0.8999792243779478,0.10443727692156245,0.31603981716198165,12.0,179,22,1.5169491525423728,9,3.4661016949152543,10,0.9999224616331889,1.8031924974836282,228,0,-14.325388579482215,0.28450855903793126
single,long_single,short_single,uniform,67.0,1.0,0,9.64327466553287e-16,0,0,0.0,1.0009504642843392,95.06606244086254,5.427265761694942,50.22826094976938,0.9923515898703268,0.9837198153327378,0.9235163508208859,0.8383806709993715,0.10339681680918703,0.316023762864303,2.558157900371214,0,0,0.0,0,56.03389830508475,57,1.0000000000000002,0.0,228,0,-14.214185639235096,0.04568290599854663
single,long_single,short_single,sector_selective,67.0,3.0,0,-3.215763841891078e-05,0,0,0.0,1.000952424851533,95.62864090852331,6.09344376561529,50.97035198551389,0.9924953750973672,0.9891241869671515,0.9254995988661171,0.89510708108894,0.10443750175041164,0.3160459998305002,12.0,221,62,1.8728813559322033,10,6.966101694915254,13,0.9999925954575288,1.7889127681836865,228,0,-14.325989103229935,0.28259101102594286
single,long_single,short_single,uniform,67.0,3.0,0,9.64327466553287e-16,19,95,0.176424872093852,0.9892939121456101,93.79130254204284,3.962491915858807,48.79570012114337,0.9855480309315189,0.9746236694101351,0.8555826319770992,0.7480799139410628,0.10093395260640373,0.31597295579754736,4.558157900371214,0,0,0.0,0,57.0,57,1.0000000000000002,0.0,228,0,-14.214185639235096,0.044478413998149335
