p452_time_percentage,polarization_label,bs_gain_case,earth_station_pattern_type,peak_time_s,rank,sector_id,site_id,sector_received_dbw_per_10mhz,fraction_of_aggregate_power
0.01,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,6,E3_SITE_15_SEC_1,E3_SITE_15,-98.18687190039341,0.07830620469204498
0.01,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,7,E3_SITE_07_SEC_1,E3_SITE_07,-98.93360134265056,0.06593609623969658
0.01,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,8,E3_SITE_01_SEC_1,E3_SITE_01,-99.84014815899393,0.05351413987157128
0.01,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,9,E3_SITE_02_SEC_1,E3_SITE_02,-100.2797923520742,0.04836198634941274
0.01,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,10,E3_SITE_16_SEC_1,E3_SITE_16,-104.31538680187293,0.019096100214957574
0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,1,E3_SITE_18_SEC_3,E3_SITE_18,-103.51945568672315,0.08164783645570488
0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,2,E3_SITE_18_SEC_2,E3_SITE_18,-103.51945568672315,0.08164783645570488
0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,3,E3_SITE_18_SEC_1,E3_SITE_18,-103.51945568672315,0.08164783645570488
0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,4,E3_SITE_04_SEC_2,E3_SITE_04,-106.3985788373644,0.042075798441525994
0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,5,E3_SITE_04_SEC_1,E3_SITE_04,-106.3985788373644,0.042075798441525994
0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,6,E3_SITE_04_SEC_3,E3_SITE_04,-106.3985788373644,0.042075798441525994
0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,7,E3_SITE_11_SEC_2,E3_SITE_11,-106.88455546700138,0.03762137836016783
0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,8,E3_SITE_11_SEC_3,E3_SITE_11,-106.88455546700138,0.03762137836016783
0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,9,E3_SITE_11_SEC_1,E3_SITE_11,-106.88455546700138,0.03762137836016783
0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,10,E3_SITE_13_SEC_1,E3_SITE_13,-107.14051904465244,0.03546813438443883
0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,1,E3_SITE_18_SEC_3,E3_SITE_18,-100.51945568672315,0.08164783645570496
0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,2,E3_SITE_18_SEC_2,E3_SITE_18,-100.51945568672315,0.08164783645570496
0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,3,E3_SITE_18_SEC_1,E3_SITE_18,-100.51945568672315,0.08164783645570496
0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,4,E3_SITE_04_SEC_2,E3_SITE_04,-103.3985788373644,0.04207579844152604
0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,5,E3_SITE_04_SEC_1,E3_SITE_04,-103.3985788373644,0.04207579844152604
0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,6,E3_SITE_04_SEC_3,E3_SITE_04,-103.3985788373644,0.04207579844152604
0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,7,E3_SITE_11_SEC_2,E3_SITE_11,-103.88455546700138,0.03762137836016772
0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,8,E3_SITE_11_SEC_3,E3_SITE_11,-103.88455546700138,0.03762137836016772
0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,9,E3_SITE_11_SEC_1,E3_SITE_11,-103.88455546700138,0.03762137836016772
0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,10,E3_SITE_13_SEC_1,E3_SITE_13,-104.14051904465244,0.03546813438443888
0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,1,E3_SITE_18_SEC_1,E3_SITE_18,-72.2538286858659,0.2392547294622271
0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,2,E3_SITE_04_SEC_1,E3_SITE_04,-74.95540689747824,0.12844071374588334
0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,3,E3_SITE_11_SEC_1,E3_SITE_11,-75.34727923406771,0.11735875039842253
0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,4,E3_SITE_13_SEC_1,E3_SITE_13,-76.06273487401653,0.09953364593050587
0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,5,E3_SITE_19_SEC_1,E3_SITE_19,-76.32220597861827,0.09376112339024498
0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,6,E3_SITE_15_SEC_1,E3_SITE_15,-77.10447224727491,0.07830620469204506
0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,7,E3_SITE_07_SEC_1,E3_SITE_07,-77.85120168953206,0.06593609623969651
0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,8,E3_SITE_01_SEC_1,E3_SITE_01,-78.75774850587544,0.05351413987157112
0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,9,E3_SITE_02_SEC_1,E3_SITE_02,-79.1973926989557,0.04836198634941279
0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,10,E3_SITE_16_SEC_1,E3_SITE_16,-83.23298714875443,0.019096100214957556
0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,1,E3_SITE_18_SEC_1,E3_SITE_18,-69.2538286858659,0.23925472946222687
0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,2,E3_SITE_04_SEC_1,E3_SITE_04,-71.95540689747824,0.12844071374588323
0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,3,E3_SITE_11_SEC_1,E3_SITE_11,-72.34727923406771,0.11735875039842267
0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,4,E3_SITE_13_SEC_1,E3_SITE_13,-73.06273487401653,0.099533645930506
0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,5,E3_SITE_19_SEC_1,E3_SITE_19,-73.32220597861827,0.09376112339024488
0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,6,E3_SITE_15_SEC_1,E3_SITE_15,-74.10447224727491,0.078306204692045
0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,7,E3_SITE_07_SEC_1,E3_SITE_07,-74.85120168953206,0.06593609623969646
0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,8,E3_SITE_01_SEC_1,E3_SITE_01,-75.75774850587544,0.053514139871571074
0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,9,E3_SITE_02_SEC_1,E3_SITE_02,-76.1973926989557,0.04836198634941275
0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,10,E3_SITE_16_SEC_1,E3_SITE_16,-80.23298714875443,0.019096100214957577
0.01,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,1,E3_SITE_18_SEC_1,E3_SITE_18,-96.3362283389844,0.23925472946222742
0.01,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,2,E3_SITE_04_SEC_1,E3_SITE_04,-99.03780655059674,0.12844071374588348
0.01,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,3,E3_SITE_11_SEC_1,E3_SITE_11,-99.42967888718621,0.11735875039842245
0.01,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,4,E3_SITE_13_SEC_1,E3_SITE_13,-100.14513452713503,0.09953364593050582
0.01,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,5,E3_SITE_19_SEC_1,E3_SITE_19,-100.40460563173677,0.09376112339024473
0.01,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,6,E3_SITE_15_SEC_1,E3_SITE_15,-101.18687190039341,0.07830620469204486
0.01,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,7,E3_SITE_07_SEC_1,E3_SITE_07,-101.93360134265056,0.06593609623969647
0.01,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,8,E3_SITE_01_SEC_1,E3_SITE_01,-102.84014815899393,0.0535141398715712
0.01,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,9,E3_SITE_02_SEC_1,E3_SITE_02,-103.2797923520742,0.04836198634941286
0.01,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,10,E3_SITE_16_SEC_1,E3_SITE_16,-107.31538680187293,0.019096100214957546
0.01,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,1,E3_SITE_18_SEC_1,E3_SITE_18,-93.3362283389844,0.23925472946222684
0.01,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,2,E3_SITE_04_SEC_1,E3_SITE_04,-96.03780655059674,0.12844071374588317
0.01,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,3,E3_SITE_11_SEC_1,E3_SITE_11,-96.42967888718621,0.11735875039842264
0.01,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,4,E3_SITE_13_SEC_1,E3_SITE_13,-97.14513452713503,0.09953364593050598
0.01,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,5,E3_SITE_19_SEC_1,E3_SITE_19,-97.40460563173677,0.09376112339024487
0.01,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,6,E3_SITE_15_SEC_1,E3_SITE_15,-98.18687190039341,0.07830620469204498
0.01,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,7,E3_SITE_07_SEC_1,E3_SITE_07,-98.93360134265056,0.06593609623969658
0.01,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,8,E3_SITE_01_SEC_1,E3_SITE_01,-99.84014815899393,0.05351413987157128
0.01,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,9,E3_SITE_02_SEC_1,E3_SITE_02,-100.2797923520742,0.04836198634941274
0.01,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,10,E3_SITE_16_SEC_1,E3_SITE_16,-104.31538680187293,0.019096100214957574
0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,1,E3_SITE_18_SEC_3,E3_SITE_18,-103.51945568672315,0.08164783645570488
0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,2,E3_SITE_18_SEC_2,E3_SITE_18,-103.51945568672315,0.08164783645570488
0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,3,E3_SITE_18_SEC_1,E3_SITE_18,-103.51945568672315,0.08164783645570488
0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,4,E3_SITE_04_SEC_2,E3_SITE_04,-106.3985788373644,0.042075798441525994
0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,5,E3_SITE_04_SEC_1,E3_SITE_04,-106.3985788373644,0.042075798441525994
0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,6,E3_SITE_04_SEC_3,E3_SITE_04,-106.3985788373644,0.042075798441525994
0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,7,E3_SITE_11_SEC_2,E3_SITE_11,-106.88455546700138,0.03762137836016783
0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,8,E3_SITE_11_SEC_3,E3_SITE_11,-106.88455546700138,0.03762137836016783
0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,9,E3_SITE_11_SEC_1,E3_SITE_11,-106.88455546700138,0.03762137836016783
0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,10,E3_SITE_13_SEC_1,E3_SITE_13,-107.14051904465244,0.03546813438443883
0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,1,E3_SITE_18_SEC_3,E3_SITE_18,-100.51945568672315,0.08164783645570496
0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,2,E3_SITE_18_SEC_2,E3_SITE_18,-100.51945568672315,0.08164783645570496
0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,3,E3_SITE_18_SEC_1,E3_SITE_18,-100.51945568672315,0.08164783645570496
0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,4,E3_SITE_04_SEC_2,E3_SITE_04,-103.3985788373644,0.04207579844152604
0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,5,E3_SITE_04_SEC_1,E3_SITE_04,-103.3985788373644,0.04207579844152604
0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,6,E3_SITE_04_SEC_3,E3_SITE_04,-103.3985788373644,0.04207579844152604
0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,7,E3_SITE_11_SEC_2,E3_SITE_11,-103.88455546700138,0.03762137836016772
0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,8,E3_SITE_11_SEC_3,E3_SITE_11,-103.88455546700138,0.03762137836016772
0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,9,E3_SITE_11_SEC_1,E3_SITE_11,-103.88455546700138,0.03762137836016772
0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,10,E3_SITE_13_SEC_1,E3_SITE_13,-104.14051904465244,0.03546813438443888
0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,1,E3_SITE_18_SEC_1,E3_SITE_18,-72.7862425193189,0.24594002072933205
0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,2,E3_SITE_04_SEC_1,E3_SITE_04,-75.68222438185026,0.12624989309790557
0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,3,E3_SITE_11_SEC_1,E3_SITE_11,-76.1647751954377,0.1129733319489398
0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,4,E3_SITE_19_SEC_1,E3_SITE_19,-76.79350794862228,0.09774682562484178
0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,5,E3_SITE_13_SEC_1,E3_SITE_13,-76.84978422593453,0.0964883844001019
0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,6,E3_SITE_15_SEC_1,E3_SITE_15,-77.80179710450892,0.07749501145265916
0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,7,E3_SITE_07_SEC_1,E3_SITE_07,-78.42632125830208,0.06711526841498579
0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,8,E3_SITE_01_SEC_1,E3_SITE_01,-79.43162247716944,0.05324651759678824
0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,9,E3_SITE_02_SEC_1,E3_SITE_02,-79.9652048016967,0.04709046479556881
0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,10,E3_SITE_16_SEC_1,E3_SITE_16,-83.76540097668342,0.01962968631485816
0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,1,E3_SITE_18_SEC_1,E3_SITE_18,-69.7862425193189,0.24594002072933202
0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,2,E3_SITE_04_SEC_1,E3_SITE_04,-72.68222438185026,0.1262498930979058
0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,3,E3_SITE_11_SEC_1,E3_SITE_11,-73.1647751954377,0.11297333194893977
0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,4,E3_SITE_19_SEC_1,E3_SITE_19,-73.79350794862228,0.09774682562484176
0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,5,E3_SITE_13_SEC_1,E3_SITE_13,-73.84978422593453,0.09648838440010188
0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,6,E3_SITE_15_SEC_1,E3_SITE_15,-74.80179710450892,0.07749501145265915
0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,7,E3_SITE_07_SEC_1,E3_SITE_07,-75.42632125830208,0.06711526841498591
0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,8,E3_SITE_01_SEC_1,E3_SITE_01,-76.43162247716944,0.05324651759678822
0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,9,E3_SITE_02_SEC_1,E3_SITE_02,-76.9652048016967,0.0470904647955688
0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,10,E3_SITE_16_SEC_1,E3_SITE_16,-80.76540097668342,0.019629686314858195
0.1,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,1,E3_SITE_18_SEC_1,E3_SITE_18,-96.8686421724374,0.24594002072933152
0.1,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,2,E3_SITE_04_SEC_1,E3_SITE_04,-99.76462403496876,0.12624989309790555
0.1,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,3,E3_SITE_11_SEC_1,E3_SITE_11,-100.2471748485562,0.11297333194893977
0.1,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,4,E3_SITE_19_SEC_1,E3_SITE_19,-100.87590760174076,0.09774682562484197
0.1,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,5,E3_SITE_13_SEC_1,E3_SITE_13,-100.93218387905303,0.09648838440010189
0.1,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,6,E3_SITE_15_SEC_1,E3_SITE_15,-101.88419675762742,0.07749501145265932
0.1,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,7,E3_SITE_07_SEC_1,E3_SITE_07,-102.50872091142057,0.06711526841498605
0.1,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,8,E3_SITE_01_SEC_1,E3_SITE_01,-103.51402213028793,0.053246517596788334
0.1,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,9,E3_SITE_02_SEC_1,E3_SITE_02,-104.0476044548152,0.0470904647955688
0.1,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,10,E3_SITE_16_SEC_1,E3_SITE_16,-107.84780062980192,0.019629686314858154
0.1,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,1,E3_SITE_18_SEC_1,E3_SITE_18,-93.8686421724374,0.2459400207293318
0.1,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,2,E3_SITE_04_SEC_1,E3_SITE_04,-96.76462403496876,0.12624989309790569
0.1,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,3,E3_SITE_11_SEC_1,E3_SITE_11,-97.2471748485562,0.11297333194893944
0.1,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,4,E3_SITE_19_SEC_1,E3_SITE_19,-97.87590760174076,0.09774682562484208
0.1,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,5,E3_SITE_13_SEC_1,E3_SITE_13,-97.93218387905303,0.09648838440010199
0.1,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,6,E3_SITE_15_SEC_1,E3_SITE_15,-98.88419675762742,0.07749501145265908
0.1,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,7,E3_SITE_07_SEC_1,E3_SITE_07,-99.50872091142057,0.06711526841498612
0.1,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,8,E3_SITE_01_SEC_1,E3_SITE_01,-100.51402213028793,0.0532465175967884
0.1,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,9,E3_SITE_02_SEC_1,E3_SITE_02,-101.0476044548152,0.047090464795568665
0.1,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,10,E3_SITE_16_SEC_1,E3_SITE_16,-104.84780062980192,0.019629686314858178
0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,1,E3_SITE_18_SEC_3,E3_SITE_18,-104.05186952017615,0.08393657462615096
0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,2,E3_SITE_18_SEC_2,E3_SITE_18,-104.05186952017615,0.08393657462615096
0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,3,E3_SITE_18_SEC_1,E3_SITE_18,-104.05186952017615,0.08393657462615096
0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,4,E3_SITE_04_SEC_2,E3_SITE_04,-107.12539632173642,0.041361717296453895
0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,5,E3_SITE_04_SEC_1,E3_SITE_04,-107.12539632173642,0.041361717296453895
0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,6,E3_SITE_04_SEC_3,E3_SITE_04,-107.12539632173642,0.041361717296453895
0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,7,E3_SITE_11_SEC_2,E3_SITE_11,-107.70205142837136,0.03621871610911131
0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,8,E3_SITE_11_SEC_3,E3_SITE_11,-107.70205142837136,0.03621871610911131
0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,9,E3_SITE_11_SEC_1,E3_SITE_11,-107.70205142837136,0.03621871610911131
0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,10,E3_SITE_13_SEC_1,E3_SITE_13,-107.92756839657044,0.0343859758986879
0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,1,E3_SITE_18_SEC_3,E3_SITE_18,-101.05186952017615,0.08393657462615109
0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,2,E3_SITE_18_SEC_2,E3_SITE_18,-101.05186952017615,0.08393657462615109
0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,3,E3_SITE_18_SEC_1,E3_SITE_18,-101.05186952017615,0.08393657462615109
0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,4,E3_SITE_04_SEC_2,E3_SITE_04,-104.12539632173642,0.04136171729645379
0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,5,E3_SITE_04_SEC_1,E3_SITE_04,-104.12539632173642,0.04136171729645379
0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,6,E3_SITE_04_SEC_3,E3_SITE_04,-104.12539632173642,0.04136171729645379
0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,7,E3_SITE_11_SEC_2,E3_SITE_11,-104.70205142837136,0.036218716109111364
0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,8,E3_SITE_11_SEC_3,E3_SITE_11,-104.70205142837136,0.036218716109111364
0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,9,E3_SITE_11_SEC_1,E3_SITE_11,-104.70205142837136,0.036218716109111364
0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,10,E3_SITE_13_SEC_1,E3_SITE_13,-104.92756839657044,0.034385975898687804
0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,1,E3_SITE_18_SEC_1,E3_SITE_18,-72.7862425193189,0.24594002072933205
0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,2,E3_SITE_04_SEC_1,E3_SITE_04,-75.68222438185026,0.12624989309790557
0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,3,E3_SITE_11_SEC_1,E3_SITE_11,-76.1647751954377,0.1129733319489398
0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,4,E3_SITE_19_SEC_1,E3_SITE_19,-76.79350794862228,0.09774682562484178
0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,5,E3_SITE_13_SEC_1,E3_SITE_13,-76.84978422593453,0.0964883844001019
0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,6,E3_SITE_15_SEC_1,E3_SITE_15,-77.80179710450892,0.07749501145265916
0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,7,E3_SITE_07_SEC_1,E3_SITE_07,-78.42632125830208,0.06711526841498579
0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,8,E3_SITE_01_SEC_1,E3_SITE_01,-79.43162247716944,0.05324651759678824
0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,9,E3_SITE_02_SEC_1,E3_SITE_02,-79.9652048016967,0.04709046479556881
0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,10,E3_SITE_16_SEC_1,E3_SITE_16,-83.76540097668342,0.01962968631485816
0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,1,E3_SITE_18_SEC_1,E3_SITE_18,-69.7862425193189,0.24594002072933202
