site_id,coast_distance_km,polarization_code,polarization_label,time_percentage,baseline_basic_loss_db,troposcatter_suppressed_basic_loss_db,troposcatter_contribution_delta_db
E3_SITE_16,50,2,V,50,117.856284606679,117.856284606723,4.38831193605438e-11
E3_SITE_16,50,2,V,20,117.608220398658,117.608220399108,4.49844606009719e-10
E3_SITE_16,50,2,V,10,117.478426766875,117.478426768254,1.3794902997688e-09
E3_SITE_16,50,2,V,1,116.951732388245,116.951732412777,2.45315021629722e-08
E3_SITE_16,50,2,V,0.1,116.419320055812,116.419320308958,2.53145572060021e-07
E3_SITE_16,50,2,V,0.01,115.886906227883,115.886908205139,1.97725560724393e-06
E3_SITE_16,50,2,V,0.005,115.726632659068,115.726636191835,3.53276651310352e-06
E3_SITE_16,200,1,H,50,117.856284606679,117.856284606723,4.38831193605438e-11
E3_SITE_16,200,1,H,20,117.608220398658,117.608220399108,4.49844606009719e-10
E3_SITE_16,200,1,H,10,117.478426766875,117.478426768254,1.3794902997688e-09
E3_SITE_16,200,1,H,1,116.951732388245,116.951732412777,2.45315021629722e-08
E3_SITE_16,200,1,H,0.1,116.419320055812,116.419320308958,2.53145572060021e-07
E3_SITE_16,200,1,H,0.01,115.886906227883,115.886908205139,1.97725560724393e-06
E3_SITE_16,200,1,H,0.005,115.726632659068,115.726636191835,3.53276651310352e-06
E3_SITE_16,200,2,V,50,117.856284606679,117.856284606723,4.38831193605438e-11
E3_SITE_16,200,2,V,20,117.608220398658,117.608220399108,4.49844606009719e-10
E3_SITE_16,200,2,V,10,117.478426766875,117.478426768254,1.3794902997688e-09
E3_SITE_16,200,2,V,1,116.951732388245,116.951732412777,2.45315021629722e-08
E3_SITE_16,200,2,V,0.1,116.419320055812,116.419320308958,2.53145572060021e-07
E3_SITE_16,200,2,V,0.01,115.886906227883,115.886908205139,1.97725560724393e-06
E3_SITE_16,200,2,V,0.005,115.726632659068,115.726636191835,3.53276651310352e-06
E3_SITE_17,5,1,H,50,162.183591456292,162.183591456658,3.66298991139047e-10
E3_SITE_17,5,1,H,20,161.940123993172,161.940123996933,3.76110165234422e-09
E3_SITE_17,5,1,H,10,161.757739594946,161.757739606194,1.12481188807578e-08
E3_SITE_17,5,1,H,1,161.164725964078,161.164726158071,1.93992690356026e-07
E3_SITE_17,5,1,H,0.1,160.572207459625,160.572209406851,1.94722582591567e-06
E3_SITE_17,5,1,H,0.01,159.979677861568,159.979692655631,1.47940628494325e-05
E3_SITE_17,5,1,H,0.005,159.801301127382,159.80132734058,2.62131982822211e-05
E3_SITE_17,5,2,V,50,162.183591456292,162.183591456658,3.66298991139047e-10
E3_SITE_17,5,2,V,20,161.940123993172,161.940123996933,3.76110165234422e-09
E3_SITE_17,5,2,V,10,161.757739594946,161.757739606194,1.12481188807578e-08
E3_SITE_17,5,2,V,1,161.164725964078,161.164726158071,1.93992690356026e-07
E3_SITE_17,5,2,V,0.1,160.572207459625,160.572209406851,1.94722582591567e-06
E3_SITE_17,5,2,V,0.01,159.979677861568,159.979692655631,1.47940628494325e-05
E3_SITE_17,5,2,V,0.005,159.801301127382,159.80132734058,2.62131982822211e-05
E3_SITE_17,50,1,H,50,162.183591456292,162.183591456658,3.66298991139047e-10
E3_SITE_17,50,1,H,20,161.940123993172,161.940123996933,3.76110165234422e-09
E3_SITE_17,50,1,H,10,161.757739594946,161.757739606194,1.12481188807578e-08
E3_SITE_17,50,1,H,1,161.164725964078,161.164726158071,1.93992690356026e-07
E3_SITE_17,50,1,H,0.1,160.572207459625,160.572209406851,1.94722582591567e-06
E3_SITE_17,50,1,H,0.01,159.979677861568,159.979692655631,1.47940628494325e-05
E3_SITE_17,50,1,H,0.005,159.801301127382,159.80132734058,2.62131982822211e-05
E3_SITE_17,50,2,V,50,162.183591456292,162.183591456658,3.66298991139047e-10
E3_SITE_17,50,2,V,20,161.940123993172,161.940123996933,3.76110165234422e-09
E3_SITE_17,50,2,V,10,161.757739594946,161.757739606194,1.12481188807578e-08
E3_SITE_17,50,2,V,1,161.164725964078,161.164726158071,1.93992690356026e-07
E3_SITE_17,50,2,V,0.1,160.572207459625,160.572209406851,1.94722582591567e-06
E3_SITE_17,50,2,V,0.01,159.979677861568,159.979692655631,1.47940628494325e-05
E3_SITE_17,50,2,V,0.005,159.801301127382,159.80132734058,2.62131982822211e-05
E3_SITE_17,200,1,H,50,162.183591456292,162.183591456658,3.66298991139047e-10
E3_SITE_17,200,1,H,20,161.940123993172,161.940123996933,3.76110165234422e-09
E3_SITE_17,200,1,H,10,161.757739594946,161.757739606194,1.12481188807578e-08
E3_SITE_17,200,1,H,1,161.164725964078,161.164726158071,1.93992690356026e-07
E3_SITE_17,200,1,H,0.1,160.572207459625,160.572209406851,1.94722582591567e-06
E3_SITE_17,200,1,H,0.01,159.979677861568,159.979692655631,1.47940628494325e-05
E3_SITE_17,200,1,H,0.005,159.801301127382,159.80132734058,2.62131982822211e-05
E3_SITE_17,200,2,V,50,162.183591456292,162.183591456658,3.66298991139047e-10
E3_SITE_17,200,2,V,20,161.940123993172,161.940123996933,3.76110165234422e-09
E3_SITE_17,200,2,V,10,161.757739594946,161.757739606194,1.12481188807578e-08
E3_SITE_17,200,2,V,1,161.164725964078,161.164726158071,1.93992690356026e-07
E3_SITE_17,200,2,V,0.1,160.572207459625,160.572209406851,1.94722582591567e-06
E3_SITE_17,200,2,V,0.01,159.979677861568,159.979692655631,1.47940628494325e-05
E3_SITE_17,200,2,V,0.005,159.801301127382,159.80132734058,2.62131982822211e-05
E3_SITE_18,5,1,H,50,117.863252559341,117.863252559385,4.40678604718414e-11
E3_SITE_18,5,1,H,20,117.615188351318,117.61518835177,4.51919390798139e-10
E3_SITE_18,5,1,H,10,117.485394719533,117.485394720917,1.38349776079849e-09
E3_SITE_18,5,1,H,1,116.958700340829,116.958700365438,2.46093065925379e-08
E3_SITE_18,5,1,H,0.1,116.426288007663,116.426288261619,2.53956130791266e-07
E3_SITE_18,5,1,H,0.01,115.89387417421,115.8938761578,1.9835899820464e-06
E3_SITE_18,5,1,H,0.005,115.73360060041,115.733604144496,3.54408582836641e-06
E3_SITE_18,5,2,V,50,117.863252559341,117.863252559385,4.40678604718414e-11
E3_SITE_18,5,2,V,20,117.615188351318,117.61518835177,4.51919390798139e-10
E3_SITE_18,5,2,V,10,117.485394719533,117.485394720917,1.38349776079849e-09
E3_SITE_18,5,2,V,1,116.958700340829,116.958700365438,2.46093065925379e-08
E3_SITE_18,5,2,V,0.1,116.426288007663,116.426288261619,2.53956130791266e-07
E3_SITE_18,5,2,V,0.01,115.89387417421,115.8938761578,1.9835899820464e-06
E3_SITE_18,5,2,V,0.005,115.73360060041,115.733604144496,3.54408582836641e-06
E3_SITE_18,50,1,H,50,117.863252559341,117.863252559385,4.40678604718414e-11
E3_SITE_18,50,1,H,20,117.615188351318,117.61518835177,4.51919390798139e-10
E3_SITE_18,50,1,H,10,117.485394719533,117.485394720917,1.38349776079849e-09
E3_SITE_18,50,1,H,1,116.958700340829,116.958700365438,2.46093065925379e-08
E3_SITE_18,50,1,H,0.1,116.426288007663,116.426288261619,2.53956130791266e-07
E3_SITE_18,50,1,H,0.01,115.89387417421,115.8938761578,1.9835899820464e-06
E3_SITE_18,50,1,H,0.005,115.73360060041,115.733604144496,3.54408582836641e-06
E3_SITE_18,50,2,V,50,117.863252559341,117.863252559385,4.40678604718414e-11
E3_SITE_18,50,2,V,20,117.615188351318,117.61518835177,4.51919390798139e-10
E3_SITE_18,50,2,V,10,117.485394719533,117.485394720917,1.38349776079849e-09
E3_SITE_18,50,2,V,1,116.958700340829,116.958700365438,2.46093065925379e-08
E3_SITE_18,50,2,V,0.1,116.426288007663,116.426288261619,2.53956130791266e-07
E3_SITE_18,50,2,V,0.01,115.89387417421,115.8938761578,1.9835899820464e-06
E3_SITE_18,50,2,V,0.005,115.73360060041,115.733604144496,3.54408582836641e-06
E3_SITE_18,200,1,H,50,117.863252559341,117.863252559385,4.40678604718414e-11
E3_SITE_18,200,1,H,20,117.615188351318,117.61518835177,4.51919390798139e-10
E3_SITE_18,200,1,H,10,117.485394719533,117.485394720917,1.38349776079849e-09
E3_SITE_18,200,1,H,1,116.958700340829,116.958700365438,2.46093065925379e-08
E3_SITE_18,200,1,H,0.1,116.426288007663,116.426288261619,2.53956130791266e-07
E3_SITE_18,200,1,H,0.01,115.89387417421,115.8938761578,1.9835899820464e-06
E3_SITE_18,200,1,H,0.005,115.73360060041,115.733604144496,3.54408582836641e-06
E3_SITE_18,200,2,V,50,117.863252559341,117.863252559385,4.40678604718414e-11
E3_SITE_18,200,2,V,20,117.615188351318,117.61518835177,4.51919390798139e-10
E3_SITE_18,200,2,V,10,117.485394719533,117.485394720917,1.38349776079849e-09
E3_SITE_18,200,2,V,1,116.958700340829,116.958700365438,2.46093065925379e-08
E3_SITE_18,200,2,V,0.1,116.426288007663,116.426288261619,2.53956130791266e-07
E3_SITE_18,200,2,V,0.01,115.89387417421,115.8938761578,1.9835899820464e-06
E3_SITE_18,200,2,V,0.005,115.73360060041,115.733604144496,3.54408582836641e-06
E3_SITE_19,5,1,H,50,116.68059257543,116.680592575474,4.44941861132975e-11
E3_SITE_19,5,1,H,20,116.461273131842,116.461273132299,4.57376359008776e-10
E3_SITE_19,5,1,H,10,116.346519506734,116.346519508147,1.41251632612693e-09
E3_SITE_19,5,1,H,1,115.879867915596,115.879867941422,2.58258978647063e-08
E3_SITE_19,5,1,H,0.1,115.408567625315,115.408567899425,2.74109893894092e-07
E3_SITE_19,5,1,H,0.01,114.937265655311,114.937267857428,2.20211694568206e-06
E3_SITE_19,5,1,H,0.005,114.795388439828,114.795392407829,3.96800113833251e-06
E3_SITE_19,5,2,V,50,116.68059257543,116.680592575474,4.44941861132975e-11
E3_SITE_19,5,2,V,20,116.461273131842,116.461273132299,4.57376359008776e-10
E3_SITE_19,5,2,V,10,116.346519506734,116.346519508147,1.41251632612693e-09
E3_SITE_19,5,2,V,1,115.879867915596,115.879867941422,2.58258978647063e-08
E3_SITE_19,5,2,V,0.1,115.408567625315,115.408567899425,2.74109893894092e-07
E3_SITE_19,5,2,V,0.01,114.937265655311,114.937267857428,2.20211694568206e-06
E3_SITE_19,5,2,V,0.005,114.795388439828,114.795392407829,3.96800113833251e-06
E3_SITE_19,50,1,H,50,116.68059257543,116.680592575474,4.44941861132975e-11
E3_SITE_19,50,1,H,20,116.461273131842,116.461273132299,4.57376359008776e-10
E3_SITE_19,50,1,H,10,116.346519506734,116.346519508147,1.41251632612693e-09
E3_SITE_19,50,1,H,1,115.879867915596,115.879867941422,2.58258978647063e-08
E3_SITE_19,50,1,H,0.1,115.408567625315,115.408567899425,2.74109893894092e-07
E3_SITE_19,50,1,H,0.01,114.937265655311,114.937267857428,2.20211694568206e-06
E3_SITE_19,50,1,H,0.005,114.795388439828,114.795392407829,3.96800113833251e-06
E3_SITE_19,50,2,V,50,116.68059257543,116.680592575474,4.44941861132975e-11
E3_SITE_19,50,2,V,20,116.461273131842,116.461273132299,4.57376359008776e-10
E3_SITE_19,50,2,V,10,116.346519506734,116.346519508147,1.41251632612693e-09
E3_SITE_19,50,2,V,1,115.879867915596,115.879867941422,2.58258978647063e-08
E3_SITE_19,50,2,V,0.1,115.408567625315,115.408567899425,2.74109893894092e-07
E3_SITE_19,50,2,V,0.01,114.937265655311,114.937267857428,2.20211694568206e-06
E3_SITE_19,50,2,V,0.005,114.795388439828,114.795392407829,3.96800113833251e-06
E3_SITE_19,200,1,H,50,116.68059257543,116.680592575474,4.44941861132975e-11
E3_SITE_19,200,1,H,20,116.461273131842,116.461273132299,4.57376359008776e-10
E3_SITE_19,200,1,H,10,116.346519506734,116.346519508147,1.41251632612693e-09
E3_SITE_19,200,1,H,1,115.879867915596,115.879867941422,2.58258978647063e-08
E3_SITE_19,200,1,H,0.1,115.408567625315,115.408567899425,2.74109893894092e-07
E3_SITE_19,200,1,H,0.01,114.937265655311,114.937267857428,2.20211694568206e-06
E3_SITE_19,200,1,H,0.005,114.795388439828,114.795392407829,3.96800113833251e-06
E3_SITE_19,200,2,V,50,116.68059257543,116.680592575474,4.44941861132975e-11
E3_SITE_19,200,2,V,20,116.461273131842,116.461273132299,4.57376359008776e-10
E3_SITE_19,200,2,V,10,116.346519506734,116.346519508147,1.41251632612693e-09
E3_SITE_19,200,2,V,1,115.879867915596,115.879867941422,2.58258978647063e-08
E3_SITE_19,200,2,V,0.1,115.408567625315,115.408567899425,2.74109893894092e-07
E3_SITE_19,200,2,V,0.01,114.937265655311,114.937267857428,2.20211694568206e-06
E3_SITE_19,200,2,V,0.005,114.795388439828,114.795392407829,3.96800113833251e-06
