site_id,coast_distance_km,polarization_code,polarization_label,time_percentage,baseline_basic_loss_db,troposcatter_suppressed_basic_loss_db,troposcatter_contribution_delta_db
E3_SITE_04,5,1,H,10,120.468775558849,120.468775560148,1.29854527131101e-09
E3_SITE_04,5,1,H,1,119.751921141385,119.75192116254,2.11553299322986e-08
E3_SITE_04,5,1,H,0.1,119.025104704534,119.025104904143,1.99609402784517e-07
E3_SITE_04,5,1,H,0.01,118.298287220162,118.298288645746,1.42558450022534e-06
E3_SITE_04,5,1,H,0.005,118.079492671266,118.079495150633,2.47936674213634e-06
E3_SITE_04,5,2,V,50,120.986760183645,120.986760183689,4.42668124378542e-11
E3_SITE_04,5,2,V,20,120.646702542222,120.646702542656,4.33558966506098e-10
E3_SITE_04,5,2,V,10,120.468775558849,120.468775560148,1.29854527131101e-09
E3_SITE_04,5,2,V,1,119.751921141385,119.75192116254,2.11553299322986e-08
E3_SITE_04,5,2,V,0.1,119.025104704534,119.025104904143,1.99609402784517e-07
E3_SITE_04,5,2,V,0.01,118.298287220162,118.298288645746,1.42558450022534e-06
E3_SITE_04,5,2,V,0.005,118.079492671266,118.079495150633,2.47936674213634e-06
E3_SITE_04,50,1,H,50,120.986760183645,120.986760183689,4.42668124378542e-11
E3_SITE_04,50,1,H,20,120.646702542222,120.646702542656,4.33558966506098e-10
E3_SITE_04,50,1,H,10,120.468775558849,120.468775560148,1.29854527131101e-09
E3_SITE_04,50,1,H,1,119.751921141385,119.75192116254,2.11553299322986e-08
E3_SITE_04,50,1,H,0.1,119.025104704534,119.025104904143,1.99609402784517e-07
E3_SITE_04,50,1,H,0.01,118.298287220162,118.298288645746,1.42558450022534e-06
E3_SITE_04,50,1,H,0.005,118.079492671266,118.079495150633,2.47936674213634e-06
E3_SITE_04,50,2,V,50,120.986760183645,120.986760183689,4.42668124378542e-11
E3_SITE_04,50,2,V,20,120.646702542222,120.646702542656,4.33558966506098e-10
E3_SITE_04,50,2,V,10,120.468775558849,120.468775560148,1.29854527131101e-09
E3_SITE_04,50,2,V,1,119.751921141385,119.75192116254,2.11553299322986e-08
E3_SITE_04,50,2,V,0.1,119.025104704534,119.025104904143,1.99609402784517e-07
E3_SITE_04,50,2,V,0.01,118.298287220162,118.298288645746,1.42558450022534e-06
E3_SITE_04,50,2,V,0.005,118.079492671266,118.079495150633,2.47936674213634e-06
E3_SITE_04,200,1,H,50,120.986760183645,120.986760183689,4.42668124378542e-11
E3_SITE_04,200,1,H,20,120.646702542222,120.646702542656,4.33558966506098e-10
E3_SITE_04,200,1,H,10,120.468775558849,120.468775560148,1.29854527131101e-09
E3_SITE_04,200,1,H,1,119.751921141385,119.75192116254,2.11553299322986e-08
E3_SITE_04,200,1,H,0.1,119.025104704534,119.025104904143,1.99609402784517e-07
E3_SITE_04,200,1,H,0.01,118.298287220162,118.298288645746,1.42558450022534e-06
E3_SITE_04,200,1,H,0.005,118.079492671266,118.079495150633,2.47936674213634e-06
E3_SITE_04,200,2,V,50,120.986760183645,120.986760183689,4.42668124378542e-11
E3_SITE_04,200,2,V,20,120.646702542222,120.646702542656,4.33558966506098e-10
E3_SITE_04,200,2,V,10,120.468775558849,120.468775560148,1.29854527131101e-09
E3_SITE_04,200,2,V,1,119.751921141385,119.75192116254,2.11553299322986e-08
E3_SITE_04,200,2,V,0.1,119.025104704534,119.025104904143,1.99609402784517e-07
E3_SITE_04,200,2,V,0.01,118.298287220162,118.298288645746,1.42558450022534e-06
E3_SITE_04,200,2,V,0.005,118.079492671266,118.079495150633,2.47936674213634e-06
E3_SITE_05,5,1,H,50,119.553041472872,119.553041472916,4.37125891039614e-11
E3_SITE_05,5,1,H,20,119.25805963397,119.258059634411,4.40920189248573e-10
E3_SITE_05,5,1,H,10,119.103717480197,119.103717481533,1.3357350781007e-09
E3_SITE_05,5,1,H,1,118.479644933581,118.479644956285,2.27041141442896e-08
E3_SITE_05,5,1,H,0.1,117.847852226218,117.84785245003,2.23812236299636e-07
E3_SITE_05,5,1,H,0.01,117.216058273836,117.216059943775,1.66993935124538e-06
E3_SITE_05,5,1,H,0.005,117.025868505497,117.025871448357,2.94285990776189e-06
E3_SITE_05,5,2,V,50,119.553041472872,119.553041472916,4.37125891039614e-11
E3_SITE_05,5,2,V,20,119.25805963397,119.258059634411,4.40920189248573e-10
E3_SITE_05,5,2,V,10,119.103717480197,119.103717481533,1.3357350781007e-09
E3_SITE_05,5,2,V,1,118.479644933581,118.479644956285,2.27041141442896e-08
E3_SITE_05,5,2,V,0.1,117.847852226218,117.84785245003,2.23812236299636e-07
E3_SITE_05,5,2,V,0.01,117.216058273836,117.216059943775,1.66993935124538e-06
E3_SITE_05,5,2,V,0.005,117.025868505497,117.025871448357,2.94285990776189e-06
E3_SITE_05,50,1,H,50,119.553041472872,119.553041472916,4.37125891039614e-11
E3_SITE_05,50,1,H,20,119.25805963397,119.258059634411,4.40920189248573e-10
E3_SITE_05,50,1,H,10,119.103717480197,119.103717481533,1.3357350781007e-09
E3_SITE_05,50,1,H,1,118.479644933581,118.479644956285,2.27041141442896e-08
E3_SITE_05,50,1,H,0.1,117.847852226218,117.84785245003,2.23812236299636e-07
E3_SITE_05,50,1,H,0.01,117.216058273836,117.216059943775,1.66993935124538e-06
E3_SITE_05,50,1,H,0.005,117.025868505497,117.025871448357,2.94285990776189e-06
E3_SITE_05,50,2,V,50,119.553041472872,119.553041472916,4.37125891039614e-11
E3_SITE_05,50,2,V,20,119.25805963397,119.258059634411,4.40920189248573e-10
E3_SITE_05,50,2,V,10,119.103717480197,119.103717481533,1.3357350781007e-09
E3_SITE_05,50,2,V,1,118.479644933581,118.479644956285,2.27041141442896e-08
E3_SITE_05,50,2,V,0.1,117.847852226218,117.84785245003,2.23812236299636e-07
E3_SITE_05,50,2,V,0.01,117.216058273836,117.216059943775,1.66993935124538e-06
E3_SITE_05,50,2,V,0.005,117.025868505497,117.025871448357,2.94285990776189e-06
E3_SITE_05,200,1,H,50,119.553041472872,119.553041472916,4.37125891039614e-11
E3_SITE_05,200,1,H,20,119.25805963397,119.258059634411,4.40920189248573e-10
E3_SITE_05,200,1,H,10,119.103717480197,119.103717481533,1.3357350781007e-09
E3_SITE_05,200,1,H,1,118.479644933581,118.479644956285,2.27041141442896e-08
E3_SITE_05,200,1,H,0.1,117.847852226218,117.84785245003,2.23812236299636e-07
E3_SITE_05,200,1,H,0.01,117.216058273836,117.216059943775,1.66993935124538e-06
E3_SITE_05,200,1,H,0.005,117.025868505497,117.025871448357,2.94285990776189e-06
E3_SITE_05,200,2,V,50,119.553041472872,119.553041472916,4.37125891039614e-11
E3_SITE_05,200,2,V,20,119.25805963397,119.258059634411,4.40920189248573e-10
E3_SITE_05,200,2,V,10,119.103717480197,119.103717481533,1.3357350781007e-09
E3_SITE_05,200,2,V,1,118.479644933581,118.479644956285,2.27041141442896e-08
E3_SITE_05,200,2,V,0.1,117.847852226218,117.84785245003,2.23812236299636e-07
E3_SITE_05,200,2,V,0.01,117.216058273836,117.216059943775,1.66993935124538e-06
E3_SITE_05,200,2,V,0.005,117.025868505497,117.025871448357,2.94285990776189e-06
E3_SITE_06,5,1,H,50,148.129891813519,148.129893020443,1.20692388350108e-06
E3_SITE_06,5,1,H,20,147.83223734013,147.83224941686,1.20767302291824e-05
E3_SITE_06,5,1,H,10,147.617837594791,147.617873186103,3.55913115868134e-05
E3_SITE_06,5,1,H,1,146.721561998653,146.722095901565,0.000533902911712403
E3_SITE_06,5,1,H,0.1,145.955863573052,145.960816917873,0.00495334482130261
E3_SITE_06,5,1,H,0.01,145.243630754634,145.279499360447,0.0358686058129081
E3_SITE_06,5,1,H,0.005,145.014125957979,145.076581205283,0.0624552473036317
E3_SITE_06,5,2,V,50,148.129891813519,148.129893020443,1.20692388350108e-06
E3_SITE_06,5,2,V,20,147.83223734013,147.83224941686,1.20767302291824e-05
E3_SITE_06,5,2,V,10,147.617837594791,147.617873186103,3.55913115868134e-05
E3_SITE_06,5,2,V,1,146.721561998653,146.722095901565,0.000533902911712403
E3_SITE_06,5,2,V,0.1,145.955863573052,145.960816917873,0.00495334482130261
E3_SITE_06,5,2,V,0.01,145.243630754634,145.279499360447,0.0358686058129081
E3_SITE_06,5,2,V,0.005,145.014125957979,145.076581205283,0.0624552473036317
E3_SITE_06,50,1,H,50,148.129891813519,148.129893020443,1.20692388350108e-06
E3_SITE_06,50,1,H,20,147.83223734013,147.83224941686,1.20767302291824e-05
E3_SITE_06,50,1,H,10,147.617837594791,147.617873186103,3.55913115868134e-05
E3_SITE_06,50,1,H,1,146.721561998653,146.722095901565,0.000533902911712403
E3_SITE_06,50,1,H,0.1,145.955863573052,145.960816917873,0.00495334482130261
E3_SITE_06,50,1,H,0.01,145.243630754634,145.279499360447,0.0358686058129081
E3_SITE_06,50,1,H,0.005,145.014125957979,145.076581205283,0.0624552473036317
E3_SITE_06,50,2,V,50,148.129891813519,148.129893020443,1.20692388350108e-06
E3_SITE_06,50,2,V,20,147.83223734013,147.83224941686,1.20767302291824e-05
E3_SITE_06,50,2,V,10,147.617837594791,147.617873186103,3.55913115868134e-05
E3_SITE_06,50,2,V,1,146.721561998653,146.722095901565,0.000533902911712403
E3_SITE_06,50,2,V,0.1,145.955863573052,145.960816917873,0.00495334482130261
E3_SITE_06,50,2,V,0.01,145.243630754634,145.279499360447,0.0358686058129081
E3_SITE_06,50,2,V,0.005,145.014125957979,145.076581205283,0.0624552473036317
E3_SITE_06,200,1,H,50,148.129891813519,148.129893020443,1.20692388350108e-06
E3_SITE_06,200,1,H,20,147.83223734013,147.83224941686,1.20767302291824e-05
E3_SITE_06,200,1,H,10,147.617837594791,147.617873186103,3.55913115868134e-05
E3_SITE_06,200,1,H,1,146.721561998653,146.722095901565,0.000533902911712403
E3_SITE_06,200,1,H,0.1,145.955863573052,145.960816917873,0.00495334482130261
E3_SITE_06,200,1,H,0.01,145.243630754634,145.279499360447,0.0358686058129081
E3_SITE_06,200,1,H,0.005,145.014125957979,145.076581205283,0.0624552473036317
E3_SITE_06,200,2,V,50,148.129891813519,148.129893020443,1.20692388350108e-06
E3_SITE_06,200,2,V,20,147.83223734013,147.83224941686,1.20767302291824e-05
E3_SITE_06,200,2,V,10,147.617837594791,147.617873186103,3.55913115868134e-05
E3_SITE_06,200,2,V,1,146.721561998653,146.722095901565,0.000533902911712403
E3_SITE_06,200,2,V,0.1,145.955863573052,145.960816917873,0.00495334482130261
E3_SITE_06,200,2,V,0.01,145.243630754634,145.279499360447,0.0358686058129081
E3_SITE_06,200,2,V,0.005,145.014125957979,145.076581205283,0.0624552473036317
E3_SITE_07,5,1,H,50,118.624160440472,118.624160440516,4.38689085058286e-11
E3_SITE_07,5,1,H,20,118.355962032326,118.355962032774,4.47897718913737e-10
E3_SITE_07,5,1,H,10,118.215633664553,118.215633665918,1.36543576445547e-09
E3_SITE_07,5,1,H,1,117.647052247301,117.64705227112,2.38186004253294e-08
E3_SITE_07,5,1,H,0.1,117.071934066102,117.071934307105,2.41003263568018e-07
E3_SITE_07,5,1,H,0.01,116.496814497332,116.496816343091,1.84575891637451e-06
E3_SITE_07,5,1,H,0.005,116.323685306522,116.323688584877,3.2783554075877e-06
E3_SITE_07,5,2,V,50,118.624160440472,118.624160440516,4.38689085058286e-11
E3_SITE_07,5,2,V,20,118.355962032326,118.355962032774,4.47897718913737e-10
E3_SITE_07,5,2,V,10,118.215633664553,118.215633665918,1.36543576445547e-09
E3_SITE_07,5,2,V,1,117.647052247301,117.64705227112,2.38186004253294e-08
E3_SITE_07,5,2,V,0.1,117.071934066102,117.071934307105,2.41003263568018e-07
E3_SITE_07,5,2,V,0.01,116.496814497332,116.496816343091,1.84575891637451e-06
E3_SITE_07,5,2,V,0.005,116.323685306522,116.323688584877,3.2783554075877e-06
E3_SITE_07,50,1,H,50,118.624160440472,118.624160440516,4.38689085058286e-11
E3_SITE_07,50,1,H,20,118.355962032326,118.355962032774,4.47897718913737e-10
E3_SITE_07,50,1,H,10,118.215633664553,118.215633665918,1.36543576445547e-09
E3_SITE_07,50,1,H,1,117.647052247301,117.64705227112,2.38186004253294e-08
E3_SITE_07,50,1,H,0.1,117.071934066102,117.071934307105,2.41003263568018e-07
E3_SITE_07,50,1,H,0.01,116.496814497332,116.496816343091,1.84575891637451e-06
E3_SITE_07,50,1,H,0.005,116.323685306522,116.323688584877,3.2783554075877e-06
E3_SITE_07,50,2,V,50,118.624160440472,118.624160440516,4.38689085058286e-11
E3_SITE_07,50,2,V,20,118.355962032326,118.355962032774,4.47897718913737e-10
E3_SITE_07,50,2,V,10,118.215633664553,118.215633665918,1.36543576445547e-09
E3_SITE_07,50,2,V,1,117.647052247301,117.64705227112,2.38186004253294e-08
E3_SITE_07,50,2,V,0.1,117.071934066102,117.071934307105,2.41003263568018e-07
E3_SITE_07,50,2,V,0.01,116.496814497332,116.496816343091,1.84575891637451e-06
E3_SITE_07,50,2,V,0.005,116.323685306522,116.323688584877,3.2783554075877e-06
E3_SITE_07,200,1,H,50,118.624160440472,118.624160440516,4.38689085058286e-11
E3_SITE_07,200,1,H,20,118.355962032326,118.355962032774,4.47897718913737e-10
E3_SITE_07,200,1,H,10,118.215633664553,118.215633665918,1.36543576445547e-09
E3_SITE_07,200,1,H,1,117.647052247301,117.64705227112,2.38186004253294e-08
E3_SITE_07,200,1,H,0.1,117.071934066102,117.071934307105,2.41003263568018e-07
E3_SITE_07,200,1,H,0.01,116.496814497332,116.496816343091,1.84575891637451e-06
E3_SITE_07,200,1,H,0.005,116.323685306522,116.323688584877,3.2783554075877e-06
E3_SITE_07,200,2,V,50,118.624160440472,118.624160440516,4.38689085058286e-11
E3_SITE_07,200,2,V,20,118.355962032326,118.355962032774,4.47897718913737e-10
E3_SITE_07,200,2,V,10,118.215633664553,118.215633665918,1.36543576445547e-09
E3_SITE_07,200,2,V,1,117.647052247301,117.64705227112,2.38186004253294e-08
E3_SITE_07,200,2,V,0.1,117.071934066102,117.071934307105,2.41003263568018e-07
E3_SITE_07,200,2,V,0.01,116.496814497332,116.496816343091,1.84575891637451e-06
E3_SITE_07,200,2,V,0.005,116.323685306522,116.323688584877,3.2783554075877e-06
E3_SITE_08,5,1,H,50,161.205387749133,161.205387824513,7.53797451125138e-08
E3_SITE_08,5,1,H,20,160.845147990486,160.845148723326,7.32839879447056e-07
E3_SITE_08,5,1,H,10,160.577100027834,160.577102134868,2.1070340778806e-06
E3_SITE_08,5,1,H,1,159.718239655707,159.718271809049,3.21533416354214e-05
E3_SITE_08,5,1,H,0.1,158.860818234626,158.861103928741,0.000285694115490287
E3_SITE_08,5,1,H,0.01,158.002015257879,158.003936048434,0.00192079055534577
E3_SITE_08,5,1,H,0.005,157.742623029016,157.745902805142,0.00327977612622021
E3_SITE_08,5,2,V,50,161.205387749133,161.205387824513,7.53797451125138e-08
E3_SITE_08,5,2,V,20,160.845147990486,160.845148723326,7.32839879447056e-07
E3_SITE_08,5,2,V,10,160.577100027834,160.577102134868,2.1070340778806e-06
E3_SITE_08,5,2,V,1,159.718239655707,159.718271809049,3.21533416354214e-05
E3_SITE_08,5,2,V,0.1,158.860818234626,158.861103928741,0.000285694115490287
E3_SITE_08,5,2,V,0.01,158.002015257879,158.003936048434,0.00192079055534577
E3_SITE_08,5,2,V,0.005,157.742623029016,157.745902805142,0.00327977612622021
E3_SITE_08,50,1,H,50,161.205387749133,161.205387824513,7.53797451125138e-08
E3_SITE_08,50,1,H,20,160.845147990486,160.845148723326,7.32839879447056e-07
E3_SITE_08,50,1,H,10,160.577100027834,160.577102134868,2.1070340778806e-06
E3_SITE_08,50,1,H,1,159.718239655707,159.718271809049,3.21533416354214e-05
E3_SITE_08,50,1,H,0.1,158.860818234626,158.861103928741,0.000285694115490287
E3_SITE_08,50,1,H,0.01,158.002015257879,158.003936048434,0.00192079055534577
E3_SITE_08,50,1,H,0.005,157.742623029016,157.745902805142,0.00327977612622021
E3_SITE_08,50,2,V,50,161.205387749133,161.205387824513,7.53797451125138e-08
E3_SITE_08,50,2,V,20,160.845147990486,160.845148723326,7.32839879447056e-07
E3_SITE_08,50,2,V,10,160.577100027834,160.577102134868,2.1070340778806e-06
E3_SITE_08,50,2,V,1,159.718239655707,159.718271809049,3.21533416354214e-05
E3_SITE_08,50,2,V,0.1,158.860818234626,158.861103928741,0.000285694115490287
E3_SITE_08,50,2,V,0.01,158.002015257879,158.003936048434,0.00192079055534577
E3_SITE_08,50,2,V,0.005,157.742623029016,157.745902805142,0.00327977612622021
E3_SITE_08,200,1,H,50,161.205387749133,161.205387824513,7.53797451125138e-08
E3_SITE_08,200,1,H,20,160.845147990486,160.845148723326,7.32839879447056e-07
E3_SITE_08,200,1,H,10,160.577100027834,160.577102134868,2.1070340778806e-06
