site_id,distance_km,coast_distance_km,polarization_code,polarization_label,time_percentage,basic_transmission_loss_db,path_gain_linear
E3_SITE_08,3.9999999999989,50,2,V,20,160.845147990486,8.23161786325808e-17
E3_SITE_08,3.9999999999989,50,2,V,10,160.577100027834,8.75568234865736e-17
E3_SITE_08,3.9999999999989,50,2,V,1,159.718239655707,1.06702853680263e-16
E3_SITE_08,3.9999999999989,50,2,V,0.1,158.860818234626,1.29992464202756e-16
E3_SITE_08,3.9999999999989,50,2,V,0.01,158.002015257879,1.58415792464335e-16
E3_SITE_08,3.9999999999989,50,2,V,0.005,157.742623029016,1.68165807526918e-16
E3_SITE_08,3.9999999999989,200,1,H,50,161.205387749133,7.57637086084717e-17
E3_SITE_08,3.9999999999989,200,1,H,20,160.845147990486,8.23161786325808e-17
E3_SITE_08,3.9999999999989,200,1,H,10,160.577100027834,8.75568234865736e-17
E3_SITE_08,3.9999999999989,200,1,H,1,159.718239655707,1.06702853680263e-16
E3_SITE_08,3.9999999999989,200,1,H,0.1,158.860818234626,1.29992464202756e-16
E3_SITE_08,3.9999999999989,200,1,H,0.01,158.002015257879,1.58415792464335e-16
E3_SITE_08,3.9999999999989,200,1,H,0.005,157.742623029016,1.68165807526918e-16
E3_SITE_08,3.9999999999989,200,2,V,50,161.205387749133,7.57637086084717e-17
E3_SITE_08,3.9999999999989,200,2,V,20,160.845147990486,8.23161786325808e-17
E3_SITE_08,3.9999999999989,200,2,V,10,160.577100027834,8.75568234865736e-17
E3_SITE_08,3.9999999999989,200,2,V,1,159.718239655707,1.06702853680263e-16
E3_SITE_08,3.9999999999989,200,2,V,0.1,158.860818234626,1.29992464202756e-16
E3_SITE_08,3.9999999999989,200,2,V,0.01,158.002015257879,1.58415792464335e-16
E3_SITE_08,3.9999999999989,200,2,V,0.005,157.742623029016,1.68165807526918e-16
E3_SITE_09,3.77491721763516,5,1,H,50,162.104202803347,6.15998592248427e-17
E3_SITE_09,3.77491721763516,5,1,H,20,161.76279988319,6.66377019481014e-17
E3_SITE_09,3.77491721763516,5,1,H,10,161.508290648165,7.06595610487568e-17
E3_SITE_09,3.77491721763516,5,1,H,1,160.689440756243,8.53209975333216e-17
E3_SITE_09,3.77491721763516,5,1,H,0.1,159.871801234057,1.02995885695513e-16
E3_SITE_09,3.77491721763516,5,1,H,0.01,159.053355578771,1.24355340823762e-16
E3_SITE_09,3.77491721763516,5,1,H,0.005,158.806466679556,1.31629530439169e-16
E3_SITE_09,3.77491721763516,5,2,V,50,162.104202803347,6.15998592248427e-17
E3_SITE_09,3.77491721763516,5,2,V,20,161.76279988319,6.66377019481014e-17
E3_SITE_09,3.77491721763516,5,2,V,10,161.508290648165,7.06595610487568e-17
E3_SITE_09,3.77491721763516,5,2,V,1,160.689440756243,8.53209975333216e-17
E3_SITE_09,3.77491721763516,5,2,V,0.1,159.871801234057,1.02995885695513e-16
E3_SITE_09,3.77491721763516,5,2,V,0.01,159.053355578771,1.24355340823762e-16
E3_SITE_09,3.77491721763516,5,2,V,0.005,158.806466679556,1.31629530439169e-16
E3_SITE_09,3.77491721763516,50,1,H,50,162.104202803347,6.15998592248427e-17
E3_SITE_09,3.77491721763516,50,1,H,20,161.76279988319,6.66377019481014e-17
E3_SITE_09,3.77491721763516,50,1,H,10,161.508290648165,7.06595610487568e-17
E3_SITE_09,3.77491721763516,50,1,H,1,160.689440756243,8.53209975333216e-17
E3_SITE_09,3.77491721763516,50,1,H,0.1,159.871801234057,1.02995885695513e-16
E3_SITE_09,3.77491721763516,50,1,H,0.01,159.053355578771,1.24355340823762e-16
E3_SITE_09,3.77491721763516,50,1,H,0.005,158.806466679556,1.31629530439169e-16
E3_SITE_09,3.77491721763516,50,2,V,50,162.104202803347,6.15998592248427e-17
E3_SITE_09,3.77491721763516,50,2,V,20,161.76279988319,6.66377019481014e-17
E3_SITE_09,3.77491721763516,50,2,V,10,161.508290648165,7.06595610487568e-17
E3_SITE_09,3.77491721763516,50,2,V,1,160.689440756243,8.53209975333216e-17
E3_SITE_09,3.77491721763516,50,2,V,0.1,159.871801234057,1.02995885695513e-16
E3_SITE_09,3.77491721763516,50,2,V,0.01,159.053355578771,1.24355340823762e-16
E3_SITE_09,3.77491721763516,50,2,V,0.005,158.806466679556,1.31629530439169e-16
E3_SITE_09,3.77491721763516,200,1,H,50,162.104202803347,6.15998592248427e-17
E3_SITE_09,3.77491721763516,200,1,H,20,161.76279988319,6.66377019481014e-17
E3_SITE_09,3.77491721763516,200,1,H,10,161.508290648165,7.06595610487568e-17
E3_SITE_09,3.77491721763516,200,1,H,1,160.689440756243,8.53209975333216e-17
E3_SITE_09,3.77491721763516,200,1,H,0.1,159.871801234057,1.02995885695513e-16
E3_SITE_09,3.77491721763516,200,1,H,0.01,159.053355578771,1.24355340823762e-16
E3_SITE_09,3.77491721763516,200,1,H,0.005,158.806466679556,1.31629530439169e-16
E3_SITE_09,3.77491721763516,200,2,V,50,162.104202803347,6.15998592248427e-17
E3_SITE_09,3.77491721763516,200,2,V,20,161.76279988319,6.66377019481014e-17
E3_SITE_09,3.77491721763516,200,2,V,10,161.508290648165,7.06595610487568e-17
E3_SITE_09,3.77491721763516,200,2,V,1,160.689440756243,8.53209975333216e-17
E3_SITE_09,3.77491721763516,200,2,V,0.1,159.871801234057,1.02995885695513e-16
E3_SITE_09,3.77491721763516,200,2,V,0.01,159.053355578771,1.24355340823762e-16
E3_SITE_09,3.77491721763516,200,2,V,0.005,158.806466679556,1.31629530439169e-16
E3_SITE_10,3.60555127546406,5,1,H,50,121.809563228571,6.59240191919542e-13
E3_SITE_10,3.60555127546406,5,1,H,20,121.44081599331,7.17659437999586e-13
E3_SITE_10,3.60555127546406,5,1,H,10,121.247877869945,7.50260726056091e-13
E3_SITE_10,3.60555127546406,5,1,H,1,120.472391838531,8.96934679589527e-13
E3_SITE_10,3.60555127546406,5,1,H,0.1,119.685343422856,1.07514157909817e-12
E3_SITE_10,3.60555127546406,5,1,H,0.01,118.898294073259,1.28875568085956e-12
E3_SITE_10,3.60555127546406,5,1,H,0.005,118.66136801163,1.36101589993911e-12
E3_SITE_10,3.60555127546406,5,2,V,50,121.809563228571,6.59240191919542e-13
E3_SITE_10,3.60555127546406,5,2,V,20,121.44081599331,7.17659437999586e-13
E3_SITE_10,3.60555127546406,5,2,V,10,121.247877869945,7.50260726056091e-13
E3_SITE_10,3.60555127546406,5,2,V,1,120.472391838531,8.96934679589527e-13
E3_SITE_10,3.60555127546406,5,2,V,0.1,119.685343422856,1.07514157909817e-12
E3_SITE_10,3.60555127546406,5,2,V,0.01,118.898294073259,1.28875568085956e-12
E3_SITE_10,3.60555127546406,5,2,V,0.005,118.66136801163,1.36101589993911e-12
E3_SITE_10,3.60555127546406,50,1,H,50,121.809563228571,6.59240191919542e-13
E3_SITE_10,3.60555127546406,50,1,H,20,121.44081599331,7.17659437999586e-13
E3_SITE_10,3.60555127546406,50,1,H,10,121.247877869945,7.50260726056091e-13
E3_SITE_10,3.60555127546406,50,1,H,1,120.472391838531,8.96934679589527e-13
E3_SITE_10,3.60555127546406,50,1,H,0.1,119.685343422856,1.07514157909817e-12
E3_SITE_10,3.60555127546406,50,1,H,0.01,118.898294073259,1.28875568085956e-12
E3_SITE_10,3.60555127546406,50,1,H,0.005,118.66136801163,1.36101589993911e-12
E3_SITE_10,3.60555127546406,50,2,V,50,121.809563228571,6.59240191919542e-13
E3_SITE_10,3.60555127546406,50,2,V,20,121.44081599331,7.17659437999586e-13
E3_SITE_10,3.60555127546406,50,2,V,10,121.247877869945,7.50260726056091e-13
E3_SITE_10,3.60555127546406,50,2,V,1,120.472391838531,8.96934679589527e-13
E3_SITE_10,3.60555127546406,50,2,V,0.1,119.685343422856,1.07514157909817e-12
E3_SITE_10,3.60555127546406,50,2,V,0.01,118.898294073259,1.28875568085956e-12
E3_SITE_10,3.60555127546406,50,2,V,0.005,118.66136801163,1.36101589993911e-12
E3_SITE_10,3.60555127546406,200,1,H,50,121.809563228571,6.59240191919542e-13
E3_SITE_10,3.60555127546406,200,1,H,20,121.44081599331,7.17659437999586e-13
E3_SITE_10,3.60555127546406,200,1,H,10,121.247877869945,7.50260726056091e-13
E3_SITE_10,3.60555127546406,200,1,H,1,120.472391838531,8.96934679589527e-13
E3_SITE_10,3.60555127546406,200,1,H,0.1,119.685343422856,1.07514157909817e-12
E3_SITE_10,3.60555127546406,200,1,H,0.01,118.898294073259,1.28875568085956e-12
E3_SITE_10,3.60555127546406,200,1,H,0.005,118.66136801163,1.36101589993911e-12
E3_SITE_10,3.60555127546406,200,2,V,50,121.809563228571,6.59240191919542e-13
E3_SITE_10,3.60555127546406,200,2,V,20,121.44081599331,7.17659437999586e-13
E3_SITE_10,3.60555127546406,200,2,V,10,121.247877869945,7.50260726056091e-13
E3_SITE_10,3.60555127546406,200,2,V,1,120.472391838531,8.96934679589527e-13
E3_SITE_10,3.60555127546406,200,2,V,0.1,119.685343422856,1.07514157909817e-12
E3_SITE_10,3.60555127546406,200,2,V,0.01,118.898294073259,1.28875568085956e-12
E3_SITE_10,3.60555127546406,200,2,V,0.005,118.66136801163,1.36101589993911e-12
E3_SITE_11,3.77491721763481,5,1,H,50,122.211439251188,6.00974541615569e-13
E3_SITE_11,3.77491721763481,5,1,H,20,121.828154452726,6.56424156432139e-13
E3_SITE_11,3.77491721763481,5,1,H,10,121.627609899043,6.87446666070965e-13
E3_SITE_11,3.77491721763481,5,1,H,1,120.822539884478,8.27458099846723e-13
E3_SITE_11,3.77491721763481,5,1,H,0.1,120.005044806179,9.98839064856799e-13
E3_SITE_11,3.77491721763481,5,1,H,0.01,119.187548844809,1.20571625382782e-12
E3_SITE_11,3.77491721763481,5,1,H,0.005,118.941457477684,1.27601051210899e-12
E3_SITE_11,3.77491721763481,5,2,V,50,122.211439251188,6.00974541615569e-13
E3_SITE_11,3.77491721763481,5,2,V,20,121.828154452726,6.56424156432139e-13
E3_SITE_11,3.77491721763481,5,2,V,10,121.627609899043,6.87446666070965e-13
E3_SITE_11,3.77491721763481,5,2,V,1,120.822539884478,8.27458099846723e-13
E3_SITE_11,3.77491721763481,5,2,V,0.1,120.005044806179,9.98839064856799e-13
E3_SITE_11,3.77491721763481,5,2,V,0.01,119.187548844809,1.20571625382782e-12
E3_SITE_11,3.77491721763481,5,2,V,0.005,118.941457477684,1.27601051210899e-12
E3_SITE_11,3.77491721763481,50,1,H,50,122.211439251188,6.00974541615569e-13
E3_SITE_11,3.77491721763481,50,1,H,20,121.828154452726,6.56424156432139e-13
E3_SITE_11,3.77491721763481,50,1,H,10,121.627609899043,6.87446666070965e-13
E3_SITE_11,3.77491721763481,50,1,H,1,120.822539884478,8.27458099846723e-13
E3_SITE_11,3.77491721763481,50,1,H,0.1,120.005044806179,9.98839064856799e-13
E3_SITE_11,3.77491721763481,50,1,H,0.01,119.187548844809,1.20571625382782e-12
E3_SITE_11,3.77491721763481,50,1,H,0.005,118.941457477684,1.27601051210899e-12
E3_SITE_11,3.77491721763481,50,2,V,50,122.211439251188,6.00974541615569e-13
E3_SITE_11,3.77491721763481,50,2,V,20,121.828154452726,6.56424156432139e-13
E3_SITE_11,3.77491721763481,50,2,V,10,121.627609899043,6.87446666070965e-13
E3_SITE_11,3.77491721763481,50,2,V,1,120.822539884478,8.27458099846723e-13
E3_SITE_11,3.77491721763481,50,2,V,0.1,120.005044806179,9.98839064856799e-13
E3_SITE_11,3.77491721763481,50,2,V,0.01,119.187548844809,1.20571625382782e-12
E3_SITE_11,3.77491721763481,50,2,V,0.005,118.941457477684,1.27601051210899e-12
E3_SITE_11,3.77491721763481,200,1,H,50,122.211439251188,6.00974541615569e-13
E3_SITE_11,3.77491721763481,200,1,H,20,121.828154452726,6.56424156432139e-13
E3_SITE_11,3.77491721763481,200,1,H,10,121.627609899043,6.87446666070965e-13
E3_SITE_11,3.77491721763481,200,1,H,1,120.822539884478,8.27458099846723e-13
E3_SITE_11,3.77491721763481,200,1,H,0.1,120.005044806179,9.98839064856799e-13
E3_SITE_11,3.77491721763481,200,1,H,0.01,119.187548844809,1.20571625382782e-12
E3_SITE_11,3.77491721763481,200,1,H,0.005,118.941457477684,1.27601051210899e-12
E3_SITE_11,3.77491721763481,200,2,V,50,122.211439251188,6.00974541615569e-13
E3_SITE_11,3.77491721763481,200,2,V,20,121.828154452726,6.56424156432139e-13
E3_SITE_11,3.77491721763481,200,2,V,10,121.627609899043,6.87446666070965e-13
E3_SITE_11,3.77491721763481,200,2,V,1,120.822539884478,8.27458099846723e-13
E3_SITE_11,3.77491721763481,200,2,V,0.1,120.005044806179,9.98839064856799e-13
E3_SITE_11,3.77491721763481,200,2,V,0.01,119.187548844809,1.20571625382782e-12
E3_SITE_11,3.77491721763481,200,2,V,0.005,118.941457477684,1.27601051210899e-12
E3_SITE_12,3.12249899919969,5,1,H,50,120.555248982578,8.79984660406086e-13
E3_SITE_12,3.12249899919969,5,1,H,20,120.229204298942,9.48592245548472e-13
E3_SITE_12,3.12249899919969,5,1,H,10,120.058609258722,9.86595372499823e-13
E3_SITE_12,3.12249899919969,5,1,H,1,119.370517141783,1.15597458482464e-12
E3_SITE_12,3.12249899919969,5,1,H,0.1,118.673193392176,1.35731503805018e-12
E3_SITE_12,3.12249899919969,5,1,H,0.01,117.975868539106,1.59372412231112e-12
E3_SITE_12,3.12249899919969,5,1,H,0.005,117.765952113815,1.67264889752172e-12
E3_SITE_12,3.12249899919969,5,2,V,50,120.555248982578,8.79984660406086e-13
E3_SITE_12,3.12249899919969,5,2,V,20,120.229204298942,9.48592245548472e-13
E3_SITE_12,3.12249899919969,5,2,V,10,120.058609258722,9.86595372499823e-13
E3_SITE_12,3.12249899919969,5,2,V,1,119.370517141783,1.15597458482464e-12
E3_SITE_12,3.12249899919969,5,2,V,0.1,118.673193392176,1.35731503805018e-12
E3_SITE_12,3.12249899919969,5,2,V,0.01,117.975868539106,1.59372412231112e-12
E3_SITE_12,3.12249899919969,5,2,V,0.005,117.765952113815,1.67264889752172e-12
E3_SITE_12,3.12249899919969,50,1,H,50,120.555248982578,8.79984660406086e-13
E3_SITE_12,3.12249899919969,50,1,H,20,120.229204298942,9.48592245548472e-13
E3_SITE_12,3.12249899919969,50,1,H,10,120.058609258722,9.86595372499823e-13
E3_SITE_12,3.12249899919969,50,1,H,1,119.370517141783,1.15597458482464e-12
E3_SITE_12,3.12249899919969,50,1,H,0.1,118.673193392176,1.35731503805018e-12
E3_SITE_12,3.12249899919969,50,1,H,0.01,117.975868539106,1.59372412231112e-12
E3_SITE_12,3.12249899919969,50,1,H,0.005,117.765952113815,1.67264889752172e-12
E3_SITE_12,3.12249899919969,50,2,V,50,120.555248982578,8.79984660406086e-13
E3_SITE_12,3.12249899919969,50,2,V,20,120.229204298942,9.48592245548472e-13
E3_SITE_12,3.12249899919969,50,2,V,10,120.058609258722,9.86595372499823e-13
E3_SITE_12,3.12249899919969,50,2,V,1,119.370517141783,1.15597458482464e-12
E3_SITE_12,3.12249899919969,50,2,V,0.1,118.673193392176,1.35731503805018e-12
E3_SITE_12,3.12249899919969,50,2,V,0.01,117.975868539106,1.59372412231112e-12
E3_SITE_12,3.12249899919969,50,2,V,0.005,117.765952113815,1.67264889752172e-12
E3_SITE_12,3.12249899919969,200,1,H,50,120.555248982578,8.79984660406086e-13
E3_SITE_12,3.12249899919969,200,1,H,20,120.229204298942,9.48592245548472e-13
E3_SITE_12,3.12249899919969,200,1,H,10,120.058609258722,9.86595372499823e-13
E3_SITE_12,3.12249899919969,200,1,H,1,119.370517141783,1.15597458482464e-12
E3_SITE_12,3.12249899919969,200,1,H,0.1,118.673193392176,1.35731503805018e-12
E3_SITE_12,3.12249899919969,200,1,H,0.01,117.975868539106,1.59372412231112e-12
E3_SITE_12,3.12249899919969,200,1,H,0.005,117.765952113815,1.67264889752172e-12
E3_SITE_12,3.12249899919969,200,2,V,50,120.555248982578,8.79984660406086e-13
E3_SITE_12,3.12249899919969,200,2,V,20,120.229204298942,9.48592245548472e-13
E3_SITE_12,3.12249899919969,200,2,V,10,120.058609258722,9.86595372499823e-13
E3_SITE_12,3.12249899919969,200,2,V,1,119.370517141783,1.15597458482464e-12
E3_SITE_12,3.12249899919969,200,2,V,0.1,118.673193392176,1.35731503805018e-12
E3_SITE_12,3.12249899919969,200,2,V,0.01,117.975868539106,1.59372412231112e-12
E3_SITE_12,3.12249899919969,200,2,V,0.005,117.765952113815,1.67264889752172e-12
E3_SITE_13,3.60555127546406,5,1,H,50,121.813932112805,6.5857734769449e-13
E3_SITE_13,3.60555127546406,5,1,H,20,121.445184877542,7.16937855153488e-13
E3_SITE_13,3.60555127546406,5,1,H,10,121.252246754176,7.49506363692645e-13
E3_SITE_13,3.60555127546406,5,1,H,1,120.476760722722,8.96032841421687e-13
E3_SITE_13,3.60555127546406,5,1,H,0.1,119.6897123067,1.07406055987034e-12
E3_SITE_13,3.60555127546406,5,1,H,0.01,118.902662954782,1.28745988041934e-12
E3_SITE_13,3.60555127546406,5,1,H,0.005,118.665736891189,1.3596474448968e-12
E3_SITE_13,3.60555127546406,5,2,V,50,121.813932112805,6.5857734769449e-13
E3_SITE_13,3.60555127546406,5,2,V,20,121.445184877542,7.16937855153488e-13
E3_SITE_13,3.60555127546406,5,2,V,10,121.252246754176,7.49506363692645e-13
E3_SITE_13,3.60555127546406,5,2,V,1,120.476760722722,8.96032841421687e-13
E3_SITE_13,3.60555127546406,5,2,V,0.1,119.6897123067,1.07406055987034e-12
E3_SITE_13,3.60555127546406,5,2,V,0.01,118.902662954782,1.28745988041934e-12
E3_SITE_13,3.60555127546406,5,2,V,0.005,118.665736891189,1.3596474448968e-12
E3_SITE_13,3.60555127546406,50,1,H,50,121.813932112805,6.5857734769449e-13
E3_SITE_13,3.60555127546406,50,1,H,20,121.445184877542,7.16937855153488e-13
E3_SITE_13,3.60555127546406,50,1,H,10,121.252246754176,7.49506363692645e-13
E3_SITE_13,3.60555127546406,50,1,H,1,120.476760722722,8.96032841421687e-13
E3_SITE_13,3.60555127546406,50,1,H,0.1,119.6897123067,1.07406055987034e-12
E3_SITE_13,3.60555127546406,50,1,H,0.01,118.902662954782,1.28745988041934e-12
E3_SITE_13,3.60555127546406,50,1,H,0.005,118.665736891189,1.3596474448968e-12
E3_SITE_13,3.60555127546406,50,2,V,50,121.813932112805,6.5857734769449e-13
E3_SITE_13,3.60555127546406,50,2,V,20,121.445184877542,7.16937855153488e-13
E3_SITE_13,3.60555127546406,50,2,V,10,121.252246754176,7.49506363692645e-13
E3_SITE_13,3.60555127546406,50,2,V,1,120.476760722722,8.96032841421687e-13
E3_SITE_13,3.60555127546406,50,2,V,0.1,119.6897123067,1.07406055987034e-12
E3_SITE_13,3.60555127546406,50,2,V,0.01,118.902662954782,1.28745988041934e-12
E3_SITE_13,3.60555127546406,50,2,V,0.005,118.665736891189,1.3596474448968e-12
E3_SITE_13,3.60555127546406,200,1,H,50,121.813932112805,6.5857734769449e-13
E3_SITE_13,3.60555127546406,200,1,H,20,121.445184877542,7.16937855153488e-13
E3_SITE_13,3.60555127546406,200,1,H,10,121.252246754176,7.49506363692645e-13
E3_SITE_13,3.60555127546406,200,1,H,1,120.476760722722,8.96032841421687e-13
E3_SITE_13,3.60555127546406,200,1,H,0.1,119.6897123067,1.07406055987034e-12
E3_SITE_13,3.60555127546406,200,1,H,0.01,118.902662954782,1.28745988041934e-12
E3_SITE_13,3.60555127546406,200,1,H,0.005,118.665736891189,1.3596474448968e-12
E3_SITE_13,3.60555127546406,200,2,V,50,121.813932112805,6.5857734769449e-13
E3_SITE_13,3.60555127546406,200,2,V,20,121.445184877542,7.16937855153488e-13
E3_SITE_13,3.60555127546406,200,2,V,10,121.252246754176,7.49506363692645e-13
E3_SITE_13,3.60555127546406,200,2,V,1,120.476760722722,8.96032841421687e-13
E3_SITE_13,3.60555127546406,200,2,V,0.1,119.6897123067,1.07406055987034e-12
E3_SITE_13,3.60555127546406,200,2,V,0.01,118.902662954782,1.28745988041934e-12
E3_SITE_13,3.60555127546406,200,2,V,0.005,118.665736891189,1.3596474448968e-12
E3_SITE_14,2.64575131106423,5,1,H,50,119.112915913129,1.22661538810812e-12
E3_SITE_14,2.64575131106423,5,1,H,20,118.830879479244,1.3089168305794e-12
E3_SITE_14,2.64575131106423,5,1,H,10,118.683310697308,1.35415672313926e-12
E3_SITE_14,2.64575131106423,5,1,H,1,118.08602979391,1.55380681026363e-12
E3_SITE_14,2.64575131106423,5,1,H,0.1,117.48161273632,1.78582429253221e-12
E3_SITE_14,2.64575131106423,5,1,H,0.01,116.877194367229,2.0524877004084e-12
E3_SITE_14,2.64575131106423,5,1,H,0.005,116.695245418589,2.14030397537936e-12
E3_SITE_14,2.64575131106423,5,2,V,50,119.112915913129,1.22661538810812e-12
E3_SITE_14,2.64575131106423,5,2,V,20,118.830879479244,1.3089168305794e-12
E3_SITE_14,2.64575131106423,5,2,V,10,118.683310697308,1.35415672313926e-12
E3_SITE_14,2.64575131106423,5,2,V,1,118.08602979391,1.55380681026363e-12
E3_SITE_14,2.64575131106423,5,2,V,0.1,117.48161273632,1.78582429253221e-12
E3_SITE_14,2.64575131106423,5,2,V,0.01,116.877194367229,2.0524877004084e-12
E3_SITE_14,2.64575131106423,5,2,V,0.005,116.695245418589,2.14030397537936e-12
E3_SITE_14,2.64575131106423,50,1,H,50,119.112915913129,1.22661538810812e-12
E3_SITE_14,2.64575131106423,50,1,H,20,118.830879479244,1.3089168305794e-12
E3_SITE_14,2.64575131106423,50,1,H,10,118.683310697308,1.35415672313926e-12
E3_SITE_14,2.64575131106423,50,1,H,1,118.08602979391,1.55380681026363e-12
E3_SITE_14,2.64575131106423,50,1,H,0.1,117.48161273632,1.78582429253221e-12
E3_SITE_14,2.64575131106423,50,1,H,0.01,116.877194367229,2.0524877004084e-12
E3_SITE_14,2.64575131106423,50,1,H,0.005,116.695245418589,2.14030397537936e-12
E3_SITE_14,2.64575131106423,50,2,V,50,119.112915913129,1.22661538810812e-12
E3_SITE_14,2.64575131106423,50,2,V,20,118.830879479244,1.3089168305794e-12
E3_SITE_14,2.64575131106423,50,2,V,10,118.683310697308,1.35415672313926e-12
E3_SITE_14,2.64575131106423,50,2,V,1,118.08602979391,1.55380681026363e-12
E3_SITE_14,2.64575131106423,50,2,V,0.1,117.48161273632,1.78582429253221e-12
E3_SITE_14,2.64575131106423,50,2,V,0.01,116.877194367229,2.0524877004084e-12
E3_SITE_14,2.64575131106423,50,2,V,0.005,116.695245418589,2.14030397537936e-12
E3_SITE_14,2.64575131106423,200,1,H,50,119.112915913129,1.22661538810812e-12
E3_SITE_14,2.64575131106423,200,1,H,20,118.830879479244,1.3089168305794e-12
E3_SITE_14,2.64575131106423,200,1,H,10,118.683310697308,1.35415672313926e-12
E3_SITE_14,2.64575131106423,200,1,H,1,118.08602979391,1.55380681026363e-12
E3_SITE_14,2.64575131106423,200,1,H,0.1,117.48161273632,1.78582429253221e-12
E3_SITE_14,2.64575131106423,200,1,H,0.01,116.877194367229,2.0524877004084e-12
E3_SITE_14,2.64575131106423,200,1,H,0.005,116.695245418589,2.14030397537936e-12
E3_SITE_14,2.64575131106423,200,2,V,50,119.112915913129,1.22661538810812e-12
E3_SITE_14,2.64575131106423,200,2,V,20,118.830879479244,1.3089168305794e-12
E3_SITE_14,2.64575131106423,200,2,V,10,118.683310697308,1.35415672313926e-12
E3_SITE_14,2.64575131106423,200,2,V,1,118.08602979391,1.55380681026363e-12
E3_SITE_14,2.64575131106423,200,2,V,0.1,117.48161273632,1.78582429253221e-12
E3_SITE_14,2.64575131106423,200,2,V,0.01,116.877194367229,2.0524877004084e-12
E3_SITE_14,2.64575131106423,200,2,V,0.005,116.695245418589,2.14030397537936e-12
E3_SITE_15,3.12249899920005,5,1,H,50,120.562134710459,8.78590552451558e-13
E3_SITE_15,3.12249899920005,5,1,H,20,120.236090026821,9.470894466312e-13
E3_SITE_15,3.12249899920005,5,1,H,10,120.065494986598,9.85032367463752e-13
E3_SITE_15,3.12249899920005,5,1,H,1,119.377402869593,1.15414324227955e-12
E3_SITE_15,3.12249899920005,5,1,H,0.1,118.680079119389,1.35516472385356e-12
E3_SITE_15,3.12249899920005,5,1,H,0.01,117.982754262155,1.59119928066518e-12
E3_SITE_15,3.12249899920005,5,1,H,0.005,117.772837833258,1.6699990214695e-12
E3_SITE_15,3.12249899920005,5,2,V,50,120.562134710459,8.78590552451558e-13
E3_SITE_15,3.12249899920005,5,2,V,20,120.236090026821,9.470894466312e-13
E3_SITE_15,3.12249899920005,5,2,V,10,120.065494986598,9.85032367463752e-13
E3_SITE_15,3.12249899920005,5,2,V,1,119.377402869593,1.15414324227955e-12
E3_SITE_15,3.12249899920005,5,2,V,0.1,118.680079119389,1.35516472385356e-12
E3_SITE_15,3.12249899920005,5,2,V,0.01,117.982754262155,1.59119928066518e-12
E3_SITE_15,3.12249899920005,5,2,V,0.005,117.772837833258,1.6699990214695e-12
E3_SITE_15,3.12249899920005,50,1,H,50,120.562134710459,8.78590552451558e-13
E3_SITE_15,3.12249899920005,50,1,H,20,120.236090026821,9.470894466312e-13
E3_SITE_15,3.12249899920005,50,1,H,10,120.065494986598,9.85032367463752e-13
E3_SITE_15,3.12249899920005,50,1,H,1,119.377402869593,1.15414324227955e-12
E3_SITE_15,3.12249899920005,50,1,H,0.1,118.680079119389,1.35516472385356e-12
E3_SITE_15,3.12249899920005,50,1,H,0.01,117.982754262155,1.59119928066518e-12
E3_SITE_15,3.12249899920005,50,1,H,0.005,117.772837833258,1.6699990214695e-12
E3_SITE_15,3.12249899920005,50,2,V,50,120.562134710459,8.78590552451558e-13
E3_SITE_15,3.12249899920005,50,2,V,20,120.236090026821,9.470894466312e-13
E3_SITE_15,3.12249899920005,50,2,V,10,120.065494986598,9.85032367463752e-13
E3_SITE_15,3.12249899920005,50,2,V,1,119.377402869593,1.15414324227955e-12
E3_SITE_15,3.12249899920005,50,2,V,0.1,118.680079119389,1.35516472385356e-12
E3_SITE_15,3.12249899920005,50,2,V,0.01,117.982754262155,1.59119928066518e-12
E3_SITE_15,3.12249899920005,50,2,V,0.005,117.772837833258,1.6699990214695e-12
E3_SITE_15,3.12249899920005,200,1,H,50,120.562134710459,8.78590552451558e-13
E3_SITE_15,3.12249899920005,200,1,H,20,120.236090026821,9.470894466312e-13
E3_SITE_15,3.12249899920005,200,1,H,10,120.065494986598,9.85032367463752e-13
E3_SITE_15,3.12249899920005,200,1,H,1,119.377402869593,1.15414324227955e-12
E3_SITE_15,3.12249899920005,200,1,H,0.1,118.680079119389,1.35516472385356e-12
E3_SITE_15,3.12249899920005,200,1,H,0.01,117.982754262155,1.59119928066518e-12
E3_SITE_15,3.12249899920005,200,1,H,0.005,117.772837833258,1.6699990214695e-12
E3_SITE_15,3.12249899920005,200,2,V,50,120.562134710459,8.78590552451558e-13
E3_SITE_15,3.12249899920005,200,2,V,20,120.236090026821,9.470894466312e-13
E3_SITE_15,3.12249899920005,200,2,V,10,120.065494986598,9.85032367463752e-13
E3_SITE_15,3.12249899920005,200,2,V,1,119.377402869593,1.15414324227955e-12
E3_SITE_15,3.12249899920005,200,2,V,0.1,118.680079119389,1.35516472385356e-12
E3_SITE_15,3.12249899920005,200,2,V,0.01,117.982754262155,1.59119928066518e-12
E3_SITE_15,3.12249899920005,200,2,V,0.005,117.772837833258,1.6699990214695e-12
E3_SITE_16,2.29128784747654,5,1,H,50,117.856284606679,1.63821741862915e-12
E3_SITE_16,2.29128784747654,5,1,H,20,117.608220398658,1.73451460134289e-12
E3_SITE_16,2.29128784747654,5,1,H,10,117.478426766875,1.7871348477676e-12
E3_SITE_16,2.29128784747654,5,1,H,1,116.951732388245,2.01756140368069e-12
