relative_path,bytes_original,bytes_snapshot,sha256_original,sha256_snapshot,keyword_hits,relevance_score
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/config/e1_static_fs.yaml,463,463,8a5194152fb4f815fcb4195c51809f580f351b208959375b3af63c8fc5943653,8a5194152fb4f815fcb4195c51809f580f351b208959375b3af63c8fc5943653,fr3|sionna,2
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/04_run_s1_adequacy.py,3325,3325,9b3fbe580cadcdc1ee0091d780d8119ea2d634d406b4d4d0dd6c04684c0c345a,9b3fbe580cadcdc1ee0091d780d8119ea2d634d406b4d4d0dd6c04684c0c345a,fr3|uma,2
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/11_run_e2_dynamic_fs.py,7096,7096,c4f2c842fea37174a86171fa32e72e592b84bc75444870eab173005134714da9,c4f2c842fea37174a86171fa32e72e592b84bc75444870eab173005134714da9,fr3|uma,2
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/12_run_e3_tracking_eess.py,9055,9055,a50803b5b1a903b98b40b049f626f4ef335bcea553880d01b0b0ca6df03ff299,a50803b5b1a903b98b40b049f626f4ef335bcea553880d01b0b0ca6df03ff299,fr3|uma,2
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/15_check_submission_readiness.py,2561,2561,09d92b19130a92992760ca798d4893b3edab305831e5d4fbb6dde0f9097c9012,09d92b19130a92992760ca798d4893b3edab305831e5d4fbb6dde0f9097c9012,fr3|sionna,2
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/src/fr3_cbf/bundle.py,5546,5546,2ffd4df66a44ae7fccc5b5ee646064c477610cc87d565ad2b278ace27e371297,2ffd4df66a44ae7fccc5b5ee646064c477610cc87d565ad2b278ace27e371297,fr3|sionna,2
output_csvs/fixe_on_band.csv,701026,698867,c41aded4eac27ca18dd192f82c139b00009c0c4c87b96b3d4318a595b6b9e1de,721e90ca8dc87ef1a25186121c7780c41079fbd035df6abf4c8ec8f2079e04f9,umi,1
output_csvs/incumbents_caseT_gta.csv,21987,21917,fe43180366bb7257653ae6cb1de61d439ddfc17b77614f800ca93b24bcbbe4b8,975749e30434575c2f5db6737e29239b4f4f11773d9010793506d03db9d4bbde,gta,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/DATA_REQUIREMENTS.md,2098,2098,08956b17b852b0c7665f4de4715974cf5cc2059a3cfd4e7719554d373c488488,08956b17b852b0c7665f4de4715974cf5cc2059a3cfd4e7719554d373c488488,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/LICENSE_NOTICE.md,427,427,12d22ffc4447931f0d898768d2e60ae3124696a9683d124b121b7a655ccd6594,12d22ffc4447931f0d898768d2e60ae3124696a9683d124b121b7a655ccd6594,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/PACKAGE_QA.md,1349,1349,cf72ae0a2416d456c37a5b919f66892678c3452bb19b3559ed29d309e74131e5,cf72ae0a2416d456c37a5b919f66892678c3452bb19b3559ed29d309e74131e5,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/RUN_FIRST.ps1,491,491,b3a5138d27d53cd93b7ffcbf544255e256a890b186a7bc2d6f05ec98e31cac28,b3a5138d27d53cd93b7ffcbf544255e256a890b186a7bc2d6f05ec98e31cac28,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/RUN_FIRST.sh,501,501,f53f471a7bd20fe6a32625f0d6729972cf761e4ae3cc7ca9432f622b4beda73b,f53f471a7bd20fe6a32625f0d6729972cf761e4ae3cc7ca9432f622b4beda73b,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/SOURCE_INPUT_STATUS.md,657,657,d657cd28c3514309599daacd755a116f3f48cdaa6298df3cbf795a967e80e469,d657cd28c3514309599daacd755a116f3f48cdaa6298df3cbf795a967e80e469,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/pyproject.toml,681,681,5a8fb4503ed287bf3a0e3d2e295509cd709fa66cba39766a664eac4d82eec856,5a8fb4503ed287bf3a0e3d2e295509cd709fa66cba39766a664eac4d82eec856,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/requirements-core.txt,92,92,d2e5c04e5bb9b0d7b2fe467ba6e94a5420c8c9db3cd5c8df831c7e0cdad877ac,d2e5c04e5bb9b0d7b2fe467ba6e94a5420c8c9db3cd5c8df831c7e0cdad877ac,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/requirements-full.txt,88,88,1f55b7a901a8ead22c327e01cb6462bc84937ad69e4474eeb03504f8488f1d52,1f55b7a901a8ead22c327e01cb6462bc84937ad69e4474eeb03504f8488f1d52,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/config/calibration.yaml,309,309,e617675a01d9817832b23f1c13db908eced6f39e774f4dc67f6121b74483dd51,e617675a01d9817832b23f1c13db908eced6f39e774f4dc67f6121b74483dd51,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/config/e2_dynamic_fs.yaml,524,524,cf1127afb092e5ac9da43ce3b5038e43678d6303fc70119eff2c7e77440a3a51,cf1127afb092e5ac9da43ce3b5038e43678d6303fc70119eff2c7e77440a3a51,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/config/e3_tracking_eess.yaml,667,667,d63237e41d9d8431641388e319ff673f835bfab3c34099fba867fb46be47f164,d63237e41d9d8431641388e319ff673f835bfab3c34099fba867fb46be47f164,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/config/s1_adequacy.yaml,881,881,ac08baf4357221170a12ed07cc96fea756dfd625117d7174f5ecb5898f0c67b7,ac08baf4357221170a12ed07cc96fea756dfd625117d7174f5ecb5898f0c67b7,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/config/tafl_column_mapping.yaml,637,637,62b5b105e650b7ed4d3877f0b9c711d7fd5822d1684db81ad498410c46e7f661,62b5b105e650b7ed4d3877f0b9c711d7fd5822d1684db81ad498410c46e7f661,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/paper/README.md,747,747,88c173659eb7c62de0b5d766c7dcd7bccbfef2262a0fc6ca578c74fa604ab99f,88c173659eb7c62de0b5d766c7dcd7bccbfef2262a0fc6ca578c74fa604ab99f,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/paper/RESULTS_TABLE_TEMPLATE.csv,205,205,5b376999097917fb1a231f8117979112f3e8ecfbdad364836a233a572ae44a0e,5b376999097917fb1a231f8117979112f3e8ecfbdad364836a233a572ae44a0e,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/00_validate_package.py,2682,2682,c7d3c1da75d2c8a5433eacd603ff6f97f834b6db8a6a29a344dc2b0951f401b8,c7d3c1da75d2c8a5433eacd603ff6f97f834b6db8a6a29a344dc2b0951f401b8,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/01_run_smoke_test.py,1134,1134,5d73b80da9e0d9839ed827bd6108593ecc8ef7c40b228b7d38cfcf69c054f3c5,5d73b80da9e0d9839ed827bd6108593ecc8ef7c40b228b7d38cfcf69c054f3c5,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/02_download_p530_products.py,3602,3602,2c8c3037f61f764c2f7bd06ab587569813d461b5cc6909a2421472499f13d113,2c8c3037f61f764c2f7bd06ab587569813d461b5cc6909a2421472499f13d113,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/03_validate_paired_links.py,1143,1143,12d0bdbfb5366bd9612a44e4357a623fd48096622ddf14cdcf37e63f13dbddd4,12d0bdbfb5366bd9612a44e4357a623fd48096622ddf14cdcf37e63f13dbddd4,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/03a_pair_fs_records.py,3174,3174,2b687de8ea884b3e380eb96374a9f4d63b1c56a42dd510e906a4bb563cd30083,2b687de8ea884b3e380eb96374a9f4d63b1c56a42dd510e906a4bb563cd30083,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/03b_add_dem_mean_terrain.py,2255,2255,4351b459383876cb0726ebacf8133607baf4cbc8d40fc9644ac22d252bcc08a7,4351b459383876cb0726ebacf8133607baf4cbc8d40fc9644ac22d252bcc08a7,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/03c_compute_fade_margin.py,1474,1474,4d6958c57061a3c6c4d9ca12763a103d7b7adc6bfd4505f27afcf999d4b93181,4d6958c57061a3c6c4d9ca12763a103d7b7adc6bfd4505f27afcf999d4b93181,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/04b_run_s1_sensitivity.py,5021,5021,2bc593d75a356b467e3e0418fb843b8fcd88e7701f8d6edea0caeb2d8d98f398,2bc593d75a356b467e3e0418fb843b8fcd88e7701f8d6edea0caeb2d8d98f398,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/05_freeze_s1_candidate.py,3654,3654,38a0dabd9b94037a3a87533a178c9fe2f933a758e85fe948d398393984ddeb2a,38a0dabd9b94037a3a87533a178c9fe2f933a758e85fe948d398393984ddeb2a,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/06_generate_tle_track.py,7306,7306,4a779404a3eb1f6b501994da52e78594af68a59fc0c1188f1fec35879ae4bab0,4a779404a3eb1f6b501994da52e78594af68a59fc0c1188f1fec35879ae4bab0,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/07_run_calibration.py,4319,4319,07c6da29f086b0160cc5d81a22579f44256e85ecf0285a74e82ee1bb8b2c34bb,07c6da29f086b0160cc5d81a22579f44256e85ecf0285a74e82ee1bb8b2c34bb,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/08_export_bundle_template.py,1536,1536,8fc0bac1cf04297a5881b7b57930fff8ee0673e09ccb27a89ba08980e12bb5ec,8fc0bac1cf04297a5881b7b57930fff8ee0673e09ccb27a89ba08980e12bb5ec,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/09_validate_experiment_bundle.py,470,470,4a7fdb591e821152bd11e64a11562c56850302c9675c10c6b2779ae1cf51333f,4a7fdb591e821152bd11e64a11562c56850302c9675c10c6b2779ae1cf51333f,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/13_run_all_experiments.py,1255,1255,fbf458ff90aa31323b92b38ec136be1369726773fbbdff565e76d4faaf15ab83,fbf458ff90aa31323b92b38ec136be1369726773fbbdff565e76d4faaf15ab83,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/14_generate_manifest.py,1133,1133,51025b0a5f3adb3ec2b1b3d65b499c889681fea91053af90d94d768dc345e90a,51025b0a5f3adb3ec2b1b3d65b499c889681fea91053af90d94d768dc345e90a,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/16_benchmark_runtime.py,2338,2338,29632e0c470dd95689b331b54f406f6f5fcc73f53cc40939069d06d41fe14b5a,29632e0c470dd95689b331b54f406f6f5fcc73f53cc40939069d06d41fe14b5a,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/18_run_beam_space_filter.py,2548,2548,e5bf96b91542222b47f66e7cb8521db5c6fba48ab941845e16a2391de62a6d79,e5bf96b91542222b47f66e7cb8521db5c6fba48ab941845e16a2391de62a6d79,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/19_allocate_sector_budgets.py,1572,1572,5629fff79f18db0c625b4cb2638f42dbb1d4f74f7c9f38153eb8879acdafd43b,5629fff79f18db0c625b4cb2638f42dbb1d4f74f7c9f38153eb8879acdafd43b,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/20_validate_p452_export.py,2475,2475,4a5281075d63db62f7608b8fbb52a90ba69a59d7f34f3e40c79ac0370f49d554,4a5281075d63db62f7608b8fbb52a90ba69a59d7f34f3e40c79ac0370f49d554,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/scripts/_bootstrap.py,222,222,a05bda0a02b4c5b46981e2b2df3d5c3224626e9c51d7393069f67f5e85f1d8da,a05bda0a02b4c5b46981e2b2df3d5c3224626e9c51d7393069f67f5e85f1d8da,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/src/fr3_cbf/__init__.py,82,82,8eecbe9dbb17fe95efa736a8e3ea9b8ab03403d571a26b565f3d044497dcc67f,8eecbe9dbb17fe95efa736a8e3ea9b8ab03403d571a26b565f3d044497dcc67f,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/src/fr3_cbf/beam_filter.py,4936,4936,05e34abb719b187ec20e6d4da79bdf3383d125d3bcc7998322383f11769197d4,05e34abb719b187ec20e6d4da79bdf3383d125d3bcc7998322383f11769197d4,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/src/fr3_cbf/calibration.py,1978,1978,7d2f986c5df77585445e27752c45a799b5ccebab62779c9a88a6381ee211cc37,7d2f986c5df77585445e27752c45a799b5ccebab62779c9a88a6381ee211cc37,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/src/fr3_cbf/geo.py,2710,2710,5f675d449c27f96b7233d85645ffb5f34ecbed6bfbd26d5b895fe56d77e24824,5f675d449c27f96b7233d85645ffb5f34ecbed6bfbd26d5b895fe56d77e24824,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/src/fr3_cbf/grids.py,5855,5855,439cbcf9dff7c34bfc6aac6ccc0d22b0322f562aa66c1eacbfd6c0c5c0c0399c,439cbcf9dff7c34bfc6aac6ccc0d22b0322f562aa66c1eacbfd6c0c5c0c0399c,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/src/fr3_cbf/io.py,1496,1496,6994f58fdaca36706fabd6397796c0cc2f5b6f56f3bc90db3e16ed78bdae88e8,6994f58fdaca36706fabd6397796c0cc2f5b6f56f3bc90db3e16ed78bdae88e8,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/src/fr3_cbf/layered.py,1524,1524,b0ebafbee7fb0c6573545b6c41ac3f6aafaebff8b2cf827f99f3ada931ae24aa,b0ebafbee7fb0c6573545b6c41ac3f6aafaebff8b2cf827f99f3ada931ae24aa,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/src/fr3_cbf/p530.py,5796,5796,a9a20550b7d82c4083ecb229af329610721ca1e2c3ee3e83141835dfd835b60b,a9a20550b7d82c4083ecb229af329610721ca1e2c3ee3e83141835dfd835b60b,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/src/fr3_cbf/s1.py,10868,10868,31d92052f2aa6a69e13696285a16249d26420d8df1c041427fbef1c79d0a7a19,31d92052f2aa6a69e13696285a16249d26420d8df1c041427fbef1c79d0a7a19,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/src/fr3_cbf/safety.py,3883,3883,7f0aea22012817ddc37aa2e28ae719f234f00dd2f1eacd29e75ea5972c07ec29,7f0aea22012817ddc37aa2e28ae719f234f00dd2f1eacd29e75ea5972c07ec29,fr3,1
FR3_CBF_Completion_Package_v1_1/FR3_CBF_Completion_Package_v1_1/src/fr3_cbf/units.py,1457,1457,8f5c810fc7a394f72f65496da9a25558fc5c71c9be1601e14923bc8ec1e6e833,8f5c810fc7a394f72f65496da9a25558fc5c71c9be1601e14923bc8ec1e6e833,fr3,1
output_csvs/satellite_es_survey.csv,33692,33536,3fefdad9f654416e43017666249b415a0e8646c3dfbdd409e6dd527605c22642,d25a93f8a0e76c66fbd31ab2319e8d8fbce24571ad331469234e1debb3c9cce9,,0
