campaign_seed,seed_result_sha256,result_manifest_sha256,channel_record_file_sha256,channel_record_canonical_json_sha256,frequency_response_array_sha256,authorization_token_sha256,return_zip_present,return_zip_sha256,candidate_hard_gates_pass,scientific_exit_code
44016,a85fd198345ef822077a37039f00715f4afbe3d997aa1b33839ddcdcf7985902,ef0776c63856e661a79100b4311081f514b787c05424894cce39349278395c3c,f54d6d06ff349f7062dd126ca21f9055dac20d12a4155cb4ef64e3ada64e9bd4,efc9c47699b0a28fa9a11bbaf1de893f02a199d76910f807d3fb073489e6ab96,04b3f6f637163d37c0ce0d5eaf653f6d4472cd4deedadce17fb9c474fe652dd5,16ec127cca90eb3e6a2ef955e15e00a9af48371920bd3773c8096e1be8dfeac5,True,4b6afe1a34ec28c6f15f5bdb9c272536f39eb64aa4a37a37121be797e66b44df,True,0
44017,50a953e31c6b3dd4edadc58d634de7695003c08de9ba1dc1b835a843e576f4be,3eea8de21e808d207e8702d41a035decf308a37b312ad1dff5be970fb2beeef0,1cab37720caded7874f1833ba953720d4660d0ca9119feb4149f5b341335d8f7,6b2598c1a818fbf10e9b78cb775aa5fbab3d1b8e97e6d62b757a715fada7df3b,6bd3e0cd9281573697cabd282275c6834f4895b83ee21a8af8069aa29849fe75,16ec127cca90eb3e6a2ef955e15e00a9af48371920bd3773c8096e1be8dfeac5,True,15c8a0a6fdc24640a418e196ac8000c1063f2fa19c78d1a4d1f342e003cc891b,False,42
44018,a691e75ca58f539eb5c9a81ed1d6320377c4fea12bfd52188af90a0b25b8f1b3,78cdd14c11371053bc35dedc1b0c8f8e5aa88faf10538f5aa6d5d2143f72003e,2bada9e6db084006856ad8301a50b970959212a9a5135474e528c82b116449b3,857276efae940a98e009aa5f3eca2e242548961a366e11759a0cc9a5727ca3cd,471097bf6211d73c0365b3e67928cb46962aa5b24cbc7b542de34f21b454b1fa,16ec127cca90eb3e6a2ef955e15e00a9af48371920bd3773c8096e1be8dfeac5,True,276465a6a0ababc28f8ac19d1a25f9f161a772347c930ef9ec034eeb62052fd4,False,42
44019,34030aaba35de0490f3eb3c2b1425bec16f45a1f1ea8a3ca71eadeada2e43ea6,6315f5c653c0cf936cc109ae09fa956de729465afa84c6f702bb19e26ea34445,71e70de64384841b7de844b0f0a78faebf44c3a9514038458e7024d573fb330a,4873bece737a17a5182053b2347fa8a17c27e0ef8d82199c8d9f01f5ebda5512,93a53088896de92e8f8d246f6bb624db2b81459261bafbc97522566794da88db,16ec127cca90eb3e6a2ef955e15e00a9af48371920bd3773c8096e1be8dfeac5,True,de6e959ed316bf9c7cc2419e41b037af2c02424fcc85dfdbc1b79ea4cc7954d0,True,0
44020,67ed78710cf24dcfa49186b47c5e83d518b9a575b295e3029c7b19d9db7500ba,0ef1064e5ea996e6f871e5896c8da7072e1265c1c4ed2a56fecefb313bb6a315,5f5712dee5a5b579e6c35eb1527ee29954d4da6e129f4eee1425f10c34ad2284,e97d6535adcd8b305eb35b52caa0f4cff66449b5721af9598ea39b095c67f08b,47c726e4775f9cc9761f5fcbd7212cd10ea5f08c4392dd75ae7a824b320328bc,16ec127cca90eb3e6a2ef955e15e00a9af48371920bd3773c8096e1be8dfeac5,True,d23f1fa2d383e3453282789fd1f8ce4a1b7eb11c76d51dfba6c133db6ea2ad2f,True,0
44021,a0a18d3411488174f01ffa2e806f674401a3dbeb406dbc876a64e90023e84ede,e8b1b4ad902a8371f7dd7fd930638895f7f5465624e2ca961794a30340af5e52,27ab1e593595135f1fc8f19a04702e05bd782fac6bbcf1119e0a6be0d1f648d9,f911869ff4f7556634e6b1386b566a99eca3f74303609f82a1d1050aec28ed52,8e473b960f25616f4d3c2d1950fc9810427c8f0cb98b0ace7151c4274fb38749,16ec127cca90eb3e6a2ef955e15e00a9af48371920bd3773c8096e1be8dfeac5,True,0bdefc2eb1e1e4bd81e0d2321661e8c0abd5a1a0a7aef2794548f0e823d30b3b,True,0
44022,aa14d778a2e360a418f75e4dc3de672f36026a19276616b9750e85d9e176acf5,3fc9451d94adc2651caafcca00b09f9e6c3797119af0087a394f20329815dcb3,fa505872ab64bd702ffef2f06fb5c8c1220c1cfc45bbdd9065cd73c6a55d6d95,dcb1dc37664c4f7f593edfd0b9bd44f334e2ec066827ffb487e905b2b8f4f120,89c18020c685e4f64c85410ecbcee7652b756f74a3f5e856cd9d8858cc3139c5,16ec127cca90eb3e6a2ef955e15e00a9af48371920bd3773c8096e1be8dfeac5,True,79220a0f5c78fd8d521a7a6d96a19decb767308309feabba1f18e491afe472c0,True,0
44023,15a6cf752ca918a74b8aa707fd7d959f612fed51816b08de2b5c3dc61e2285c5,867251f8d4ebc8085a47205bf195a534c9acc33a238e86358810f131c4f93de1,f9e7df591f93f6f06d58305686fa9e2e6da826bde99af8dc188ae7e54d135e9f,d9cce3f19b4d9170ee98d85307ce730640a632bd35d0f68b17aee3e0adeefa8f,0e1ee4fa2a50f1e96b4b9e2e90453df3e1e4bd13c5ffaaa69666846ade5b2c46,16ec127cca90eb3e6a2ef955e15e00a9af48371920bd3773c8096e1be8dfeac5,True,45e1891f03f4a757f20dd04054600f34614e0e0a4af31d35d537635f77b2a100,True,0
44024,dcfa7a12d9122551d6bb6b2139b0b83eb64c7a51db3550bf2e6099458c3caaa3,2361abbb646a7d5f8df942d4c31ceac9d3314e51a160b641724c0c820308448e,a7aa76c30f01becb1d5702fb3429ef3f20b48a8b2426c4c48ba285f5158645fd,ea90485f2795ce1386d006f85563a089afd32008bb1b9150829833acb49c939c,0b2b90762fab74d310d79cd8920c6fc49ad966a17e515f81a60955699b6fc9be,16ec127cca90eb3e6a2ef955e15e00a9af48371920bd3773c8096e1be8dfeac5,True,8729376f9d8cc90a5cfa72f57da3096e6f49fc0f81673f6ec7d0e94e6b9d42ee,False,42
44025,53d9bc5a07132c216588c7073e3a7eb673a37a99e1ff780d4bb7f99f06e2ac5d,dcdd61ad9ea57db8af36d1dda34dec09d304faced80352c045d748c29a8bdac4,57afdd3f3f32892e941d6fd8d75fefb132ebfe6143675f64800d9e7be173f2df,3f020c51496b0ccd0b2adb89ac1a38ad4d69a56b20c36b2b7d7ba3fbdf4c87e8,e2a5f30300fc907bf0dd255c6431bc7b0d2ce4c516116eab94d563cf2401f33c,16ec127cca90eb3e6a2ef955e15e00a9af48371920bd3773c8096e1be8dfeac5,True,b52f3725e76a6bac65a2336dc523f0087e62759e27066bc6848d15b81da584a7,False,42
44026,389ccff0cb4c778a832ef87d81ae38370bd0852735b7054a5f4e9beb5df1e724,cdfb8f2948c5914baf51450badaf65ff0cb17ce50cc3454243ba96b47d0fc6d4,beb144ddd493820e5d4db02c962549fed59b5fd2421f6ce3fa357fef9101024b,61856adfbbbdc94715d26f9c99022abe4c5d1260a36bbfbfd4d68c4aecb1274b,623edcb2cd5e093eecc738949535d5f3fea89f15a91a66a2fc1a0d2b716bd487,16ec127cca90eb3e6a2ef955e15e00a9af48371920bd3773c8096e1be8dfeac5,True,8dd86461d1b36b1156e9ad1c9906e60220fb624ed493eaa0236b706974a03ec6,False,42
44027,56747ea6126d00519d81d7050bc35a43053fcea260fb4e5e6f3ea22546ce6af3,b2c6de4a4833e44981a86182ea986898049c43bfaf59092c70a89da9f18c52d7,93c81c91075b3ff0f3a1b8742ea169865e764042785a3c500cfa6081e48a8b1e,1ee25c412cf444a6f18954f6f1a3293044a5095e2c7af5226ab36d9ef3e679f7,72104fefb04e9b1c8b39426db4a96143cb4a4ae19fd88b5cd3d37503a56b1a1c,16ec127cca90eb3e6a2ef955e15e00a9af48371920bd3773c8096e1be8dfeac5,True,d02fb8ffc303a74fc6101ce4b99ce1048445e614745e573ee494acdd4868313a,False,42
44028,43b9ceaaacd4bde3c71b7611a4beb620618b50ad17492de90b8102ffaaf7ddf2,ddf504809abc27846b6163deb58dd33fe7ca6b8248d9de3544c3b7ad1d749ce3,a45316a72fb49229d3e28024477842f60d6c6cbd62ed86f26f25f91955b69e5b,000361beee226da5e43604cc01ddc464069e6e60903a08ba6f4108efeeede81f,ff3990565fc9ceb2254071bae87c3b96d195e5796a26d739b37fcd69e9ddb7e3,16ec127cca90eb3e6a2ef955e15e00a9af48371920bd3773c8096e1be8dfeac5,True,97a84bca67160c12cc801180017e1cb35410871cc588050ccd9088ef1296e1e8,False,42
44029,db8d0df6275a3681c08b35634817c1caccd266557de695f5fb8a7e4fadde8abd,af148efbf523cbce6e8cce4b919aa8b537f265b34ede77bd0feb28656f89f9b9,8f6e8e31df49e9732098e1e09542042c0ba5dd5136c53e72cc71a77b21e94757,c37c76ba34dc9a2ca7d31762dd7ebc6ebae329f1e3ac169b124d117950d1af76,bca460178742c7e6697d4d9890fe45caea4f3ac7aa07197fcfbe057709f7c04c,16ec127cca90eb3e6a2ef955e15e00a9af48371920bd3773c8096e1be8dfeac5,True,d07c3f47e05690e8bd217db97f4332d16a6ad532de4f491faafce00635c51b5f,True,0
